Well	Top	Base	Unit	Comment
6406/2-1 R	2503.00	2672.00	SPRINGAR FM	2m diffference from NPD
6406/2-1 R	2672.00	2848.00	NISE FM	2m diffference from NPD
6406/2-1 R	2848.00	3415.00	KVITNOS FM	2m diffference from NPD
6406/2-1 R	3415.00	4239.00	BLÅLANGE FM	new formation
6406/2-1 R	3415.00	3442.00	LYSING MB	revised status
6406/2-1 R	4142.00	4168.00	BREIFLABB MB	additional unit, as `intra Lange Sandstone I` (operator)
6406/2-1 R	4239.00	4371.00	CROMER KNOLL GP	revised top group definition
6406/2-1 R	4239.00	4349.00	LANGEBARN FM	new formation
6406/2-1 R	4324.00	4371.00	LYR FM	changed from 3450m (NPD)
6406/2-1 R	4369.00	0.00	VIKING GP	
6406/2-1 R	4369.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/2-1 R	4379.00	0.00	HEATHER FM	Changed from MELKE FM
6406/2-1 R	4415.00	0.00	FANGST GP	
6406/2-1 R	4415.00	0.00	GARN FM	
6406/2-1 R	4554.00	0.00	NOT FM	
6406/2-1 R	4599.00	0.00	ILE FM	
6406/2-1 R	4706.00	0.00	BÅT GP	
6406/2-1 R	4706.00	0.00	ROR FM	
6406/2-1 R	4815.00	0.00	TOFTE FM	
6406/2-1 R	4908.00	0.00	TILJE FM	
6406/2-1 R	5186.00	0.00	ÅRE FM	
6406/2-2	296.00	0.00	NORDLAND GP	
6406/2-2	598.00	0.00	NAUST FM	
6406/2-2	1561.00	0.00	KAI FM	
6406/2-2	1865.00	0.00	HORDALAND GP	
6406/2-2	1865.00	0.00	BRYGGE FM	
6406/2-2	2416.00	0.00	ROGALAND GP	
6406/2-2	2416.00	0.00	TARE FM	
6406/2-2	2481.00	0.00	TANG FM	
6406/2-2	2540.00	4215.00	SHETLAND GP	revised base group definition
6406/2-2	2540.00	2683.00	SPRINGAR FM	
6406/2-2	2683.00	2882.00	NISE FM	top depth changed from 2683m (res log) on sonic log
6406/2-2	2882.00	3445.00	KVITNOS FM	
6406/2-2	3445.00	4215.00	BLÅLANGE FM	new formation
6406/2-2	3445.00	3459.00	LYSING MB	revised status
6406/2-2	4174.00	4192.00	BREIFLABB MB	new additional unit, assignment questionable, as `intra Lange Sandstone I` (operator), poor biostratigraphy
6406/2-2	4215.00	4375.00	CROMER KNOLL GP	revised top group definition
6406/2-2	4215.00	4354.00	LANGEBARN FM	new formation
6406/2-2	4354.00	4375.00	LYR FM	
6406/2-2	4375.00	0.00	VIKING GP	
6406/2-2	4375.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/2-2	4389.00	0.00	HEATHER FM	Changed from MELKE FM
6406/2-2	4461.00	0.00	FANGST GP	
6406/2-2	4461.00	0.00	GARN FM	
6406/2-2	4576.00	0.00	NOT FM	
6406/2-2	4623.00	0.00	ILE FM	
6406/2-2	4756.00	0.00	BÅT GP	
6406/2-2	4756.00	0.00	ROR FM	
6406/2-2	4868.00	0.00	TOFTE FM	
6406/2-2	4978.00	0.00	TILJE FM	
6406/2-2	5291.00	0.00	ÅRE FM	
6406/2-2 R	290.00	0.00	NORDLAND GP	
6406/2-2 R	592.00	0.00	NAUST FM	
6406/2-2 R	1555.00	0.00	KAI FM	
6406/2-2 R	1859.00	0.00	HORDALAND GP	
6406/2-2 R	1859.00	0.00	BRYGGE FM	
6406/2-2 R	2410.00	0.00	ROGALAND GP	
6406/2-2 R	2410.00	0.00	TARE FM	
6406/2-2 R	2475.00	0.00	TANG FM	
6406/2-2 R	2534.00	4209.00	SHETLAND GP	revised base group definition, no biostratigraphy
6406/2-2 R	2534.00	2677.00	SPRINGAR FM	no biostratigraphy
6406/2-2 R	2677.00	2876.00	NISE FM	no biostratigraphy
6406/2-2 R	2876.00	3439.00	KVITNOS FM	no biostratigraphy
6406/2-2 R	3439.00	4138.00	LYSING MB	revised status
6406/2-2 R	3439.00	3439.00	BLÅLANGE FM	new formation, no biostratigraphy
6406/2-2 R	4138.00	4209.00	BREIFLABB MB	new additional unit, assignment questionable, as "intra Lange Sandstone I" (operator), top depth questionable, no biostratigraphy
6406/2-2 R	4209.00	4369.00	CROMER KNOLL GP	revised top group definition, top depth questionable, no biostratigraphy
6406/2-2 R	4209.00	4348.00	LANGEBARN FM	new formation, top depth questionable, no biostratigraphy
6406/2-2 R	4348.00	4369.00	LYR FM	
6406/2-2 R	4369.00	0.00	VIKING GP	
6406/2-2 R	4369.00	0.00	SPEKK FM	
6406/2-2 R	4383.00	0.00	MELKE FM	
6406/2-2 R	4455.00	0.00	FANGST GP	
6406/2-2 R	4455.00	0.00	GARN FM	
6406/2-2 R	4570.00	0.00	NOT FM	
6406/2-2 R	4617.00	0.00	ILE FM	
6406/2-2 R	4750.00	0.00	BÅT GP	
6406/2-2 R	4750.00	0.00	ROR FM	
6406/2-2 R	4861.00	0.00	TOFTE FM	
6406/2-2 R	4972.00	0.00	TILJE FM	
6406/2-2 R	5285.00	0.00	ÅRE FM	
6406/2-3	396.00	0.00	NORDLAND GP	
6406/2-3	620.00	0.00	NAUST FM	
6406/2-3	1518.00	0.00	KAI FM	
6406/2-3	1954.00	0.00	HORDALAND GP	
6406/2-3	1954.00	0.00	BRYGGE FM	
6406/2-3	2300.00	0.00	ROGALAND GP	
6406/2-3	2300.00	0.00	TARE FM	
6406/2-3	2364.00	0.00	TANG FM	
6406/2-3	2425.00	4531.00	SHETLAND GP	Well includes -3T2 and -3T3. revised base group definition
6406/2-3	2425.00	2555.50	SPRINGAR FM	
6406/2-3	2555.50	2838.00	NISE FM	revised top from 2549m
6406/2-3	2838.00	3429.00	KVITNOS FM	
6406/2-3	3429.00	4531.00	BLÅLANGE FM	new formation, thin 4.5m sandstone (mid Cenoman) near base of formation 4500m-4504.5m as `intra Lange sand` (operator)
6406/2-3	3429.00	3440.00	LYSING MB	revised status
6406/2-3	4378.00	4430.00	BREIFLABB MB	new member, additional unit, questionably assigned, informally as `intra Lange Sandstone I` (operator), cored, no biostratigraphy
6406/2-3	4500.00	4505.00	SMØRFLYNDRE MB	new member, additional unit, informally as `intra Lange Sandstone` (operator)
6406/2-3	4531.00	4629.00	CROMER KNOLL GP	revised top group definition
6406/2-3	4531.00	4616.00	LANGEBARN FM	new formation
6406/2-3	4616.00	4629.00	LYR FM	top depth changed from 4620m
6406/2-3	4629.00	0.00	FANGST GP	
6406/2-3	4629.00	0.00	GARN FM	
6406/2-3	4716.00	0.00	NOT FM	
6406/2-3	4751.00	0.00	ILE FM	
6406/2-3	4837.00	0.00	BÅT GP	
6406/2-3	4837.00	0.00	ROR FM	
6406/2-3	4877.00	0.00	TOFTE FM	
6406/2-3	5028.00	0.00	TILJE FM	
6406/2-3	5210.00	0.00	ÅRE FM	
6406/2-4 S	296.00	0.00	NORDLAND GP	
6406/2-4 S	605.00	0.00	NAUST FM	
6406/2-4 S	1576.00	0.00	KAI FM	
6406/2-4 S	1946.00	0.00	HORDALAND GP	
6406/2-4 S	1946.00	0.00	BRYGGE FM	
6406/2-4 S	2462.00	0.00	ROGALAND GP	
6406/2-4 S	2462.00	0.00	TARE FM	
6406/2-4 S	2528.00	0.00	TANG FM	
6406/2-4 S	2589.00	4274.00	SHETLAND GP	revised base group definition
6406/2-4 S	2589.00	2767.00	SPRINGAR FM	
6406/2-4 S	2767.00	2913.00	NISE FM	top depth changed from 2725m, guided by biostrat at 2785m
6406/2-4 S	2913.00	3485.00	KVITNOS FM	top depth questionable, no biostrat control
6406/2-4 S	3485.00	4274.00	BLÅLANGE FM	new formation
6406/2-4 S	3485.00	3502.00	LYSING MB	revised status
6406/2-4 S	4158.00	4235.00	BREIFLABB MB	Intra Lange Sandstone I` (operator), interbedded sands and shales, mid Cenomanian biostrat at 4170m
6406/2-4 S	4274.00	4388.00	CROMER KNOLL GP	revised top group definition, questionable top, red mudstones at 4300m
6406/2-4 S	4274.00	4351.00	LANGEBARN FM	new formation, questionable top, red mudstones at 4300m
6406/2-4 S	4351.00	4388.00	LYR FM	top depth changed from 4372m
6406/2-4 S	4388.00	0.00	VIKING GP	
6406/2-4 S	4388.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/2-4 S	4406.00	0.00	HEATHER FM	Changed from MELKE FM
6406/2-4 SR	296.00	0.00	NORDLAND GP	
6406/2-4 SR	605.00	0.00	NAUST FM	
6406/2-4 SR	1576.00	0.00	KAI FM	
6406/2-4 SR	1946.00	0.00	HORDALAND GP	
6406/2-4 SR	1946.00	0.00	BRYGGE FM	
6406/2-4 SR	2462.00	0.00	ROGALAND GP	
6406/2-4 SR	2462.00	0.00	TARE FM	
6406/2-4 SR	2528.00	0.00	TANG FM	
6406/2-4 SR	2589.00	4274.00	SHETLAND GP	Cretaceous tops as per -4 S well. revised base group definition
6406/2-4 SR	2589.00	2767.00	SPRINGAR FM	
6406/2-4 SR	2767.00	2913.00	NISE FM	top depth changed from 2725m, guided by biostrat at 2785m
6406/2-4 SR	2913.00	3485.00	KVITNOS FM	top depth questionable, no biostrat control
6406/2-4 SR	3485.00	4274.00	BLÅLANGE FM	new formation
6406/2-4 SR	3485.00	3502.00	LYSING MB	revised status
6406/2-4 SR	4158.00	4235.00	BREIFLABB MB	Intra Lange Sandstone I` (operator), interbedded sands and shales, mid Cenomanian biostrat at 4170m
6406/2-4 SR	4274.00	4388.00	CROMER KNOLL GP	revised top group definition, questionable top, red mudstones at 4300m
6406/2-4 SR	4274.00	4351.00	LANGEBARN FM	new formation, questionable top, red mudstones at 4300m
6406/2-4 SR	4351.00	4388.00	LYR FM	top depth changed from 4372m
6406/2-4 SR	4388.00	0.00	VIKING GP	
6406/2-4 SR	4388.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/2-4 SR	4406.00	0.00	HEATHER FM	Changed from MELKE FM
6406/2-4 SR	4612.00	0.00	FANGST GP	
6406/2-4 SR	4612.00	0.00	GARN FM	
6406/2-4 SR	4667.00	0.00	NOT FM	
6406/2-4 SR	4671.00	0.00	BÅT GP	
6406/2-4 SR	4671.00	0.00	TOFTE FM	
6406/2-4 SR	4755.00	0.00	TILJE FM	
6406/2-4 SR	4950.00	0.00	ÅRE FM	
6406/2-5	364.00	0.00	NORDLAND GP	
6406/2-5	679.00	0.00	NAUST FM	
6406/2-5	1540.00	0.00	KAI FM	
6406/2-5	1976.00	0.00	HORDALAND GP	
6406/2-5	1976.00	0.00	BRYGGE FM	
6406/2-5	2340.00	0.00	ROGALAND GP	
6406/2-5	2340.00	0.00	TARE FM	
6406/2-5	2397.00	0.00	TANG FM	
6406/2-5	2469.00	4591.00	SHETLAND GP	revised base group definition
6406/2-5	2469.00	2567.00	SPRINGAR FM	
6406/2-5	2567.00	2826.50	NISE FM	top depth changed from 2674m, guided by biostrat at 2590m
6406/2-5	2826.50	3480.00	KVITNOS FM	revised top from 2867m, guided by biostrat at 2860m
6406/2-5	3480.00	4591.00	BLÅLANGE FM	new formation
6406/2-5	3480.00	3501.00	LYSING MB	revised status.
6406/2-5	4372.00	4400.00	BREIFLABB MB	"additional unit, new member, questionable assignment, informally as `Intra Lange sandstone II` (operator); assignment guided by early Turonian age"
6406/2-5	4429.00	4494.00	SMØRFLYNDRE MB	additional unit, new member, questionable assignment, informally as `Intra Lange sandstone I` (operator), assignment guided by Cenomanian age at 4450m dc.
6406/2-5	4591.00	4666.00	CROMER KNOLL GP	revised top group definition
6406/2-5	4591.00	4653.00	LANGEBARN FM	new formation
6406/2-5	4653.00	4666.00	LYR FM	top depth changed from 2654m, base depth follows operator.
6406/2-5	4792.00	0.00	FANGST GP	
6406/2-5	4792.00	0.00	GARN FM	
6406/2-5	4912.00	0.00	NOT FM	
6406/2-5	4950.00	0.00	ILE FM	
6406/2-5	5043.00	0.00	BÅT GP	
6406/2-5	5043.00	0.00	ROR FM	
6406/2-5	5108.00	0.00	TOFTE FM	
6406/2-5	5210.00	0.00	TILJE FM	
6406/2-5	5396.00	0.00	ÅRE FM	
6406/2-5 A	364.00	0.00	NORDLAND GP	
6406/2-5 A	679.00	0.00	NAUST FM	
6406/2-5 A	1540.00	0.00	KAI FM	
6406/2-5 A	2013.00	0.00	HORDALAND GP	
6406/2-5 A	2013.00	0.00	BRYGGE FM	
6406/2-5 A	2423.00	0.00	ROGALAND GP	
6406/2-5 A	2423.00	0.00	TARE FM	
6406/2-5 A	2489.00	0.00	TANG FM	
6406/2-5 A	2570.00	5175.00	SHETLAND GP	revised base group definition, Well side tracked from original hole 1404m
6406/2-5 A	2570.00	2835.00	SPRINGAR FM	
6406/2-5 A	2835.00	3038.00	NISE FM	top depth changed from 2853m, questionable, no bio control
6406/2-5 A	3038.00	3832.00	KVITNOS FM	top depth changed from 3087m
6406/2-5 A	3832.00	5175.00	BLÅLANGE FM	new formation
6406/2-5 A	3832.00	3852.00	LYSING MB	revised status
6406/2-5 A	4817.00	4843.00	BREIFLABB MB	additional unit, as `Intra Lange Sandstone V` (operator), questionable assignment, no biostrat control, base depth maybe at 4883m (intra Lange sand IV
6406/2-5 A	4928.00	5089.00	SMØRFLYNDRE MB	additional unit, as `Intra Lange Sandstone I, II and III` (operator). Questionable assignment, no biostrat control
6406/2-5 A	5175.00	5238.00	CROMER KNOLL GP	revised top group definition, questionable top, no bio control, red lithologies at 5180m
6406/2-5 A	5175.00	5223.00	LANGEBARN FM	new formation, questionable top, no biostratigraphic control, red lithologies at 5180m
6406/2-5 A	5223.00	5238.00	LYR FM	top depth changed from 5224m
6406/2-5 A	5238.00	0.00	VIKING GP	
6406/2-5 A	5238.00	0.00	HEATHER FM	Changed from MELKE FM
6406/2-5 A	5305.00	0.00	FANGST GP	
6406/2-5 A	5305.00	0.00	GARN FM	
6406/2-5 A	5440.00	0.00	NOT FM	
6406/2-5 A	5481.00	0.00	ILE FM	
6406/2-5 A	5577.00	0.00	BÅT GP	
6406/2-5 A	5577.00	0.00	ROR FM	
6406/2-6	325.00	0.00	NORDLAND GP	
6406/2-6	635.00	0.00	NAUST FM	
6406/2-6	1586.00	0.00	KAI FM	
6406/2-6	1978.00	0.00	HORDALAND GP	
6406/2-6	1978.00	0.00	BRYGGE FM	
6406/2-6	2508.00	0.00	ROGALAND GP	
6406/2-6	2508.00	0.00	TARE FM	
6406/2-6	2577.00	0.00	TANG FM	
6406/2-6	2636.00	4396.00	SHETLAND GP	revised base group definition
6406/2-6	2636.00	2750.00	SPRINGAR FM	
6406/2-6	2750.00	2902.00	NISE FM	top depth changed from 2746m, questionable with casing at 2748m
6406/2-6	2902.00	3515.00	KVITNOS FM	
6406/2-6	3515.00	4396.00	BLÅLANGE FM	new formation
6406/2-6	3515.00	3532.00	LYSING MB	revised status
6406/2-6	4292.00	4311.00	BREIFLABB MB	additional unit, informally `intra Lange Sandstone` (operator)
6406/2-6	4325.00	4364.00	SMØRFLYNDRE MB	additional unit, questionable assignment, informally `intra Lange Sandstone` (operator) guided by Cenomanian age at 4335m
6406/2-6	4396.00	4432.00	CROMER KNOLL GP	revised top group definition top depth guided by biostrat at 2415m
6406/2-6	4396.00	4419.50	LANGEBARN FM	new formation, top depth guided by biostrat at 2415m
6406/2-6	4419.50	4432.00	LYR FM	top depth changed from 4422m
6406/2-6	4432.00	0.00	VIKING GP	
6406/2-6	4432.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/2-6	4433.00	0.00	HEATHER FM	Changed from MELKE FM
6406/2-6	4480.00	0.00	FANGST GP	
6406/2-6	4480.00	0.00	GARN FM	
6406/2-6	4573.00	0.00	NOT FM	
6406/2-6	4617.00	0.00	ILE FM	
6406/2-6	4718.00	0.00	BÅT GP	
6406/2-6	4718.00	0.00	ROR FM	
6406/2-6	4725.00	0.00	TOFTE FM	
6406/2-6	4965.00	0.00	TILJE FM	
6406/2-6	5204.00	0.00	ÅRE FM	
6406/2-6 A	326.00	0.00	NORDLAND GP	
6406/2-6 A	636.00	0.00	NAUST FM	
6406/2-6 A	1587.00	0.00	KAI FM	
6406/2-6 A	1979.00	0.00	HORDALAND GP	
6406/2-6 A	1979.00	0.00	BRYGGE FM	
6406/2-6 A	2509.00	0.00	ROGALAND GP	
6406/2-6 A	2509.00	0.00	TARE FM	
6406/2-6 A	2578.00	0.00	TANG FM	
6406/2-6 A	2636.00	4702.00	SHETLAND GP	revised base group definition.
6406/2-6 A	2636.00	2750.00	SPRINGAR FM	
6406/2-6 A	2750.00	2902.00	NISE FM	top depth changed from 2746m, questionable with casing at 2748m
6406/2-6 A	2914.00	3622.00	KVITNOS FM	Well sidetracked from original hole at 2815m
6406/2-6 A	3622.00	4702.00	BLÅLANGE FM	new formation
6406/2-6 A	3622.00	3640.00	LYSING MB	revised status
6406/2-6 A	4551.00	4615.00	BREIFLABB MB	additional unit, base depth questionable, informally known as part of the `Main Gas Sandstone` (operator)
6406/2-6 A	4635.00	4702.00	SMØRFLYNDRE MB	additional unit, informally known as part of the `Main Gas Sandstone` (operator), top depth questionable, guided by Cenoman biostrat at 4641m
6406/2-6 A	4702.00	4747.00	CROMER KNOLL GP	revised top group definition
6406/2-6 A	4702.00	4735.00	LANGEBARN FM	new formation, top depth guided by Early Cret biostrat at 4719m
6406/2-6 A	4735.00	4747.00	LYR FM	
6406/2-6 A	4747.00	0.00	VIKING GP	
6406/2-6 A	4747.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/2-6 A	4749.00	0.00	HEATHER FM	Changed from MELKE FM
6406/2-6 A	4826.00	0.00	FANGST GP	
6406/2-6 A	4826.00	0.00	GARN FM	
6406/2-6 A	4918.00	0.00	NOT FM	
6406/2-6 A	4997.00	0.00	ILE FM	
6406/2-6 A	5092.00	0.00	BÅT GP	
6406/2-6 A	5092.00	0.00	ROR FM	
6406/2-6 A	5104.00	0.00	TOFTE FM	
6406/2-6 R	326.00	0.00	NORDLAND GP	
6406/2-6 R	636.00	0.00	NAUST FM	
6406/2-6 R	1587.00	0.00	KAI FM	
6406/2-6 R	1979.00	0.00	HORDALAND GP	
6406/2-6 R	1979.00	0.00	BRYGGE FM	
6406/2-6 R	2509.00	0.00	ROGALAND GP	
6406/2-6 R	2509.00	0.00	TARE FM	
6406/2-6 R	2578.00	0.00	TANG FM	
6406/2-6 R	2637.00	0.00	SHETLAND GP	
6406/2-6 R	2637.00	0.00	SPRINGAR FM	
6406/2-6 R	2747.00	0.00	NISE FM	
6406/2-6 R	2903.00	0.00	KVITNOS FM	
6406/2-6 R	3516.00	0.00	CROMER KNOLL GP	
6406/2-6 R	3516.00	0.00	LYSING FM	
6406/2-6 R	3533.00	0.00	LANGEBARN FM	
6406/2-6 R	4423.00	0.00	LYR FM	
6406/2-6 R	4433.00	0.00	VIKING GP	
6406/2-6 R	4433.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/2-6 R	4434.00	0.00	HEATHER FM	Changed from MELKE FM
6406/2-6 R	4481.00	0.00	FANGST GP	
6406/2-6 R	4481.00	0.00	GARN FM	
6406/2-6 R	4574.00	0.00	NOT FM	
6406/2-6 R	4618.00	0.00	ILE FM	
6406/2-6 R	4719.00	0.00	BÅT GP	
6406/2-6 R	4719.00	0.00	ROR FM	
6406/2-6 R	4726.00	0.00	TOFTE FM	
6406/2-6 R	4966.00	0.00	TILJE FM	
6406/2-6 R	5205.00	0.00	ÅRE FM	
6406/2-7	317.00	0.00	NORDLAND GP	
6406/2-7	639.00	0.00	NAUST FM	
6406/2-7	1607.00	0.00	KAI FM	
6406/2-7	1987.00	0.00	HORDALAND GP	
6406/2-7	1987.00	0.00	BRYGGE FM	
6406/2-7	2441.00	0.00	ROGALAND GP	
6406/2-7	2441.00	0.00	TARE FM	
6406/2-7	2506.00	0.00	TANG FM	
6406/2-7	2562.00	4448.00	SHETLAND GP	revised base group definition, top depth changed from 2566m
6406/2-7	2562.00	2702.00	SPRINGAR FM	
6406/2-7	2702.00	2905.00	NISE FM	top depth changed from 2705m, questionable with casing point at 2707m
6406/2-7	2905.00	3512.00	KVITNOS FM	top depth changed from 2908m
6406/2-7	3512.00	4448.00	BLÅLANGE FM	new formation
6406/2-7	3512.00	3526.00	LYSING MB	revised status, top depth changed from 3516m, base depth changed
6406/2-7	4361.00	4364.00	BREIFLABB MB	additional unit, new member, informally as `intra Lange Sandstone` (operator)
6406/2-7	4385.00	4432.00	SMØRFLYNDRE MB	additional unit, new member, informally as `intra Lange Sandstone` (operator), guided by mid Cenoman at 4389.5m
6406/2-7	4448.00	4558.00	CROMER KNOLL GP	revised top group definition
6406/2-7	4448.00	4545.00	LANGEBARN FM	new formation
6406/2-7	4536.00	4558.00	LYR FM	top depth changed from 4545m
6406/2-7	4558.00	0.00	FANGST GP	
6406/2-7	4558.00	0.00	GARN FM	
6406/2-7	4574.00	0.00	NOT FM	
6406/2-7	4599.00	0.00	ILE FM	
6406/2-7	4701.00	0.00	BÅT GP	
6406/2-7	4701.00	0.00	ROR FM	
6406/2-7	4708.00	0.00	TOFTE FM	
6406/2-7	4916.00	0.00	TILJE FM	
6406/3-1	278.00	0.00	NORDLAND GP	
6406/3-1	1450.00	0.00	KAI FM	
6406/3-1	1996.00	0.00	HORDALAND GP	
6406/3-1	1996.00	0.00	BRYGGE FM	
6406/3-1	2279.00	0.00	ROGALAND GP	
6406/3-1	2279.00	0.00	TARE FM	
6406/3-1	2347.00	0.00	TANG FM	
6406/3-1	2412.00	3581.00	SHETLAND GP	top depth changed 2m. revised base group definition
6406/3-1	2412.00	2527.00	SPRINGAR FM	additional unit
6406/3-1	2527.00	2684.50	NISE FM	additional unit
6406/3-1	2684.50	3212.00	KVITNOS FM	additional unit
6406/3-1	3212.00	3581.00	BLÅLANGE FM	new formation
6406/3-1	3212.00	3232.00	LYSING MB	additional unit
6406/3-1	3581.00	3662.00	CROMER KNOLL GP	revised top group definition, top questionable, guided by biostrat at 3608m and red claystones at 3580m
6406/3-1	3581.00	3652.00	LANGEBARN FM	new formation, additional unit, top questionable, guided by biostrat at 3608m and red claystones at 3580m
6406/3-1	3652.00	3662.00	LYR FM	additional unit
6406/3-1	3662.00	0.00	VIKING GP	
6406/3-1	3662.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/3-1	3685.00	0.00	HEATHER FM	Changed from MELKE FM
6406/3-1	3782.00	0.00	FANGST GP	
6406/3-1	3782.00	0.00	GARN FM	
6406/3-1	3901.00	0.00	NOT FM	
6406/3-1	3934.00	0.00	ILE FM	
6406/3-1	4012.00	0.00	BÅT GP	
6406/3-1	4012.00	0.00	ROR FM	
6406/3-1	4177.00	0.00	TILJE FM	
6406/3-1	4380.00	0.00	ÅRE FM	
6406/3-2	322.00	0.00	NORDLAND GP	
6406/3-2	478.00	0.00	NAUST FM	Changed from TOFTE FM
6406/3-2	1493.00	0.00	KAI FM	
6406/3-2	1970.00	0.00	HORDALAND GP	
6406/3-2	1970.00	0.00	BRYGGE FM	
6406/3-2	2309.00	0.00	ROGALAND GP	
6406/3-2	2309.00	0.00	TARE FM	
6406/3-2	2380.00	0.00	TANG FM	
6406/3-2	2437.00	3512.00	SHETLAND GP	revised base group definition
6406/3-2	2437.00	2564.00	SPRINGAR FM	additional unit
6406/3-2	2564.00	2762.00	NISE FM	additional unit
6406/3-2	2762.00	3270.00	KVITNOS FM	additional unit, questionable top, no bio control
6406/3-2	3270.00	3512.00	BLÅLANGE FM	additional unit, new formation
6406/3-2	3270.00	3281.00	LYSING MB	additional unit, revised status
6406/3-2	3512.00	3841.00	CROMER KNOLL GP	revised top group definition, questionable top, no bio control
6406/3-2	3512.00	3814.00	LANGEBARN FM	new formation, questionable top, no bio control
6406/3-2	3814.00	3841.00	LYR FM	additional unit
6406/3-2	3841.00	0.00	VIKING GP	
6406/3-2	3841.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/3-2	3867.00	0.00	HEATHER FM	Changed from MELKE FM
6406/3-2	3930.00	0.00	FANGST GP	
6406/3-2	3930.00	0.00	GARN FM	
6406/3-2	4017.00	0.00	NOT FM	
6406/3-2	4069.00	0.00	ILE FM	
6406/3-2	4128.00	0.00	BÅT GP	
6406/3-2	4128.00	0.00	ROR FM	
6406/3-2	4285.00	0.00	TILJE FM	
6406/3-2	4496.00	0.00	ÅRE FM	
6406/3-3	331.00	0.00	NORDLAND GP	
6406/3-3	1390.00	0.00	KAI FM	
6406/3-3	1987.00	0.00	HORDALAND GP	
6406/3-3	1987.00	0.00	BRYGGE FM	
6406/3-3	2256.00	0.00	ROGALAND GP	
6406/3-3	2256.00	0.00	TARE FM	
6406/3-3	2307.00	0.00	TANG FM	
6406/3-3	2368.00	3722.00	SHETLAND GP	revised base group definition
6406/3-3	2368.00	2508.00	SPRINGAR FM	additional unit
6406/3-3	2508.00	2707.00	NISE FM	additional unit. 2508m based on sonic log but 2505m GR log.
6406/3-3	2707.00	3188.00	KVITNOS FM	additional unit
6406/3-3	3188.00	3722.00	BLÅLANGE FM	new formation
6406/3-3	3188.00	3223.00	LYSING MB	revised status, base depth changed 1m.
6406/3-3	3722.00	3800.00	CROMER KNOLL GP	revised top group definition, top depth questionable, guided by biostrat at 3740m
6406/3-3	3722.00	3764.00	LANGEBARN FM	new formation, top depth questionable, guided by biostrat at 3740m
6406/3-3	3764.00	3800.00	LYR FM	additional unit
6406/3-3	3800.00	0.00	VIKING GP	
6406/3-3	3800.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/3-3	3843.00	0.00	HEATHER FM	Changed from MELKE FM
6406/3-3	3939.00	0.00	FANGST GP	
6406/3-3	3939.00	0.00	GARN FM	
6406/3-3	4038.00	0.00	NOT FM	
6406/3-3	4066.00	0.00	ILE FM	
6406/3-3	4131.00	0.00	BÅT GP	
6406/3-3	4131.00	0.00	ROR FM	
6406/3-3	4202.00	0.00	TILJE FM	
6406/3-3	4404.00	0.00	ÅRE FM	
6406/3-4	325.00	0.00	NORDLAND GP	
6406/3-4	325.00	0.00	NAUST FM	
6406/3-4	1514.00	0.00	KAI FM	
6406/3-4	1994.00	0.00	HORDALAND GP	
6406/3-4	1994.00	0.00	BRYGGE FM	
6406/3-4	2314.00	0.00	ROGALAND GP	
6406/3-4	2314.00	0.00	TARE FM	
6406/3-4	2380.00	0.00	TANG FM	
6406/3-4	2437.00	3644.00	SHETLAND GP	revised base group definition
6406/3-4	2437.00	2584.00	SPRINGAR FM	
6406/3-4	2584.00	2779.00	NISE FM	top depth changed from 2655m, guided by biostrat at 2595m dc
6406/3-4	2779.00	3278.00	KVITNOS FM	top depth changed from 2974m, guided by biostrat
6406/3-4	3278.00	3644.00	BLÅLANGE FM	new formation
6406/3-4	3278.00	3325.50	LYSING MB	additional unit, revised status
6406/3-4	3644.00	3907.50	CROMER KNOLL GP	revised top group definition, top depth questionable, guided by biostrat at 3654m base depth changed 0.5m
6406/3-4	3644.00	3884.00	LANGEBARN FM	new formation, top depth questionable, guided by biostrat at 3654m
6406/3-4	3884.00	3907.50	LYR FM	base depth changed 0.5m
6406/3-4	3908.00	0.00	VIKING GP	
6406/3-4	3908.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/3-4	3949.00	0.00	HEATHER FM	Changed from MELKE FM
6406/3-4	4025.00	0.00	FANGST GP	
6406/3-4	4025.00	0.00	GARN FM	
6406/3-4	4121.00	0.00	NOT FM	
6406/3-4	4162.00	0.00	ILE FM	
6406/3-4	4224.00	0.00	BÅT GP	
6406/3-4	4224.00	0.00	ROR FM	
6406/3-4	4272.00	0.00	TOFTE FM	
6406/3-4	4372.00	0.00	TILJE FM	
6406/3-5	333.00	0.00	NORDLAND GP	
6406/3-5	333.00	0.00	NAUST FM	
6406/3-5	1488.00	0.00	KAI FM	
6406/3-5	1897.00	0.00	HORDALAND GP	
6406/3-5	1897.00	0.00	BRYGGE FM	
6406/3-5	2253.00	0.00	ROGALAND GP	
6406/3-5	2253.00	0.00	TARE FM	
