Name,Alternate 1,UWI number,Quadrant,Block,Operator,Licence number,Intent,Intent - planned,Well status,Well content,Status,Content - planned,Type,Subsea,SPUD date,Completion date,Field,Predrilled entry date,Predrilled completion date,Drill permit,Discovery name,Discovery wellbore,KBE,Final vertical depth (TVD) [m RKB],Terminal depth,Water depth,Kick off point [m RKB],Location,Country,Facility,Drilling facility type,Drilling facility category,Licensing activity awarded in,Production facility,Multilateral,Entry year,Completed year,Reclassified from/to wellbore,Plot symbol,Geodatum,Latitude,Longitude,Surface Y,Surface X,UTM zone,Grid system,DISKOS Well Type,DISKOS Wellbore Parent,NPDID wellbore,NPDID discovery,NPDID field,Publication date,Release date,NPDID production licence drilled in,NPDID drilling facility,NPDID production facility,NPDID wellbore reclassified from,Date main level updated,Date all updated,Date sync NPD
31/3-S-21 H,31/3-S-21,5130,31,3,Norsk Hydro Produksjon AS,085 ,OBSERVATION,OBSERVATION,PLUGGED,NOT APPLICABLE,Plugged,NOT APPLICABLE,DEVELOPMENT,YES,2005-06-05 00:00:00.000,2005-07-18 00:00:00.000,TROLL,,,2577-P,31/2-1 (Troll Vest),NO,25.0,1789.0,2458.0,341.0,,NORTH SEA,NORWAY,DEEPSEA TRYM,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,NO,2005,2005,,,ED50,60.892956,3.671792,6751210.9,536458.01,31,ED50 / UTM zone 31N,initial             ,                                        ,5130,44534,46437,,2007-07-18 00:00:00.000,21476,296164,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-21 AH,31/3-S-21,5132,31,3,Norsk Hydro Produksjon AS,085 ,OBSERVATION,OBSERVATION,PLUGGED,NOT APPLICABLE,Plugged,NOT APPLICABLE,DEVELOPMENT,YES,2005-09-04 00:00:00.000,2005-11-03 00:00:00.000,TROLL,,,2579-P,31/2-1 (Troll Vest),NO,25.0,1586.0,5560.0,341.0,2022.0,NORTH SEA,NORWAY,DEEPSEA TRYM,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,NO,2005,2005,,,ED50,60.892956,3.671792,6751210.9,536458.01,31,ED50 / UTM zone 31N,sidetrack           ,31/3-S-21 H                             ,5132,44534,46437,,2007-11-03 00:00:00.000,21476,296164,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-21 BY1H,31/3-S-21,5157,31,3,Norsk Hydro Produksjon AS,085 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2005-11-06 00:00:00.000,2005-11-27 00:00:00.000,TROLL,,,2590-P1,31/2-1 (Troll Vest),NO,25.0,1587.0,7210.0,341.0,4810.0,NORTH SEA,NORWAY,DEEPSEA TRYM,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2005,2005,,,ED50,60.892956,3.671792,6751210.9,536458.01,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-21 AH                            ,5157,44534,46437,,2007-11-27 00:00:00.000,21476,296164,280345.0,0,2019-12-09 00:00:00.000,2016-05-19 00:00:00.000,09.02.2020
31/3-S-21 BY2H,31/3-S-21,5158,31,3,Norsk Hydro Produksjon AS,085 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2005-11-28 00:00:00.000,2005-12-30 00:00:00.000,TROLL,,,2590-P2,31/2-1 (Troll Vest),NO,25.0,1582.0,6304.0,341.0,2641.0,NORTH SEA,NORWAY,DEEPSEA TRYM,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2005,2005,,,ED50,60.892956,3.671792,6751210.9,536458.01,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-21 BY1H                          ,5158,44534,46437,,2007-12-30 00:00:00.000,21476,296164,280345.0,0,2019-12-09 00:00:00.000,2016-05-19 00:00:00.000,09.02.2020
31/3-S-21 BY3H,31/3-S-21,5159,31,3,Norsk Hydro Produksjon AS,085 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2005-12-31 00:00:00.000,2006-01-28 00:00:00.000,TROLL,,,2590-P3,31/2-1 (Troll Vest),NO,25.0,1579.0,6419.0,341.0,2541.0,NORTH SEA,NORWAY,DEEPSEA TRYM,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2005,2006,,,ED50,60.892956,3.671792,6751210.9,536458.01,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-21 BY2H                          ,5159,44534,46437,,2008-01-28 00:00:00.000,21476,296164,280345.0,0,2019-12-09 00:00:00.000,2016-05-19 00:00:00.000,09.02.2020
31/3-S-22 H,31/3-S-22,4042,31,3,Norsk Hydro Produksjon AS,085 ,OBSERVATION,OBSERVATION,PLUGGED,NOT APPLICABLE,Plugged,NOT APPLICABLE,DEVELOPMENT,YES,2002-11-09 00:00:00.000,2002-12-13 00:00:00.000,TROLL,,,2196-P,31/2-1 (Troll Vest),NO,22.0,1729.4,2527.0,342.0,,NORTH SEA,NORWAY,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,NO,2002,2002,,,ED50,60.893011,3.671797,6751217.09,536458.25,31,ED50 / UTM zone 31N,initial             ,                                        ,4042,44534,46437,,2004-12-13 00:00:00.000,21476,287902,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-22 AH,31/3-S-22,4629,31,3,Norsk Hydro Produksjon AS,085 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2002-12-15 00:00:00.000,2003-01-21 00:00:00.000,TROLL,,,2197-P,31/2-1 (Troll Vest),NO,22.0,1579.0,6233.0,342.0,2033.0,NORTH SEA,NORWAY,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,NO,2002,2003,,,ED50,60.893011,3.671797,6751217.09,536458.25,31,ED50 / UTM zone 31N,sidetrack           ,31/3-S-22 H                             ,4629,44534,46437,,2005-01-21 00:00:00.000,21476,287902,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-23 H,31/3-S-23,4043,31,3,Norsk Hydro Produksjon AS,085 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT,YES,2000-07-22 00:00:00.000,2000-08-18 00:00:00.000,TROLL,,,1773-P,31/2-1 (Troll Vest),NO,22.0,1711.6,4624.0,341.5,,NORTH SEA,NORWAY,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,NO,2000,2000,,,ED50,60.89295,3.671942,6751210.37,536466.16,31,ED50 / UTM zone 31N,initial             ,                                        ,4043,44534,46437,,2002-08-18 00:00:00.000,21476,287902,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-23 AY1H,31/3-S-23,5965,31,3,StatoilHydro ASA,085 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT,YES,2008-10-29 00:00:00.000,2008-12-27 00:00:00.000,TROLL,,,3024-P1,31/2-1 (Troll Vest),NO,25.0,1576.0,5678.0,341.5,828.0,NORTH SEA,NORWAY,DEEPSEA TRYM,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2008,2008,,,ED50,60.89295,3.671942,6751210.37,536466.16,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-23 H                             ,5965,44534,46437,,2010-12-27 00:00:00.000,21476,296164,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-23 AY2H,31/3-S-23,5966,31,3,StatoilHydro ASA,085 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT,YES,2008-12-28 00:00:00.000,2009-01-24 00:00:00.000,TROLL,,,3024-P2,31/2-1 (Troll Vest),NO,25.0,1579.0,6040.0,341.5,2553.0,NORTH SEA,NORWAY,DEEPSEA TRYM,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2008,2009,,,ED50,60.89295,3.671942,6751210.37,536466.16,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-23 AY1H                          ,5966,44534,46437,,2011-01-24 00:00:00.000,21476,296164,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-23 BY1H,31/3-S-23,7837,31,3,Statoil Petroleum AS,085 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2015-12-22 00:00:00.000,2016-04-01 00:00:00.000,TROLL,,,3969-P1,31/2-1 (Troll Vest),NO,32.2,1580.0,5886.0,342.0,778.0,NORTH SEA,NORWAY,SONGA EQUINOX,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2015,2016,,,ED50,60.89295,3.671942,6751210.37,536466.16,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-23 AY2H                          ,7837,44534,46437,,2018-04-01 00:00:00.000,21476,434985,280345.0,0,2019-12-09 00:00:00.000,,09.02.2020
31/3-S-23 BY2H,31/3-S-23,7838,31,3,Statoil Petroleum AS,085 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT,YES,2016-04-02 00:00:00.000,2016-04-23 00:00:00.000,TROLL,,,3970-P1,31/2-1 (Troll Vest),NO,32.2,1580.0,6100.0,342.0,2012.0,NORTH SEA,NORWAY,SONGA EQUINOX,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2016,2016,,,ED50,60.89295,3.671942,6751210.37,536466.16,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-23 BY1H                          ,7838,44534,46437,,2018-04-23 00:00:00.000,21476,434985,280345.0,0,2019-12-09 00:00:00.000,,09.02.2020
31/3-S-23 BY3H,31/3-S-23,7839,31,3,Statoil Petroleum AS,085 ,PRODUCTION,PRODUCTION,WILL NEVER BE DRILLED,NOT APPLICABLE,Will Never Be Drilled,OIL,DEVELOPMENT,YES,,,TROLL,,,3971-P1,31/2-1 (Troll Vest),NO,32.2,,,342.0,,NORTH SEA,NORWAY,SONGA EQUINOX,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,NO,0,0,,,ED50,60.89295,3.671942,6751210.37,536466.16,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-23 BY2H                          ,7839,44534,46437,,,21476,434985,280345.0,0,2019-10-03 00:00:00.000,,09.02.2020
31/3-S-24 AY1H,31/3-S-24,8281,31,3,Statoil Petroleum AS,085 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT,YES,2017-10-29 00:00:00.000,2017-11-26 00:00:00.000,TROLL,,,4275-P1,31/2-1 (Troll Vest),NO,32.2,1573.0,8013.0,342.0,1629.0,NORTH SEA,NORWAY,SONGA EQUINOX,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2017,2017,,,ED50,60.893006,3.671947,6751216.56,536466.39,31,ED50 / UTM zone 31N,multilateral        ,                                        ,8281,44534,46437,,2019-11-26 00:00:00.000,21476,434985,280345.0,0,2019-12-09 00:00:00.000,,09.02.2020
31/3-S-24 AY2H,31/3-S-24,8282,31,3,Statoil Petroleum AS,085 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT,YES,2017-11-27 00:00:00.000,2017-12-17 00:00:00.000,TROLL,,,4275-P2,31/2-1 (Troll Vest),NO,32.2,1566.0,7388.0,342.0,2496.0,NORTH SEA,NORWAY,SONGA EQUINOX,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2017,2017,,,ED50,60.893006,3.671947,6751216.56,536466.39,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-24 AY1H                          ,8282,44534,46437,,2019-12-17 00:00:00.000,21476,434985,280345.0,0,2019-12-17 00:00:00.000,,09.02.2020
31/3-S-24 AY3H,31/3-S-24,8283,31,3,Statoil Petroleum AS,085 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT,YES,2017-12-18 00:00:00.000,2018-01-05 00:00:00.000,TROLL,,,4275-P3,31/2-1 (Troll Vest),NO,32.2,1570.0,7812.0,342.0,2429.0,NORTH SEA,NORWAY,SONGA EQUINOX,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2017,2018,,,ED50,60.893006,3.671947,6751216.56,536466.39,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-24 AY2H                          ,8283,44534,46437,,2020-01-05 00:00:00.000,21476,434985,280345.0,0,2020-01-05 00:00:00.000,,09.02.2020
31/3-S-24 Y1H,31/3-S-24,5381,31,3,Norsk Hydro Produksjon AS,085 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT,YES,2006-07-14 00:00:00.000,2006-11-16 00:00:00.000,TROLL,,,2739-P1,31/2-1 (Troll Vest),NO,25.0,1586.0,6398.0,342.0,,NORTH SEA,NORWAY,SONGA DEE,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2006,2006,,,ED50,60.893006,3.671947,6751216.56,536466.39,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-24 AY3H                          ,5381,44534,46437,,2008-11-16 00:00:00.000,21476,290980,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-24 Y2H,31/3-S-24,5382,31,3,Norsk Hydro Produksjon AS,085 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT,YES,2006-11-17 00:00:00.000,2006-12-30 00:00:00.000,TROLL,,,2739-P2,31/2-1 (Troll Vest),NO,25.0,1587.0,6137.0,342.0,2434.0,NORTH SEA,NORWAY,SONGA DEE,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2006,2006,,,ED50,60.893006,3.671947,6751216.56,536466.39,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-24 Y1H                           ,5382,44534,46437,,2008-12-30 00:00:00.000,21476,290980,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-24 Y3H,31/3-S-24,5383,31,3,Norsk Hydro Produksjon AS,085 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT,YES,2006-12-31 00:00:00.000,2007-01-29 00:00:00.000,TROLL,,,2739-P3,31/2-1 (Troll Vest),NO,25.0,1585.0,6221.0,342.0,2345.0,NORTH SEA,NORWAY,SONGA DEE,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,TROLL S2,YES,2006,2007,,,ED50,60.893006,3.671947,6751216.56,536466.39,31,ED50 / UTM zone 31N,multilateral        ,31/3-S-24 Y2H                           ,5383,44534,46437,,2009-01-29 00:00:00.000,21476,290980,280345.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/3-S-41,31/3-S-41,3396,31,3,Norsk Hydro Produksjon AS,085 ,OBSERVATION,OBSERVATION,P & A,NOT APPLICABLE,P & A,NOT APPLICABLE,DEVELOPMENT, NO,1998-06-16 00:00:00.000,1998-07-02 00:00:00.000,TROLL,,,1467-P,31/2-1 (Troll Vest),NO,22.0,1755.0,1755.0,341.0,,NORTH SEA,NORWAY,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,Awarded additionally to round 7,,NO,1998,1998,,,ED50,60.822247,3.734558,6743371.78,539952.44,31,ED50 / UTM zone 31N,initial             ,                                        ,3396,44534,46437,,2000-07-02 00:00:00.000,21476,287902,,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/4-A-1,31/4-A-1,1900,31,4,Norsk Hydro Produksjon AS,055 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1991-12-30 00:00:00.000,1992-01-27 00:00:00.000,BRAGE,,,683-P,31/4-3 Brage,NO,25.0,2353.0,2420.0,137.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,BRAGE,NO,1991,1992,,,ED50,60.542547,3.047367,6711994.98,502598.75,31,ED50 / UTM zone 31N,initial             ,                                        ,1900,44546,43651,,1994-01-27 00:00:00.000,21236,297028,277405.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
31/4-A-1 A,31/4-A-1,5843,31,4,StatoilHydro Petroleum AS,055 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT, NO,2008-07-21 00:00:00.000,2008-10-18 00:00:00.000,BRAGE,,,2968-P,31/4-3 Brage,YES,62.6,2576.0,7143.0,136.9,987.0,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,2008,2008,,,ED50,60.542547,3.047367,6711994.98,502598.75,31,ED50 / UTM zone 31N,sidetrack           ,31/4-A-1                                ,5843,44546,43651,,2010-10-18 00:00:00.000,21236,277405,277405.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/4-A-2,31/4-A-2,1901,31,4,Norsk Hydro Produksjon AS,055 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1992-01-31 00:00:00.000,1992-04-09 00:00:00.000,BRAGE,,,698-P,31/4-3 Brage,NO,25.0,2470.0,4500.0,137.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,BRAGE,NO,1992,1992,,,ED50,60.542547,3.047317,6711994.98,502596.01,31,ED50 / UTM zone 31N,initial             ,                                        ,1901,44546,43651,,1994-04-09 00:00:00.000,21236,297028,277405.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
31/4-A-2 A,31/4-A-2,8247,31,4,Wintershall Norge AS,055 ,INJECTION,INJECTION,INJECTING,WATER,Injecting Water,WATER,DEVELOPMENT, NO,2017-09-12 00:00:00.000,2017-09-28 00:00:00.000,BRAGE,,,4259-P,31/4-3 Brage,NO,62.6,2551.0,4959.0,136.9,3608.0,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,2017,2017,,,ED50,60.542547,3.047317,6711994.98,502596.01,31,ED50 / UTM zone 31N,sidetrack           ,31/4-A-2                                ,8247,44546,43651,,2019-09-28 00:00:00.000,21236,277405,277405.0,0,2019-12-09 00:00:00.000,,09.02.2020
31/4-A-3,31/4-A-3,1902,31,4,Norsk Hydro Produksjon AS,055 ,INJECTION,INJECTION,INJECTING,WATER,Injecting Water,WATER,DEVELOPMENT, NO,1992-04-16 00:00:00.000,1992-05-20 00:00:00.000,BRAGE,1992-03-17 00:00:00.000,1992-03-18 00:00:00.000,710-P,31/4-3 Brage,NO,25.0,2523.0,3580.0,137.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,BRAGE,NO,1992,1992,,,ED50,60.542561,3.047447,6711996.53,502603.17,31,ED50 / UTM zone 31N,initial             ,                                        ,1902,44546,43651,,1994-05-20 00:00:00.000,21236,297028,277405.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
31/4-A-4,31/4-A-4,1903,31,4,Norsk Hydro Produksjon AS,055 ,OBSERVATION,OBSERVATION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1992-11-20 00:00:00.000,1993-03-04 00:00:00.000,BRAGE,,,755-P,31/4-3 Brage,NO,25.0,2482.0,3975.0,137.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,BRAGE,NO,1992,1993,,,ED50,60.542561,3.047303,6711996.52,502595.25,31,ED50 / UTM zone 31N,initial             ,                                        ,1903,44546,43651,,1995-03-04 00:00:00.000,21236,297028,277405.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
31/4-A-4 A,31/4-A-4,2046,31,4,Norsk Hydro Produksjon AS,055 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,1993-03-06 00:00:00.000,1993-04-15 00:00:00.000,BRAGE,,,767-P,31/4-3 Brage,NO,25.0,2364.0,4704.0,137.0,3330.0,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,BRAGE,NO,1993,1993,,,ED50,60.542561,3.047303,6711996.52,502595.25,31,ED50 / UTM zone 31N,sidetrack           ,31/4-A-4                                ,2046,44546,43651,,1995-04-15 00:00:00.000,21236,297028,277405.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
31/4-A-5,31/4-A-5,1904,31,4,Norsk Hydro Produksjon AS,055 ,PRODUCTION,PRODUCTION,CLOSED,OIL,Closed Oil,OIL,DEVELOPMENT, NO,1992-05-25 00:00:00.000,1992-06-22 00:00:00.000,BRAGE,1992-03-19 00:00:00.000,1992-03-20 00:00:00.000,717-P,31/4-3 Brage,NO,25.0,2223.0,3120.0,137.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,BRAGE,NO,1992,1992,,,ED50,60.542283,3.047397,6711965.59,502600.45,31,ED50 / UTM zone 31N,initial             ,                                        ,1904,44546,43651,,1994-06-22 00:00:00.000,21236,297028,277405.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
31/4-A-6,31/4-A-6,1905,31,4,Norsk Hydro Produksjon AS,055 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1992-08-15 00:00:00.000,1992-11-05 00:00:00.000,BRAGE,,,734-P,31/4-3 Brage,NO,25.0,2457.0,5657.0,137.0,,NORTH SEA,NORWAY,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,4,BRAGE,NO,1992,1992,,,ED50,60.542572,3.047367,6711995.29,502600.58,31,ED50 / UTM zone 31N,initial             ,                                        ,1905,44546,43651,,1994-11-05 00:00:00.000,21236,297028,277405.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
31/4-A-6 A,31/4-A-6,8330,31,4,Wintershall Norge AS,055 ,INJECTION,INJECTION,INJECTING,WATER,Injecting Water,WATER,DEVELOPMENT, NO,2017-12-25 00:00:00.000,2018-01-09 00:00:00.000,BRAGE,,,4605-P,31/4-3 Brage,NO,63.0,2531.0,4665.0,137.0,2715.0,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,2017,2018,,,ED50,60.542572,3.047367,6711995.29,502600.58,31,ED50 / UTM zone 31N,sidetrack           ,31/4-A-6                                ,8330,44546,43651,,2020-01-09 00:00:00.000,21236,277405,277405.0,0,2020-01-09 00:00:00.000,,09.02.2020
31/4-A-7,31/4-A-7,2294,31,4,Norsk Hydro Produksjon AS,055 ,INJECTION,INJECTION,PLUGGED,WATER,Plugged Water,WATER,DEVELOPMENT, NO,1994-02-21 00:00:00.000,1994-04-10 00:00:00.000,BRAGE,1993-11-29 00:00:00.000,1993-12-02 00:00:00.000,890-P,31/4-3 Brage,NO,62.6,2545.0,4835.0,136.9,,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,1994,1994,,,ED50,60.542558,3.047414,6711996.22,502601.34,31,ED50 / UTM zone 31N,initial             ,                                        ,2294,44546,43651,,1996-04-10 00:00:00.000,21236,277405,277405.0,0,2019-12-09 00:00:00.000,2019-07-29 00:00:00.000,09.02.2020
31/4-A-7 A,31/4-A-7,7592,31,4,Wintershall Norge AS,055 ,OBSERVATION,OBSERVATION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,2015-05-19 00:00:00.000,2015-11-27 00:00:00.000,BRAGE,,,3809-P,31/4-3 Brage,NO,62.6,2137.0,6842.0,136.9,1050.0,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,2015,2015,,,ED50,60.542558,3.047692,6711996.23,502616.58,31,ED50 / UTM zone 31N,sidetrack           ,31/4-A-7                                ,7592,44546,43651,,2017-11-27 00:00:00.000,21236,277405,277405.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/4-A-7 B,31/4-A-7,7593,31,4,Wintershall Norge AS,055 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2015-11-28 00:00:00.000,2015-12-07 00:00:00.000,BRAGE,,,3810-P,31/4-3 Brage,NO,62.6,2364.0,6601.0,136.9,5970.0,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,2015,2015,,,ED50,60.542558,3.047692,6711996.23,502616.58,31,ED50 / UTM zone 31N,sidetrack           ,31/4-A-7 A                              ,7593,44546,43651,,2017-12-07 00:00:00.000,21236,277405,277405.0,0,2019-12-09 00:00:00.000,2015-10-06 00:00:00.000,09.02.2020
31/4-A-8,31/4-A-8,2371,31,4,Norsk Hydro Produksjon AS,055 ,OBSERVATION,OBSERVATION,PLUGGED,NOT APPLICABLE,Plugged,NOT APPLICABLE,DEVELOPMENT, NO,1994-06-17 00:00:00.000,1994-08-06 00:00:00.000,BRAGE,1993-12-21 00:00:00.000,1993-12-22 00:00:00.000,926-P,31/4-3 Brage,NO,63.0,2535.0,5780.0,137.0,,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,1994,1994,,,ED50,60.542617,3.047319,6712002.71,502596.16,31,ED50 / UTM zone 31N,initial             ,                                        ,2371,44546,43651,,1996-08-06 00:00:00.000,21236,277405,277405.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
31/4-A-8 A,31/4-A-8,2362,31,4,Norsk Hydro Produksjon AS,055 ,PRODUCTION,PRODUCTION,PLUGGED,OIL,Plugged Oil,OIL,DEVELOPMENT, NO,1994-08-08 00:00:00.000,1994-08-20 00:00:00.000,BRAGE,,,946-P,31/4-3 Brage,NO,63.0,2456.0,6432.0,137.0,5394.0,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,1994,1994,,,ED50,60.542617,3.047319,6712002.71,502596.16,31,ED50 / UTM zone 31N,sidetrack           ,31/4-A-8                                ,2362,44546,43651,,1996-08-20 00:00:00.000,21236,277405,277405.0,0,2019-12-09 00:00:00.000,2019-03-09 00:00:00.000,09.02.2020
31/4-A-8 B,31/4-A-8,7815,31,4,Wintershall Norge AS,055 ,PRODUCTION,PRODUCTION,PRODUCING,OIL,Producing Oil,OIL,DEVELOPMENT, NO,2018-01-30 00:00:00.000,2018-02-05 00:00:00.000,BRAGE,,,3948-P,31/4-3 Brage,NO,62.6,2413.0,5868.0,137.0,4952.0,NORTH SEA,NORWAY,BRAGE,JACKET 8 LEGS,FIXED,4,BRAGE,NO,2018,2018,,,ED50,60.542617,3.047319,6712002.71,502596.16,31,ED50 / UTM zone 31N,sidetrack           ,31/4-A-8 A                              ,7815,44546,43651,,2020-02-05 00:00:00.000,21236,277405,277405.0,0,2020-02-05 00:00:00.000,,09.02.2020
