Well,Depth,Legend
7321/8-1,2840.25,Thin section no. 1651
7321/8-1,2844.44,Thin section no. 1652
7321/8-1,3431.35,Thin section no. 2134
7321/8-1,3430.3,Thin section no. 2135
7321/8-1,3430.5,Thin section no. 2136
7321/9-1,1379.5,Thin section no. 1369
7321/9-1,1380.75,Thin section no. 1370
7321/9-1,1388.5,Thin section no. 1371
7321/9-1,1397.75,Thin section no. 1372
7427/3-U-1,13.9,Thin section no. 1954
7427/3-U-1,14.4,Thin section no. 1955
7427/3-U-1,14.86,Thin section no. 1956
7427/3-U-1,14.93,Thin section no. 1957
7427/3-U-1,25.02,Thin section no. 1958
7427/3-U-1,15.53,Thin section no. 1959
7427/3-U-1,26.14,Thin section no. 1960
7427/3-U-1,26.81,Thin section no. 1961
7427/3-U-1,33.2,Thin section no. 1962
7427/3-U-1,33.46,Thin section no. 1963
7427/3-U-1,34.83,Thin section no. 1964
7427/3-U-1,44.53,Thin section no. 1965
7427/3-U-1,45.0,Thin section no. 1966
7427/3-U-1,55.05,Thin section no. 1967
7427/3-U-1,64.4,Thin section no. 1969
7427/3-U-1,70.03,Thin section no. 1971
7427/3-U-1,74.03,Thin section no. 1972
7427/3-U-1,76.75,Thin section no. 1973
7427/3-U-1,82.75,Thin section no. 1974
7427/3-U-1,85.13,Thin section no. 1975
7427/3-U-1,89.7,Thin section no. 1976
7427/3-U-1,64.03,Thin section no. 1977
7427/3-U-1,70.8,Thin section no. 1978
7532/2-U-1,13.13,Thin section no. 1949
7532/2-U-1,14.9,Thin section no. 1950
7532/2-U-1,17.61,Thin section no. 1951
7532/2-U-1,18.47,Thin section no. 1952
7532/2-U-1,19.83,Thin section no. 1953
7533/3-U-1,14.89,Thin section no. 1939
7533/3-U-1,6.58,Thin section no. 1940
7533/3-U-1,23.63,Thin section no. 1941
7533/3-U-1,26.17,Thin section no. 1942
7533/3-U-1,26.7,Thin section no. 1943
7533/3-U-1,27.3,Thin section no. 1944
7533/3-U-1,43.63,Thin section no. 1945
7533/3-U-1,39.96,Thin section no. 1946
7533/3-U-1,46.94,Thin section no. 1947
7533/3-U-1,48.24,Thin section no. 1948
8/12-1,6185.0,Thin section no. 791
8/12-1,6232.0,Thin section no. 792
8/3-1,2206.0,Thin section no. 774
8/3-1,2207.0,Thin section no. 775
8/3-1,2208.0,Thin section no. 776
8/3-1,2208.0,Thin section no. 777
8/3-1,2208.0,Thin section no. 778
8/3-1,2208.0,Thin section no. 779
8/3-1,2209.0,Thin section no. 780
8/3-1,2209.0,Thin section no. 781
8/3-1,2209.0,Thin section no. 782
8/3-1,2210.0,Thin section no. 783
8/3-1,2211.0,Thin section no. 784
8/3-1,2211.0,Thin section no. 785
8/3-1,2213.0,Thin section no. 786
8/3-1,2213.0,Thin section no. 787
8/3-1,2215.0,Thin section no. 788
8/3-1,2969.0,Thin section no. 789
8/3-1,3010.0,Thin section no. 790
9/4-3,3820.0,Thin section no. 793
9/4-3,3840.0,Thin section no. 794
9/4-3,3860.0,Thin section no. 795
9/4-3,3900.0,Thin section no. 796
