IC default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well attributes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CREATED,CREATED,,,,,,,CREATED,,,,,,,,,,,,,,,,,,,,CREATED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Alternate 1,UWI number,Quadrant,Block,Operator,Licence number,Intent,Intent - planned,Well status,Well content,Status,Type,Subsea,SPUD date,Completion date,Field,Drill permit,Discovery name,Discovery wellbore,Bottom hole temperature [°C],Seismic line,Maximum inclination [°],KBE,Final vertical depth (TVD) [m RKB],Terminal depth,Water depth,Kick off point [m RKB],Oldest penetrated age,Oldest penetrated formation,Location,Country,Facility,Drilling facility type,Drilling facility category,Licensing activity awarded in,Multilateral,Entry year,Completed year,Reclassified from/to wellbore,Reentry activity,Plot symbol,1st level with HC formation,1st level with HC age,2nd level with HC formation,2nd level with HC age,3rd level with HC formation,3rd level with HC age,Drilling days,Reentry,Geodatum,Latitude,Longitude,Surface X,Surface Y,UTM zone,Grid system,DISKOS Well Type,DISKOS Wellbore Parent,Publication date,Release date,NPDID wellbore,NPDID discovery,NPDID field,NPDID drilling facility,NPDID wellbore reclassified from,NPDID production licence drilled in,Date main level updated,Date all updated,Date sync NPD
1/6-6,1/6-6,1839,1,6,A/S Norske Shell,011 ,WILDCAT,WILDCAT,P & A,SHOWS,P & A Shows,EXPLORATION, NO,1992-02-10,1993-03-08,,718-L,,NO,190.0,ALBUSKJELL 3D KRYSS RAD 423 & KOLONNE 79,4.6,25.0,5562.0,5565.0,70.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,NORWAY,DYVI STENA,SEMISUB STEEL,MOVEABLE,1-A,NO,1992,1993,,,,,,,,                    ,                    ,393,NO,ED50,56.611425,2.955053,497241.02,6274273.59,31,ED50 / UTM zone 31N,initial             ,                                        ,2009-06-17,1995-03-08,1839,0,0,290980,0,20844.0,2019-10-03,2019-10-03,09.02.2020
1/6-7,1/6-7,1928,1,6,Conoco Norway Inc.,144 ,WILDCAT,WILDCAT,P & A,SHOWS,P & A Shows,EXPLORATION, NO,1992-03-16,1992-07-12,,724-L,,NO,182.0,CNI/88-4A & SP. 620,31.4,22.0,4925.0,4995.0,68.0,,LATE JURASSIC       ,HAUGESUND FM        ,NORTH SEA,NORWAY,WEST VANGUARD,SEMISUB STEEL,MOVEABLE,12,NO,1992,1992,,,,,,,,                    ,                    ,119,NO,ED50,56.555558,2.903106,494043.59,6268058.24,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-06-15,1994-07-12,1928,0,0,287902,0,21964.0,2019-10-03,2019-10-03,09.02.2020
1/9-1,1/9-1,243,1,9,Den norske stats oljeselskap a.s,044 ,WILDCAT,WILDCAT,P & A,GAS/CONDENSATE,P & A Gas Condensate,EXPLORATION, NO,1976-10-14,1977-02-17,,167-L,1/9-1 Tommeliten Alpha,YES,133.0,line 404-403.SP 548,0.0,25.0,,3703.0,78.0,,LATE CRETACEOUS     ,HIDRA FM            ,NORTH SEA,NORWAY,ROSS RIG (1),SEMISUB STEEL,MOVEABLE,3,NO,1976,1977,,,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,HOD FM              ,LATE CRETACEOUS     ,127,NO,ED50,56.401408,2.901803,493938.99,6250899.86,31,ED50 / UTM zone 31N,initial             ,                                        ,2012-04-01,1979-02-17,243,43850,0,446033,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-1 R,1/9-1,1444,1,9,Den norske stats oljeselskap a.s,044 ,WILDCAT,WILDCAT,P & A,GAS/CONDENSATE,P & A Gas Condensate,EXPLORATION, NO,1987-05-08,1987-05-17,,167-L2,1/9-1 Tommeliten Alpha,NO,133.0,Line 404-403.SP 548,0.0,22.0,,3704.0,78.0,,LATE CRETACEOUS     ,HIDRA FM            ,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,3,NO,1987,1987,,PLUGGING,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,HOD FM              ,LATE CRETACEOUS     ,10,YES,ED50,56.401408,2.901803,493938.99,6250899.86,31,ED50 / UTM zone 31N,re-entry            ,1/9-1                                   ,2012-04-01,1989-05-17,1444,43850,0,296245,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-2,1/9-2,244,1,9,Den norske stats oljeselskap a.s,044 ,APPRAISAL,APPRAISAL,P & A,OIL SHOWS,P & A Oil Shows,EXPLORATION, NO,1977-06-01,1977-08-12,,175-L,1/9-1 Tommeliten Alpha,NO,121.0,line 404-404.SP 572,2.25,25.0,,3459.0,75.0,,LATE CRETACEOUS     ,HOD FM              ,NORTH SEA,NORWAY,ROSS RIG (1),SEMISUB STEEL,MOVEABLE,3,NO,1977,1977,,,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,73,NO,ED50,56.397992,2.926286,495449.76,6250517.66,31,ED50 / UTM zone 31N,initial             ,                                        ,2012-04-01,1979-08-12,244,43850,0,446033,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-3,1/9-3,245,1,9,Den norske stats oljeselskap a.s,044 ,APPRAISAL,WILDCAT,SUSPENDED,DRY,Suspended Dry,EXPLORATION, NO,1977-08-13,1977-11-27,,181-L,1/9-1 Tommeliten Alpha,NO,116.0,line no 404-404&SP476,0.75,35.8,2771.0,2771.0,76.5,,EOCENE              ,HORDALAND GP        ,NORTH SEA,NORWAY,DYVI GAMMA,JACK-UP 3 LEGS,MOVEABLE,3,NO,1977,1977,,,,,,,,                    ,                    ,107,NO,ED50,56.415467,2.904228,494090.84,6252464.47,31,ED50 / UTM zone 31N,initial             ,                                        ,2007-01-18,1979-11-27,245,43850,0,288226,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-3 R,1/9-3,246,1,9,Den norske stats oljeselskap a.s,044 ,APPRAISAL,WILDCAT,P & A,GAS/CONDENSATE,P & A Gas Condensate,EXPLORATION, NO,1978-05-27,1978-09-30,,181-L2,1/9-1 Tommeliten Alpha,NO,0.0,line No 404-404 & SP 476,8.3,35.8,4566.0,4570.0,76.5,,LATE JURASSIC       ,HAUGESUND FM        ,NORTH SEA,NORWAY,DYVI BETA,JACK-UP 3 LEGS,MOVEABLE,3,NO,1978,1978,,DRILLING/TESTING/PLUGGING,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,127,YES,ED50,56.415467,2.904228,494090.84,6252464.47,31,ED50 / UTM zone 31N,re-entry            ,1/9-3                                   ,2007-01-18,1980-09-30,246,43850,0,288118,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-4,1/9-4,247,1,9,Den norske stats oljeselskap a.s,044 ,WILDCAT,WILDCAT,SUSPENDED,GAS/CONDENSATE,Suspended Gas Condensate,EXPLORATION, NO,1977-08-13,1978-01-12,TOMMELITEN GAMMA,182-L,1/9-4 Tommeliten Gamma,YES,150.0,line 404-410 shot point 100,7.5,25.0,,3710.0,75.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,ROSS RIG (1),SEMISUB STEEL,MOVEABLE,3,NO,1977,1978,,,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,153,NO,ED50,56.484378,2.933414,495899.06,6260132.83,31,ED50 / UTM zone 31N,initial             ,                                        ,2009-05-26,1980-01-12,247,43856,43444,446033,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-4 R,1/9-4,1727,1,9,Den norske stats oljeselskap a.s,044 ,WILDCAT,WILDCAT,P & A,GAS/CONDENSATE,P & A Gas Condensate,EXPLORATION, NO,1991-04-21,1991-04-26,TOMMELITEN GAMMA,182-L2,1/9-4 Tommeliten Gamma,NO,150.0,line 404-410 shot point 100,7.5,25.0,,3710.0,75.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,ROSS RIG (2),SEMISUB STEEL,MOVEABLE,3,NO,1991,1991,,PLUGGING,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,6,YES,ED50,56.484378,2.933414,495899.06,6260132.83,31,ED50 / UTM zone 31N,re-entry            ,1/9-4                                   ,2009-05-26,1993-04-26,1727,43856,43444,294382,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-5,1/9-5,248,1,9,Den norske stats oljeselskap a.s,044 ,APPRAISAL,APPRAISAL,P & A,DRY,P & A Dry,EXPLORATION, NO,1978-10-03,1978-12-16,TOMMELITEN GAMMA,203-L,1/9-4 Tommeliten Gamma,NO,0.0,PG-03.SP 210,10.0,37.0,3449.5,3450.0,75.0,,LATE CRETACEOUS     ,HOD FM              ,NORTH SEA,NORWAY,DYVI BETA,JACK-UP 3 LEGS,MOVEABLE,3,NO,1978,1978,,,,,,,,                    ,                    ,75,NO,ED50,56.491025,2.965353,497866.5,6260871.29,31,ED50 / UTM zone 31N,initial             ,                                        ,2012-04-01,1980-12-16,248,43856,43444,288118,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-6 S,1/9-6,44,1,9,Den norske stats oljeselskap a.s,044 ,APPRAISAL,APPRAISAL,SUSPENDED,GAS/CONDENSATE,Suspended Gas Condensate,EXPLORATION, NO,1982-03-21,1982-12-01,TOMMELITEN GAMMA,318-L,1/9-4 Tommeliten Gamma,NO,135.0,ST 404-410.shot point 100,32.5,26.0,3529.0,3880.0,76.0,,LATE CRETACEOUS     ,HOD FM              ,NORTH SEA,NORWAY,SEDCO 703,SEMISUB STEEL,MOVEABLE,3,NO,1982,1982,,,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,256,NO,ED50,56.484403,2.933372,495896.49,6260135.61,31,ED50 / UTM zone 31N,initial             ,                                        ,2012-10-10,1984-12-01,44,43856,43444,288793,0,21140.0,2019-10-03,2019-10-03,09.02.2020
1/9-6 SR,1/9-6,1558,1,9,Den norske stats oljeselskap a.s,044 ,APPRAISAL,APPRAISAL,P & A,GAS/CONDENSATE,P & A Gas Condensate,EXPLORATION, NO,1991-04-06,1991-04-20,TOMMELITEN GAMMA,318-L2,1/9-4 Tommeliten Gamma,NO,135.0,404 - 410 & SP. 217,32.5,25.0,3529.0,3879.0,75.0,,LATE CRETACEOUS     ,HOD FM              ,NORTH SEA,NORWAY,ROSS RIG (2),SEMISUB STEEL,MOVEABLE,3,NO,1991,1991,,PLUGGING,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,15,YES,ED50,56.484403,2.933372,495896.49,6260135.61,31,ED50 / UTM zone 31N,re-entry            ,1/9-6 S                                 ,2012-10-10,1993-04-20,1558,43856,43444,294382,0,21140.0,2019-10-03,2016-07-06,09.02.2020
1/9-7,1/9-7,4652,1,9,Phillips Petroleum Company Norway,044 ,WILDCAT,WILDCAT,P & A,GAS/CONDENSATE,P & A Gas Condensate,EXPLORATION, NO,2003-03-22,2003-08-02,,1048-L,1/9-1 Tommeliten Alpha,NO,180.0,ST92063D- Line 928 & Trace 936,16.1,45.0,4966.0,4986.0,76.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,NORWAY,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,3,NO,2003,2003,,,,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,                    ,                    ,134,NO,ED50,56.408675,2.881944,492714.66,6251710.63,31,ED50 / UTM zone 31N,initial             ,                                        ,2012-10-10,2005-08-02,4652,43850,0,278245,0,21140.0,2019-10-03,2019-10-03,09.02.2020
2/1-1,2/1-1,249,2,1,Conoco Norway Inc.,019 ,WILDCAT,WILDCAT,P & A,GAS SHOWS,P & A Gas Shows,EXPLORATION, NO,1972-08-28,1972-11-14,,73-L,,NO,126.0, ,0.0,34.0,,4178.0,66.0,,LATE JURASSIC       ,TYNE GP             ,NORTH SEA,NORWAY,OCEAN TIDE,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,1972,1972,,,,,,,,                    ,                    ,79,NO,ED50,56.757389,3.205222,512548.43,6290539.34,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-03-12,1974-11-14,249,0,0,288469,0,20916.0,2019-10-03,2019-10-03,09.02.2020
2/1-2,2/1-2,250,2,1,BP Norway Limited U.A.,019 B,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1977-12-14,1978-02-26,,187-L,,NO,0.0, ,3.5,24.0,,3555.5,70.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,NORSKALD,SEMISUB STEEL,MOVEABLE,1-A,NO,1977,1978,,,,,,,,                    ,                    ,75,NO,ED50,56.958544,3.208908,512705.46,6312932.05,31,ED50 / UTM zone 31N,initial             ,                                        ,2007-09-17,1980-02-26,250,0,0,288091,0,20924.0,2019-10-03,2019-10-03,09.02.2020
2/1-3,2/1-3,251,2,1,BP Norway Limited U.A.,019 B,WILDCAT,WILDCAT,P & A,OIL,P & A Oil,EXPLORATION, NO,1979-11-03,1980-03-29,GYDA,229-L,2/1-3 Gyda,YES,162.0,2-109 SP.782,3.0,30.0,4296.0,4297.0,66.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,SEDCO H,SEMISUB STEEL,MOVEABLE,1-A,NO,1979,1980,,,,ULA FM,LATE JURASSIC,,,                    ,                    ,148,NO,ED50,56.911497,3.108442,506603.55,6307680.64,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-03-12,1982-03-29,251,44012,43492,288712,0,20924.0,2019-10-03,2019-11-26,09.02.2020
2/1-4,2/1-4,48,2,1,BP Petroleum Dev. of Norway AS,019 B,APPRAISAL,APPRAISAL,P & A,OIL,P & A Oil,EXPLORATION, NO,1982-04-05,1982-08-03,GYDA,322-L,2/1-3 Gyda,NO,168.0,BP 80 - 019 - 31A  SP 1353,7.3,25.0,4522.0,4525.0,66.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,ALADDIN,SEMISUB STEEL,MOVEABLE,1-A,NO,1982,1982,,,,ULA FM,LATE JURASSIC,,,                    ,                    ,121,NO,ED50,56.911275,3.066906,504074.24,6307652.66,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-03-12,1984-08-03,48,44012,43492,289171,0,20924.0,2019-10-03,2019-10-03,09.02.2020
2/1-5,2/1-5,63,2,1,BP Norway Limited U.A.,019 B,WILDCAT,WILDCAT,P & A,OIL,P & A Oil,EXPLORATION, NO,1982-11-13,1983-04-05,,353-L,,NO,157.0,BP 019 - 80 - 61A  SP 1367,9.0,24.0,4454.0,4454.0,66.0,,MIDDLE JURASSIC     ,BRYNE FM            ,NORTH SEA,NORWAY,SEDCO 707,SEMISUB STEEL,MOVEABLE,1-A,NO,1982,1983,,,,ULA FM,LATE JURASSIC,,,                    ,                    ,144,NO,ED50,56.79835,3.205942,512578.71,6295099.08,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-03-12,1985-04-05,63,0,0,288037,0,20924.0,2019-10-03,2019-10-03,09.02.2020
2/1-6,2/1-6,109,2,1,BP Norway Limited U.A.,019 B,APPRAISAL,APPRAISAL,P & A,DRY,P & A Dry,EXPLORATION, NO,1984-04-30,1984-08-12,GYDA,413-L,2/1-3 Gyda,NO,166.0,BP 80 - 27 B  SP. 2268,2.5,25.0,4582.0,4588.0,66.0,,LATE TRIASSIC       ,SKAGERRAK FM        ,NORTH SEA,NORWAY,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,1-A,NO,1984,1984,,,,,,,,                    ,                    ,105,NO,ED50,56.920781,3.027325,501663.54,6308709.14,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-03-12,1986-08-12,109,44012,43492,297514,0,20924.0,2019-10-03,2019-10-03,09.02.2020
2/1-7,2/1-7,137,2,1,BP Petroleum Dev. of Norway AS,019 B,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1984-09-06,1985-03-06,,431-L,,NO,178.0,80 - 30A  SP. 1630,0.0,38.0,5464.0,5464.0,69.0,,EARLY PERMIAN       ,ROTLIEGEND GP       ,NORTH SEA,NORWAY,GLOMAR MORAY F.I,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,1984,1985,,,,,,,,                    ,                    ,182,NO,ED50,56.864256,3.094544,505764.55,6302420.54,31,ED50 / UTM zone 31N,initial             ,                                        ,2006-02-15,1987-03-06,137,0,0,296191,0,20924.0,2019-10-03,2019-10-03,09.02.2020
2/1-8,2/1-8,459,2,1,BP Norway Limited U.A.,019 B,APPRAISAL,APPRAISAL,P & A,OIL,P & A Oil,EXPLORATION, NO,1985-07-28,1985-11-23,GYDA,473-L,2/1-3 Gyda,NO,160.0,BP 80 - 37  SP. 400,6.0,37.0,4146.0,4151.0,66.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,NEDDRILL TRIGON,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,1985,1985,,,,ULA FM,LATE JURASSIC,,,                    ,                    ,119,NO,ED50,56.894619,3.115542,507039.08,6305802.54,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-03-12,1987-11-23,459,44012,43492,296947,0,20924.0,2019-10-03,2019-10-03,09.02.2020
2/1-9,2/1-9,1667,2,1,BP Norway Limited U.A.,019 B,WILDCAT,APPRAISAL,P & A,OIL,P & A Oil,EXPLORATION, NO,1991-04-15,1991-07-06,GYDA,676-L,2/1-9 Gyda Sør,YES,160.0,X-OVER 3D LINE 560 AND X-LINE 570,2.2,23.0,4298.0,4298.0,66.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,1-A,NO,1991,1991,,,,ULA FM,LATE JURASSIC,,,                    ,                    ,83,NO,ED50,56.860492,3.084658,505162.3,6302000.77,31,ED50 / UTM zone 31N,initial             ,                                        ,2007-10-16,1993-07-06,1667,44018,43492,296245,0,20924.0,2019-10-23,2019-10-03,09.02.2020
2/1-9 A,2/1-9,1867,2,1,BP Norway Limited U.A.,019 B,APPRAISAL,APPRAISAL,P & A,OIL,P & A Oil,EXPLORATION, NO,1992-01-18,1992-03-08,GYDA,713-L,2/1-9 Gyda Sør,NO,138.0,GYDA 3D IN LINE 580  x- LINE  556,60.0,23.0,4124.0,4379.0,66.0,3270.0,LATE JURASSIC       ,ULA FM              ,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,1-A,NO,1992,1992,,,,ULA FM,LATE JURASSIC,,,                    ,                    ,51,NO,ED50,56.860492,3.084658,505162.3,6302000.77,31,ED50 / UTM zone 31N,sidetrack           ,2/1-9                                   ,2007-10-17,1994-03-08,1867,44018,43492,296245,0,20924.0,2019-10-23,2019-10-03,09.02.2020
2/1-10,2/1-10,1865,2,1,BP Norway Limited U.A.,164 ,WILDCAT,WILDCAT,P & A,OIL SHOWS,P & A Oil Shows,EXPLORATION, NO,1991-11-09,1992-01-14,,703-L,,NO,163.0,GYDA 3D  IN LINE  122   X- LINE  1006,6.65,23.0,4523.1,4525.0,66.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,ROSS ISLE,SEMISUB STEEL,MOVEABLE,13,NO,1991,1992,,,,,,,,                    ,                    ,67,NO,ED50,56.964892,3.022139,501346.22,6313619.42,31,ED50 / UTM zone 31N,initial             ,                                        ,2002-09-24,1994-01-14,1865,0,0,296245,0,22124.0,2019-10-03,2019-10-03,09.02.2020
2/1-11,2/1-11,2699,2,1,BP Norway Limited U.A.,019 B,WILDCAT,WILDCAT,P & A,OIL,P & A Oil,EXPLORATION, NO,1997-01-14,1997-05-07,,877-L,2/1-11,YES,167.0,BPN 9111- INLINE 425 & CROSSLINE 1107,30.0,23.0,4697.0,4725.0,68.2,,LATE TRIASSIC       ,SMITH BANK FM       ,NORTH SEA,NORWAY,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,1-A,NO,1997,1997,,,,BRYNE FM,MIDDLE JURASSIC,,,                    ,                    ,114,NO,ED50,56.793133,3.066156,504041.28,6294501.41,31,ED50 / UTM zone 31N,initial             ,                                        ,2010-04-01,1999-05-07,2699,43988,0,296353,0,20924.0,2019-10-03,2019-10-03,09.02.2020
2/1-12,2/1-12,3648,2,1,BP Norway Limited U.A.,019 C,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1999-01-08,1999-02-10,,946-L,,NO,125.0,SG9502-INLINE 428 & X-LINE 1758,1.4,23.0,3550.0,3550.0,68.0,,MIDDLE JURASSIC     ,BRYNE FM            ,NORTH SEA,NORWAY,MÆRSK JUTLANDER,SEMISUB STEEL,MOVEABLE,1-A,NO,1999,1999,,,,,,,,                    ,                    ,34,NO,ED50,56.870356,3.3129,519074.96,6303139.22,31,ED50 / UTM zone 31N,initial             ,                                        ,2002-12-18,2001-02-10,3648,0,0,296353,0,47992.0,2019-10-17,2019-10-03,09.02.2020
2/1-13 S,2/1-13,5975,2,1,Talisman Energy Norge AS,299 ,WILDCAT,WILDCAT,P & A,OIL/GAS SHOWS,P & A Oil Gas Shows,EXPLORATION, NO,2008-11-07,2009-03-07,,1212-L,,NO,161.0,inline 8340 & xline 20280,21.4,41.3,4358.0,4435.0,69.0,,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,MÆRSK GUARDIAN,JACK-UP 3 LEGS,MOVEABLE,TFO2003,NO,2008,2009,,,,,,,,                    ,                    ,121,NO,ED50,56.785972,3.041589,502541.05,6293703.09,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-01-03,2011-01-03,5975,0,0,292114,0,2490320.0,2019-10-03,2019-10-03,09.02.2020
2/1-14 S,2/1-14,5995,2,1,Talisman Energy Norge AS,019 B,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2008-12-07,2009-02-28,,1217-L,,NO,0.0, ,65.0,56.0,3811.0,6130.0,65.5,931.0,TRIASSIC            ,SKAGERRAK FM        ,NORTH SEA,NORWAY,GYDA,JACKET 6 LEGS,FIXED,1-A,NO,2008,2009,,,,,,,,                    ,                    ,84,NO,ED50,56.904808,3.085106,505183.43,6306934.03,31,ED50 / UTM zone 31N,initial             ,                                        ,2011-02-28,2011-02-28,5995,0,0,272337,0,20924.0,2019-10-03,2019-10-03,09.02.2020
2/1-15,2/1-15,7219,2,1,Det norske oljeselskap ASA,542 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2013-07-18,2013-09-05,,1436-L,,NO,149.0,inline 7565 & crossline 22040,2.3,44.0,3554.0,3554.0,69.6,,TRIASSIC            ,HEGRE GP            ,NORTH SEA,NORWAY,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,TFO2009,NO,2013,2013,,,,,,,,                    ,                    ,50,NO,ED50,56.882817,3.213203,512992.93,6304502.99,31,ED50 / UTM zone 31N,initial             ,                                        ,2015-09-05,2015-09-05,7219,0,0,278245,0,17320156.0,2019-10-17,2019-10-03,09.02.2020
2/1-16 S,2/1-16,7180,2,1,Talisman Energy Norge AS,299 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,2013-05-10,2013-07-13,,1445-L,,NO,0.0,inline 7062 & xline 21494,34.8,44.0,3770.0,3891.0,67.0,,LATE JURASSIC       ,ULA FM              ,NORTH SEA,NORWAY,MÆRSK GIANT,JACK-UP 3 LEGS,MOVEABLE,TFO2003,NO,2013,2013,,,,,,,,                    ,                    ,64,NO,ED50,56.850478,3.314636,519190.97,6300926.97,31,ED50 / UTM zone 31N,initial             ,                                        ,2015-08-12,2015-07-13,7180,0,0,278245,0,2490320.0,2019-10-17,2019-11-18,09.02.2020
2/1-17 S,2/1-17,8851,2,1,Aker BP ASA,019 C,WILDCAT,WILDCAT,P & A,OIL,P & A Oil,EXPLORATION, NO,2019-08-30,2019-11-08,,1780-L,2/1-17 S (Kark),YES,,ABP18305-519. SP44 / ABP18305-118. SP292,,55.0,,4390.0,66.0,,LATE JURASSIC       ,,NORTH SEA,NORWAY,MAERSK INTERCEPTOR,JACK-UP 3 LEGS,MOVEABLE,1-A,NO,2019,2019,,,,,JURASSIC,,,,                    ,71,NO,ED50,56.818369,3.138761,508470.88,6297317.24,31,ED50 / UTM zone 31N,initial             ,                                        ,,2021-11-08,8851,35318586,0,436222,0,47992.0,2020-01-14,,09.02.2020
2/2-1,2/2-1,46,2,2,Saga Petroleum ASA,066 ,WILDCAT,WILDCAT,P & A,OIL/GAS,P & A Oil Gas,EXPLORATION, NO,1982-04-09,1982-07-03,,320-L,2/2-1 (Møyfrid),YES,146.0,SG 8052 - 210  SP 165,3.25,25.0,4002.0,4003.0,59.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,6,NO,1982,1982,,,,VADE FM,OLIGOCENE,ULA FM,LATE JURASSIC,                    ,                    ,86,NO,ED50,56.787692,3.637672,538959.15,6294075.1,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-06-29,1984-07-03,46,44024,0,297514,0,21324.0,2019-10-03,2019-10-03,09.02.2020
2/2-2,2/2-2,80,2,2,Saga Petroleum ASA,066 ,WILDCAT,WILDCAT,P & A,GAS,P & A Gas,EXPLORATION, NO,1982-07-04,1982-08-27,,336-L,2/2-2 (Desmond),YES,103.0,SG 8052 - 302  SP 285,2.25,25.0,3124.0,3127.0,66.0,,LATE PERMIAN        ,ZECHSTEIN GP        ,NORTH SEA,NORWAY,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,6,NO,1982,1982,,,,VADE FM,OLIGOCENE,,,                    ,                    ,55,NO,ED50,56.944614,3.379669,523099.44,6311426.05,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-06-29,1984-08-27,80,44030,0,297514,0,21324.0,2019-10-03,2019-10-03,09.02.2020
2/2-3,2/2-3,3,2,2,Saga Petroleum ASA,066 ,WILDCAT,WILDCAT,P & A,DRY,P & A Dry,EXPLORATION, NO,1983-02-04,1983-05-11,,362-L,,NO,138.0,SG 8252 - 258  SP 301,8.0,27.0,4096.0,4100.0,65.0,,TRIASSIC            ,SMITH BANK FM       ,NORTH SEA,NORWAY,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,6,NO,1983,1983,,,,,,,,                    ,                    ,97,NO,ED50,56.79345,3.427261,526100.02,6294616.14,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-09-24,1985-05-11,3,0,0,296326,0,21324.0,2019-10-03,2019-10-03,09.02.2020
2/2-4,2/2-4,1188,2,2,Saga Petroleum ASA,066 ,APPRAISAL,WILDCAT,P & A,GAS,P & A Gas,EXPLORATION, NO,1988-04-16,1988-06-07,,574-L,2/2-1 (Møyfrid),NO,138.0,SG 8652 - 102  SP. 218,4.4,26.0,4017.5,4020.0,59.0,,LATE TRIASSIC       ,SMITH BANK FM       ,NORTH SEA,NORWAY,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,6,NO,1988,1988,,,,VADE FM,OLIGOCENE,,,                    ,                    ,53,NO,ED50,56.794689,3.659572,540289.63,6294866.66,31,ED50 / UTM zone 31N,initial             ,                                        ,2004-03-02,1990-06-07,1188,44024,0,296326,0,21324.0,2019-10-03,2019-10-03,09.02.2020
