Well,NPDID wellbore,Depth,Legend
35/3-5,433,3239.2,Thin section no. 1895
35/3-5,433,3258.88,Thin section no. 1896
35/3-5,433,3259.68,Thin section no. 1897
35/3-5,433,3260.03,Thin section no. 1898
35/3-5,433,3260.5,Thin section no. 1899
35/3-5,433,3260.75,Thin section no. 1900
35/3-5,433,3261.9,Thin section no. 1901
35/3-5,433,3262.45,Thin section no. 1902
35/3-5,433,3264.0,Thin section no. 1903
35/3-5,433,3264.5,Thin section no. 1904
35/3-5,433,3265.7,Thin section no. 1905
35/3-5,433,3266.85,Thin section no. 1906
35/3-5,433,3266.9,Thin section no. 1907
35/3-5,433,3267.5,Thin section no. 1908
35/3-5,433,3268.95,Thin section no. 1909
35/3-5,433,3269.0,Thin section no. 1910
35/3-5,433,3270.45,Thin section no. 1911
35/3-5,433,3270.5,Thin section no. 1912
35/3-5,433,3271.68,Thin section no. 1913
35/3-5,433,3271.73,Thin section no. 1914
35/3-5,433,3272.8,Thin section no. 1915
35/3-5,433,3273.8,Thin section no. 1916
35/3-5,433,3273.9,Thin section no. 1917
35/3-5,433,3274.35,Thin section no. 1918
35/3-5,433,3275.3,Thin section no. 1919
35/3-5,433,3275.35,Thin section no. 1920
35/3-5,433,3276.3,Thin section no. 1921
35/3-5,433,3276.73,Thin section no. 1922
35/3-5,433,3277.07,Thin section no. 1923
35/3-5,433,3277.1,Thin section no. 1924
35/3-5,433,3278.16,Thin section no. 1925
35/3-5,433,3278.26,Thin section no. 1926
35/3-5,433,3278.33,Thin section no. 1927
35/3-5,433,3280.15,Thin section no. 1928
35/3-5,433,3281.65,Thin section no. 1929
35/3-5,433,3283.4,Thin section no. 1930
35/3-5,433,3284.93,Thin section no. 1931
35/3-5,433,3285.72,Thin section no. 1932
35/3-5,433,3287.45,Thin section no. 1933
35/3-5,433,3287.57,Thin section no. 1934
35/3-5,433,3288.7,Thin section no. 1935
35/3-5,433,3290.5,Thin section no. 1936
35/3-5,433,3292.0,Thin section no. 1937
35/3-5,433,3227.75,Thin section no. 1938
35/8-2,434,3318.2,Thin section no. 1523
35/8-5 S,4761,3420.75,Thin section no. 1578
35/8-5 S,4761,3419.42,Thin section no. 1579
35/8-5 S,4761,3410.78,Thin section no. 1580
35/8-5 S,4761,3410.46,Thin section no. 1581
35/8-5 S,4761,3409.76,Thin section no. 1582
35/8-5 S,4761,3395.72,Thin section no. 1583
35/8-5 S,4761,3394.66,Thin section no. 1584
35/9-1,1375,2136.21,Thin section no. 1567
35/9-1,1375,2134.1,Thin section no. 1568
35/9-1,1375,2126.75,Thin section no. 1569
35/9-1,1375,2123.46,Thin section no. 1570
35/9-1,1375,2118.76,Thin section no. 1571
35/9-1,1375,2115.45,Thin section no. 1572
35/9-1,1375,2112.0,Thin section no. 1573
35/9-1,1375,2108.71,Thin section no. 1574
35/9-1,1375,2102.12,Thin section no. 1575
35/9-1,1375,2100.5,Thin section no. 1576
35/9-1,1375,2053.5,Thin section no. 1577
35/9-1,1375,2266.5,Thin section no. 2050
35/9-1,1375,2269.75,Thin section no. 2051
35/9-1,1375,2280.5,Thin section no. 2052
35/9-1,1375,2288.5,Thin section no. 2053
35/9-2,1600,2508.46,Thin section no. 1552
35/9-2,1600,2506.5,Thin section no. 1553
35/9-2,1600,2490.45,Thin section no. 1554
35/9-2,1600,2380.23,Thin section no. 1555
35/9-2,1600,2366.49,Thin section no. 1556
35/9-2,1600,2334.5,Thin section no. 1557
35/9-2,1600,2326.48,Thin section no. 1558
35/9-2,1600,2306.25,Thin section no. 1559
35/9-2,1600,2301.5,Thin section no. 1560
35/9-2,1600,2282.75,Thin section no. 1561
35/9-2,1600,2273.5,Thin section no. 1562
35/9-2,1600,2132.42,Thin section no. 1563
35/9-2,1600,2127.72,Thin section no. 1564
35/9-2,1600,2111.05,Thin section no. 1565
35/9-2,1600,2278.5,Thin section no. 1566
36/7-1,1794,2368.53,Thin section no. 1524
36/7-1,1794,2362.25,Thin section no. 1525
36/7-1,1794,2331.47,Thin section no. 1526
36/7-1,1794,2317.48,Thin section no. 1527
36/7-1,1794,2305.02,Thin section no. 1528
36/7-1,1794,2276.78,Thin section no. 1529
36/7-1,1794,2270.55,Thin section no. 1530
36/7-1,1794,2251.5,Thin section no. 1531
36/7-1,1794,2204.52,Thin section no. 1532
36/7-1,1794,2193.5,Thin section no. 1533
36/7-1,1794,2183.63,Thin section no. 1534
36/7-1,1794,2173.5,Thin section no. 1535
36/7-1,1794,2161.75,Thin section no. 1536
36/7-1,1794,2132.67,Thin section no. 1537
36/7-1,1794,2124.45,Thin section no. 1538
6/3-2,862,4089.0,Thin section no. 2332
6/3-2,862,4089.9,Thin section no. 2333
6201/11-1,1134,2731.0,Thin section no. 1323
6201/11-1,1134,2733.7,Thin section no. 1324
6201/11-1,1134,2749.4,Thin section no. 1325
6201/11-1,1134,2751.1,Thin section no. 1326
6201/11-1,1134,2752.8,Thin section no. 1327
6201/11-1,1134,2754.7,Thin section no. 1328
6201/11-1,1134,2760.6,Thin section no. 1329
6201/11-1,1134,2768.7,Thin section no. 1330
6201/11-1,1134,2822.8,Thin section no. 1331
6201/11-1,1134,2824.7,Thin section no. 1332
6201/11-1,1134,2828.7,Thin section no. 1333
6201/11-1,1134,2830.7,Thin section no. 1334
6201/11-1,1134,2729.6,Thin section no. 1335
6201/11-1,1134,2832.6,Thin section no. 1336
6201/11-1,1134,2841.8,Thin section no. 1337
6201/11-1,1134,2845.6,Thin section no. 1338
6201/11-1,1134,2857.9,Thin section no. 1339
6201/11-1,1134,2862.5,Thin section no. 1340
6201/11-1,1134,2867.5,Thin section no. 1341
6201/11-1,1134,2879.9,Thin section no. 1342
6201/11-1,1134,2914.7,Thin section no. 1343
6201/11-1,1134,2889.9,Thin section no. 1344
6407/2-1,76,2418.1,Thin section no. 704
6407/2-1,76,2428.6,Thin section no. 705
6407/2-1,76,2424.5,Thin section no. 706
6407/2-1,76,2434.3,Thin section no. 707
6407/2-1,76,2429.0,Thin section no. 708
6407/6-6,5636,2123.65,Thin section no. 2242
6407/6-6,5636,2128.25,Thin section no. 2243
6407/6-6,5636,2135.5,Thin section no. 2244
6407/6-6,5636,2218.8,Thin section no. 2245
6407/6-6,5636,2229.1,Thin section no. 2246
6407/7-2,1017,2701.6,Thin section no. 2225
6407/7-2,1017,2710.9,Thin section no. 2226
6407/7-2,1017,2806.9,Thin section no. 2227
6407/7-2,1017,2811.6,Thin section no. 2228
6407/7-2,1017,2842.6,Thin section no. 2229
6407/7-2,1017,2853.6,Thin section no. 2230
6407/7-2,1017,2868.3,Thin section no. 2231
6407/7-2,1017,2895.4,Thin section no. 2232
6407/7-2,1017,2911.9,Thin section no. 2233
6407/7-8,5844,4481.75,Thin section no. 2247
6407/7-8,5844,4573.5,Thin section no. 2248
6407/7-8,5844,4770.25,Thin section no. 2249
6407/7-8,5844,4829.48,Thin section no. 2250
6407/7-8,5844,4879.25,Thin section no. 2251
6407/7-8,5844,4941.0,Thin section no. 2252
6407/7-8,5844,4949.0,Thin section no. 2253
6407/7-8,5844,4958.75,Thin section no. 2254
6407/7-8,5844,4966.25,Thin section no. 2255
6407/7-8,5844,4969.0,Thin section no. 2256
6407/9-4,480,1674.0,Thin section no. 709
6407/9-4,480,1680.0,Thin section no. 710
6407/9-4,480,1681.0,Thin section no. 711
6407/9-4,480,1688.0,Thin section no. 712
6407/9-4,480,1688.0,Thin section no. 713
6407/9-4,480,1688.0,Thin section no. 714
6407/9-4,480,1691.0,Thin section no. 715
6407/9-4,480,1691.0,Thin section no. 716
6407/9-4,480,1691.0,Thin section no. 717
6407/9-4,480,1692.0,Thin section no. 718
6407/9-4,480,1692.0,Thin section no. 719
6407/9-4,480,1692.0,Thin section no. 720
6407/9-4,480,1692.0,Thin section no. 721
6407/9-5,492,1638.0,Thin section no. 722
6506/11-3,1973,3144.48,Thin section no. 1726
6506/11-3,1973,3145.84,Thin section no. 1727
6506/11-3,1973,3148.68,Thin section no. 1728
6506/11-3,1973,3149.49,Thin section no. 1729
6506/11-3,1973,3152.64,Thin section no. 1730
6506/11-3,1973,3159.16,Thin section no. 1731
6506/11-3,1973,3423.5,Thin section no. 1732
6506/11-3,1973,3937.0,Thin section no. 1733
6506/11-3,1973,3937.25,Thin section no. 1734
6506/11-4 S,2736,4266.38,Thin section no. 1735
6506/11-4 S,2736,4272.12,Thin section no. 1736
6506/11-4 S,2736,4273.0,Thin section no. 1737
6506/11-4 S,2736,4276.95,Thin section no. 1738
6506/12-4,475,3129.35,Thin section no. 1739
6506/12-4,475,3136.35,Thin section no. 1740
6506/12-4,475,3138.35,Thin section no. 1741
6506/12-4,475,3139.35,Thin section no. 1742
6506/12-5,852,3175.05,Thin section no. 1743
6506/12-5,852,3178.65,Thin section no. 1744
6506/12-5,852,3182.35,Thin section no. 1745
6506/12-5,852,3184.75,Thin section no. 1746
6506/12-5,852,3158.1,Thin section no. 1810
6506/3-1,4344,3104.41,Thin section no. 1721
6506/3-1,4344,3106.0,Thin section no. 1722
6506/3-1,4344,3106.64,Thin section no. 1723
6506/3-1,4344,3108.25,Thin section no. 1724
6506/3-1,4344,3108.5,Thin section no. 1725
6507/2-2,1840,2824.25,Thin section no. 1747
6507/2-2,1840,2825.0,Thin section no. 1748
6507/2-2,1840,2826.25,Thin section no. 1749
6507/2-2,1840,2828.05,Thin section no. 1750
6507/2-2,1840,2831.25,Thin section no. 1751
6507/2-2,1840,3281.0,Thin section no. 1752
6507/2-2,1840,3282.5,Thin section no. 1753
6507/2-2,1840,3284.0,Thin section no. 1754
6507/2-2,1840,3286.5,Thin section no. 1755
6507/2-2,1840,3287.75,Thin section no. 1756
6507/2-2,1840,3291.75,Thin section no. 1757
6507/2-2,1840,3335.5,Thin section no. 1758
6507/2-2,1840,3337.25,Thin section no. 1759
6507/2-2,1840,3337.5,Thin section no. 1760
6507/2-2,1840,3687.5,Thin section no. 1761
6507/2-2,1840,3690.0,Thin section no. 1762
6507/2-2,1840,3691.65,Thin section no. 1763
6507/2-2,1840,3692.45,Thin section no. 1764
6507/2-2,1840,3694.22,Thin section no. 1765
6507/2-2,1840,3695.5,Thin section no. 1766
6507/2-2,1840,3698.5,Thin section no. 1767
6507/2-2,1840,3698.75,Thin section no. 1768
6507/2-2,1840,3771.25,Thin section no. 1769
6507/2-2,1840,3777.0,Thin section no. 1770
6507/2-3,2299,3259.22,Thin section no. 1771
6507/2-3,2299,3260.25,Thin section no. 1772
6507/2-3,2299,2857.8,Thin section no. 1808
6507/2-3,2299,2872.33,Thin section no. 1809
6507/2-4,5685,2836.0,Thin section no. 1773
6507/2-4,5685,2837.0,Thin section no. 1774
6507/2-4,5685,2839.5,Thin section no. 1775
6507/2-4,5685,2842.5,Thin section no. 1776
6507/2-4,5685,2844.45,Thin section no. 1777
6507/2-4,5685,2846.5,Thin section no. 1778
6507/2-4,5685,2849.75,Thin section no. 1779
6507/2-4,5685,3334.6,Thin section no. 1780
6507/2-4,5685,3336.05,Thin section no. 1781
6507/2-4,5685,3339.5,Thin section no. 1782
6507/2-4,5685,3340.05,Thin section no. 1783
6507/2-4,5685,3340.45,Thin section no. 1784
6507/2-4,5685,3340.57,Thin section no. 1785
6507/2-4,5685,3340.9,Thin section no. 1786
6507/3-3,3668,2733.45,Thin section no. 1806
6507/3-3,3668,2742.55,Thin section no. 1807
6507/5-3,4059,2836.55,Thin section no. 1787
6507/5-3,4059,2845.0,Thin section no. 1788
6507/5-3,4059,2848.0,Thin section no. 1789
6507/5-3,4059,2850.25,Thin section no. 1790
6507/5-3,4059,2853.5,Thin section no. 1791
6507/5-6 S,6321,4436.88,Thin section no. 1795
6507/5-6 S,6321,4438.73,Thin section no. 1796
6507/5-6 S,6321,4439.35,Thin section no. 1797
6507/5-6 S,6321,4441.34,Thin section no. 1798
6507/5-6 S,6321,4442.52,Thin section no. 1799
6507/5-6 S,6321,4445.95,Thin section no. 1800
6507/5-6 S,6321,4446.6,Thin section no. 1801
6507/5-6 S,6321,4448.3,Thin section no. 1802
6507/5-6 S,6321,4450.55,Thin section no. 1803
6507/5-6 S,6321,4452.36,Thin section no. 1804
6507/5-6 S,6321,4453.95,Thin section no. 1805
6507/7-1,138,3504.2,Thin section no. 1792
6507/7-1,138,3507.25,Thin section no. 1793
6507/7-1,138,3509.65,Thin section no. 1794
7/11-1,149,2895.6,Thin section no. 728
7/11-1,149,2895.6,Thin section no. 729
7/11-1,149,2898.65,Thin section no. 730
7/11-1,149,2904.74,Thin section no. 731
7/11-1,149,2913.89,Thin section no. 732
7/11-1,149,2916.94,Thin section no. 733
7/11-1,149,2923.03,Thin section no. 734
7/11-1,149,3014.47,Thin section no. 735
7/11-1,149,3093.72,Thin section no. 736
7/11-1,149,2937.81,Thin section no. 737
7/11-3,159,3074.21,Thin section no. 738
7/11-3,159,3092.81,Thin section no. 739
7/11-3,159,3092.81,Thin section no. 740
7/11-3,159,3103.78,Thin section no. 741
7/11-3,159,3176.93,Thin section no. 742
7/3-1,164,4415.03,Thin section no. 2334
7/3-1,164,4424.51,Thin section no. 2335
7/3-1,164,4432.4,Thin section no. 2336
7/3-1,164,4551.73,Thin section no. 2337
7/3-1,164,4556.15,Thin section no. 2338
7/3-1,164,4557.83,Thin section no. 2339
7/3-1,164,4569.77,Thin section no. 2340
7/3-1,164,4573.07,Thin section no. 2341
7/3-1,164,441.47,Thin section no. 723
7/3-1,164,4418.99,Thin section no. 724
7/3-1,164,4547.92,Thin section no. 725
7/3-1,164,4429.05,Thin section no. 726
7/8-2,294,2782.82,Thin section no. 727
7019/1-1,4145,2221.25,Thin section no. 1431
7019/1-1,4145,2227.55,Thin section no. 1432
7019/1-1,4145,2228.25,Thin section no. 1433
7117/9-1,49,1357.7,Thin section no. 1434
7117/9-1,49,1364.14,Thin section no. 1435
7119/12-1,121,2984.75,Thin section no. 1360
7119/12-1,121,2993.0,Thin section no. 1361
7120/10-2,1561,2127.55,Thin section no. 1436
7120/10-2,1561,2129.5,Thin section no. 1437
7120/10-2,1561,2134.92,Thin section no. 1438
7120/1-1,484,4001.3,Thin section no. 2464
7120/1-1,484,3192.55,Thin section no. 2465
7120/1-1,484,3194.2,Thin section no. 2466
7120/1-1,484,3190.7,Thin section no. 2467
7120/1-1,484,3188.65,Thin section no. 2468
7120/1-1,484,3187.35,Thin section no. 2469
7120/1-1,484,3186.62,Thin section no. 2470
7120/1-2,1366,1816.15,Thin section no. 1458
7120/1-2,1366,1817.32,Thin section no. 1459
7120/1-2,1366,1961.72,Thin section no. 1460
7120/1-2,1366,1962.73,Thin section no. 1461
7120/1-2,1366,2581.8,Thin section no. 1462
7120/1-2,1366,2583.48,Thin section no. 1463
7120/12-1,123,3521.4,Thin section no. 1403
7120/12-1,123,3523.19,Thin section no. 1404
7120/12-1,123,3525.1,Thin section no. 1405
7120/12-1,123,1543.15,Thin section no. 1518
7120/12-1,123,1543.85,Thin section no. 1519
7120/12-1,123,1544.15,Thin section no. 1520
7120/12-1,123,1703.5,Thin section no. 1521
7120/12-1,123,1704.0,Thin section no. 1522
7120/12-2,122,4679.71,Thin section no. 2455
7120/12-2,122,4124.0,Thin section no. 2456
7120/12-2,122,4119.74,Thin section no. 2457
7120/12-2,122,3684.9,Thin section no. 2458
7120/12-2,122,3675.6,Thin section no. 2459
7120/12-2,122,3671.2,Thin section no. 2460
7120/12-2,122,2048.15,Thin section no. 2461
7120/12-4,99,2182.7,Thin section no. 2498
7120/12-4,99,1516.95,Thin section no. 2499
7120/12-4,99,2190.2,Thin section no. 2500
7120/12-4,99,1520.5,Thin section no. 2501
7120/12-4,99,1530.02,Thin section no. 2502
7120/12-4,99,1531.52,Thin section no. 2503
7120/12-4,99,2183.27,Thin section no. 2504
7120/12-4,99,1519.95,Thin section no. 2505
7120/12-4,99,1525.88,Thin section no. 2506
7120/12-4,99,1654.65,Thin section no. 2507
7120/12-4,99,1657.95,Thin section no. 2508
7120/12-4,99,1661.05,Thin section no. 2509
7120/12-4,99,1514.1,Thin section no. 766
7120/12-4,99,1515.32,Thin section no. 767
7120/12-4,99,1518.6,Thin section no. 768
7120/12-4,99,1517.8,Thin section no. 769
7120/12-4,99,1525.9,Thin section no. 770
7120/12-4,99,1532.0,Thin section no. 771
7120/12-4,99,1654.75,Thin section no. 772
7120/12-4,99,1655.7,Thin section no. 773
7120/2-1,473,1961.0,Thin section no. 2033
7120/2-1,473,1961.3,Thin section no. 2034
7120/2-1,473,1964.1,Thin section no. 2035
7120/2-1,473,1965.05,Thin section no. 2036
7120/2-1,473,1967.2,Thin section no. 2037
7120/2-1,473,1992.5,Thin section no. 2038
7120/2-1,473,1998.9,Thin section no. 2039
7120/2-1,473,2008.7,Thin section no. 2040
7120/2-1,473,2020.15,Thin section no. 2041
7120/2-1,473,1960.5,Thin section no. 2516
7120/2-1,473,2221.9,Thin section no. 2517
7120/2-1,473,2158.7,Thin section no. 2518
7120/2-1,473,2173.35,Thin section no. 2519
7120/2-1,473,2171.5,Thin section no. 2520
7120/2-1,473,2147.5,Thin section no. 2521
7120/2-1,473,2137.7,Thin section no. 2522
7120/2-1,473,2048.35,Thin section no. 2523
7120/2-1,473,2028.7,Thin section no. 2524
7120/2-1,473,2027.15,Thin section no. 2525
7120/2-1,473,2025.75,Thin section no. 2526
7120/2-1,473,2017.7,Thin section no. 2527
7120/2-1,473,2015.75,Thin section no. 2528
7120/2-1,473,2010.9,Thin section no. 2529
7120/2-1,473,2009.3,Thin section no. 2530
7120/2-1,473,2008.9,Thin section no. 2531
7120/2-1,473,2000.05,Thin section no. 2532
7120/2-1,473,1997.8,Thin section no. 2533
7120/2-1,473,1996.3,Thin section no. 2534
7120/2-1,473,1993.95,Thin section no. 2535
7120/2-1,473,1990.4,Thin section no. 2536
7120/2-1,473,1987.4,Thin section no. 2537
7120/2-1,473,1986.65,Thin section no. 2538
7120/2-1,473,1983.45,Thin section no. 2539
7120/2-1,473,1981.5,Thin section no. 2540
7120/2-1,473,1979.6,Thin section no. 2541
7120/2-1,473,1978.7,Thin section no. 2542
7120/2-1,473,1976.78,Thin section no. 2543
7120/2-1,473,1974.5,Thin section no. 2544
7120/2-1,473,1973.4,Thin section no. 2545
7120/2-1,473,1971.9,Thin section no. 2546
7120/2-1,473,1970.2,Thin section no. 2547
7120/2-1,473,1969.7,Thin section no. 2548
7120/2-1,473,1969.35,Thin section no. 2549
7120/2-1,473,1968.5,Thin section no. 2550
7120/2-1,473,1967.7,Thin section no. 2551
7120/2-1,473,1967.5,Thin section no. 2552
7120/2-1,473,1965.95,Thin section no. 2553
7120/2-1,473,1965.6,Thin section no. 2554
7120/2-1,473,1964.4,Thin section no. 2555
7120/2-1,473,1963.8,Thin section no. 2556
7120/2-1,473,1963.65,Thin section no. 2557
7120/2-1,473,1963.45,Thin section no. 2558
7120/2-1,473,1962.9,Thin section no. 2559
7120/2-1,473,1961.4,Thin section no. 2560
7120/2-1,473,2223.6,Thin section no. 2561
7120/2-1,473,2047.0,Thin section no. 743
7120/2-1,473,2048.0,Thin section no. 744
7120/2-1,473,2049.0,Thin section no. 745
7120/2-1,473,2050.0,Thin section no. 746
7120/2-1,473,2050.0,Thin section no. 747
7120/2-1,473,2058.0,Thin section no. 748
7120/2-1,473,2059.0,Thin section no. 749
7120/2-1,473,2068.0,Thin section no. 750
7120/2-1,473,2069.0,Thin section no. 751
7120/2-1,473,2074.0,Thin section no. 752
7120/2-1,473,2076.0,Thin section no. 753
7120/2-1,473,2105.0,Thin section no. 754
7120/2-1,473,2128.0,Thin section no. 755
7120/2-1,473,2132.0,Thin section no. 756
7120/2-1,473,2141.0,Thin section no. 757
7120/2-1,473,2147.0,Thin section no. 758
7120/2-1,473,2150.0,Thin section no. 759
7120/2-1,473,2161.0,Thin section no. 760
7120/2-1,473,2162.0,Thin section no. 761
7120/2-1,473,2173.0,Thin section no. 762
7120/2-1,473,2212.0,Thin section no. 763
7120/2-2,1690,2163.0,Thin section no. 1453
7120/2-2,1690,2181.25,Thin section no. 1454
7120/2-2,1690,2184.25,Thin section no. 1455
7120/2-2,1690,2190.75,Thin section no. 1456
7120/2-2,1690,2393.25,Thin section no. 1457
7120/5-1,471,2379.35,Thin section no. 1385
7120/5-1,471,2401.65,Thin section no. 1386
7120/5-1,471,2405.65,Thin section no. 1387
7120/5-1,471,2423.65,Thin section no. 1388
7120/6-1,456,2389.65,Thin section no. 1389
7120/6-1,456,2398.65,Thin section no. 1390
7120/6-1,456,2401.7,Thin section no. 1391
7120/6-1,456,2406.75,Thin section no. 1392
7120/6-1,456,2420.0,Thin section no. 1393
7120/6-1,456,2428.75,Thin section no. 1394
7120/6-1,456,2444.35,Thin section no. 1395
7120/6-1,456,2451.0,Thin section no. 1396
7120/6-1,456,2471.35,Thin section no. 1397
7120/6-1,456,2485.63,Thin section no. 1398
7120/6-1,456,2492.66,Thin section no. 1399
7120/6-1,456,2495.3,Thin section no. 1400
7120/6-1,456,2546.4,Thin section no. 1401
7120/6-1,456,2562.66,Thin section no. 1402
7121/1-1,521,3311.53,Thin section no. 2462
7121/1-1,521,3385.05,Thin section no. 2463
7121/5-1,479,2505.0,Thin section no. 1422
7121/5-1,479,2507.0,Thin section no. 1423
7121/5-1,479,2512.35,Thin section no. 1424
7121/5-1,479,2514.35,Thin section no. 1425
7121/5-1,479,2517.0,Thin section no. 1426
7121/5-1,479,2524.65,Thin section no. 1427
7121/5-1,479,2526.65,Thin section no. 1428
7121/5-1,479,2530.0,Thin section no. 1429
7121/5-1,479,2535.35,Thin section no. 1430
7121/5-3,4244,1999.75,Thin section no. 1411
7121/5-3,4244,2003.25,Thin section no. 1412
7121/5-3,4244,2013.75,Thin section no. 1413
7122/2-1,2018,1816.25,Thin section no. 1489
7122/2-1,2018,1835.5,Thin section no. 1490
7122/2-1,2018,1838.75,Thin section no. 1491
7122/2-1,2018,1845.5,Thin section no. 1492
7122/2-1,2018,1851.5,Thin section no. 1493
7122/2-1,2018,1869.25,Thin section no. 1494
7122/2-1,2018,1875.5,Thin section no. 1495
7122/2-1,2018,1883.75,Thin section no. 1496
7122/2-1,2018,1889.75,Thin section no. 1497
7122/2-1,2018,1909.5,Thin section no. 1498
7122/2-1,2018,1919.5,Thin section no. 1499
7122/2-1,2018,1923.75,Thin section no. 1500
7122/2-1,2018,1928.25,Thin section no. 1501
7122/6-1,1140,2020.25,Thin section no. 1414
7122/6-1,1140,2023.75,Thin section no. 1415
7122/6-1,1140,2030.0,Thin section no. 1416
7122/6-1,1140,2037.75,Thin section no. 1417
7122/6-1,1140,2041.5,Thin section no. 1418
7122/6-1,1140,2052.5,Thin section no. 1419
7122/6-1,1140,2082.55,Thin section no. 1420
7122/6-1,1140,2092.75,Thin section no. 1421
7122/6-2,5327,2452.28,Thin section no. 1464
7122/6-2,5327,2456.01,Thin section no. 1465
7122/6-2,5327,2457.22,Thin section no. 1466
7122/6-2,5327,2466.03,Thin section no. 1467
7122/6-2,5327,2484.02,Thin section no. 1468
7122/6-2,5327,2501.26,Thin section no. 1469
7122/6-2,5327,2502.39,Thin section no. 1470
7122/7-2,4391,1077.25,Thin section no. 1373
7122/7-2,4391,1077.5,Thin section no. 1374
7122/7-2,4391,1078.5,Thin section no. 1375
7122/7-2,4391,1089.65,Thin section no. 1376
7122/7-2,4391,1091.25,Thin section no. 1377
7122/7-2,4391,1098.36,Thin section no. 1378
7122/7-2,4391,1100.5,Thin section no. 1379
7122/7-2,4391,1102.75,Thin section no. 1380
7122/7-2,4391,1131.25,Thin section no. 1381
7122/7-2,4391,1136.75,Thin section no. 1382
7122/7-2,4391,1155.25,Thin section no. 1383
7122/7-2,4391,1159.75,Thin section no. 1384
7122/7-3,5214,1087.8,Thin section no. 1439
7122/7-3,5214,1813.25,Thin section no. 1440
7122/7-3,5214,1818.25,Thin section no. 1441
7122/7-3,5214,1828.75,Thin section no. 1442
7122/7-4 S,5406,1186.8,Thin section no. 1502
7122/7-4 S,5406,1209.52,Thin section no. 1503
7122/7-4 S,5406,1211.0,Thin section no. 1504
7122/7-4 S,5406,1795.05,Thin section no. 1505
7122/7-4 S,5406,1797.95,Thin section no. 1506
7122/7-4 S,5406,1798.4,Thin section no. 1507
7122/7-4 S,5406,1804.5,Thin section no. 1508
7122/7-4 S,5406,1808.25,Thin section no. 1509
7122/7-4 S,5406,1812.8,Thin section no. 1510
7122/7-4 S,5406,1814.05,Thin section no. 1511
7122/7-4 S,5406,1818.05,Thin section no. 1512
7122/7-4 S,5406,1885.09,Thin section no. 1513
7122/7-4 S,5406,2053.1,Thin section no. 1514
7122/7-4 S,5406,2054.25,Thin section no. 1515
7122/7-4 S,5406,2057.8,Thin section no. 1516
7122/7-4 S,5406,2059.05,Thin section no. 1517
7122/7-5,5439,1900.45,Thin section no. 1448
7122/7-5,5439,1902.26,Thin section no. 1449
7122/7-5,5439,1906.9,Thin section no. 1450
7122/7-5,5439,1908.75,Thin section no. 1451
7122/7-5,5439,1909.35,Thin section no. 1452
7125/1-1,1350,1423.7,Thin section no. 1362
7125/1-1,1350,1433.7,Thin section no. 1363
7125/4-1,5450,885.2,Thin section no. 1471
7125/4-1,5450,886.4,Thin section no. 1472
7125/4-1,5450,887.2,Thin section no. 1473
7125/4-1,5450,894.2,Thin section no. 1474
7125/4-1,5450,899.8,Thin section no. 1475
7125/4-1,5450,901.05,Thin section no. 1476
7125/4-1,5450,904.5,Thin section no. 1477
7125/4-1,5450,905.5,Thin section no. 1478
7128/4-1,2049,1574.15,Thin section no. 2029
7128/4-1,2049,1574.4,Thin section no. 2030
7128/4-1,2049,1575.92,Thin section no. 2031
7128/4-1,2049,1576.2,Thin section no. 2032
7128/4-1,2049,1574.3,Thin section no. 2479
7128/4-1,2049,1575.85,Thin section no. 2480
7128/4-1,2049,1815.12,Thin section no. 2481
7128/4-1,2049,1821.4,Thin section no. 2482
7128/4-1,2049,1849.5,Thin section no. 2483
7128/4-1,2049,1832.4,Thin section no. 2484
7128/4-1,2049,1837.8,Thin section no. 2485
7128/4-1,2049,1841.68,Thin section no. 2486
7128/4-1,2049,1843.9,Thin section no. 2487
7128/4-1,2049,1851.85,Thin section no. 2488
7128/4-1,2049,1855.5,Thin section no. 2489
7128/4-1,2049,1858.5,Thin section no. 2490
7128/4-1,2049,1861.55,Thin section no. 2491
7128/4-1,2049,1865.47,Thin section no. 2492
7128/4-1,2049,2362.23,Thin section no. 2493
7128/4-1,2049,2368.5,Thin section no. 2494
7128/4-1,2049,2382.75,Thin section no. 2495
7128/4-1,2049,2388.56,Thin section no. 2496
7128/4-1,2049,2527.98,Thin section no. 2497
7128/6-1,1836,1630.1,Thin section no. 2415
7128/6-1,1836,1637.81,Thin section no. 2416
7128/6-1,1836,1643.88,Thin section no. 2417
7128/6-1,1836,1744.58,Thin section no. 2418
7128/6-1,1836,1751.69,Thin section no. 2419
7128/6-1,1836,1757.53,Thin section no. 2420
7128/6-1,1836,1812.74,Thin section no. 2421
7128/6-1,1836,1812.86,Thin section no. 2422
7128/6-1,1836,1836.03,Thin section no. 2423
7128/6-1,1836,1845.75,Thin section no. 2424
7128/6-1,1836,1866.52,Thin section no. 2425
7128/6-1,1836,1868.51,Thin section no. 2426
7128/6-1,1836,1877.48,Thin section no. 2427
7128/6-1,1836,1891.9,Thin section no. 2428
7128/6-1,1836,1896.7,Thin section no. 2429
7128/6-1,1836,1902.72,Thin section no. 2430
7128/6-1,1836,1904.75,Thin section no. 2431
7128/6-1,1836,1883.41,Thin section no. 2432
7128/6-1,1836,1913.49,Thin section no. 2433
7128/6-1,1836,1916.15,Thin section no. 2434
7128/6-1,1836,1930.44,Thin section no. 2435
7128/6-1,1836,1945.28,Thin section no. 2436
7128/6-1,1836,1947.94,Thin section no. 2437
