Well,Test type,Bottle number,Top depth,Base depth,Fluid type,Test time ,Received date,NPDID wellbore
31/3-1,DST ,TEST2     ,1373.0,1383.0, ,1983-10-04 15:30:00,1991-11-05 00:00:00,20
31/3-S-21 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-17 09:45:00,2014-10-03 00:00:00,5157
31/3-S-21 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-17 09:45:00,2014-10-03 00:00:00,5158
31/3-S-21 BY3H,MDT ,          ,0.0,0.0,WATER,2014-09-17 09:45:00,2014-10-03 00:00:00,5159
31/4-6,DST ,DST1      ,2159.0,2163.0, ,1982-04-14 00:00:00,1991-02-28 00:00:00,43
31/4-6,DST ,          ,0.0,0.0, ,,,43
31/4-7,DST ,DST1      ,2398.0,2390.0, ,1984-08-31 00:00:00,1991-02-28 00:00:00,235
31/4-7,DST ,DST2      ,2039.0,2028.0,CONDENSATE,1984-09-06 00:00:00,1991-02-28 00:00:00,235
31/4-9,DST ,DST2      ,2169.6,2171.6,OIL,1987-03-01 00:00:00,1991-11-05 00:00:00,1026
31/5-2 R,DST ,          ,1577.0,1581.0,OIL,1984-07-01 00:00:00,1991-02-20 00:00:00,499
31/5-2 R,DST ,DST2      ,1574.0,1576.0,OIL,1984-08-09 20:00:00,1991-02-20 00:00:00,499
31/5-2 R,DST ,"DST2,1    ",1576.0,1574.0,OIL,1984-08-02 19:00:00,1991-02-20 00:00:00,499
31/5-2 R,DST ,DST3      ,1546.5,1554.0, ,1984-08-24 00:00:00,1991-02-20 00:00:00,499
31/5-2 R,DST ,DST3B     ,1554.5,1546.5,CONDENSATE,1984-08-25 00:00:00,1991-02-20 00:00:00,499
31/5-3,DST ,DST2      ,1582.3,1586.3,OIL,1984-06-02 19:00:00,1991-02-20 00:00:00,101
31/5-H-5 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-14 10:45:00,2014-10-17 00:00:00,6847
31/5-H-5 BY1H,MDT ,          ,0.0,0.0,WATER,2014-09-14 18:10:00,2014-10-17 00:00:00,6847
31/5-H-5 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-14 10:45:00,2014-10-17 00:00:00,6848
31/5-H-5 BY2H,MDT ,          ,0.0,0.0,WATER,2014-09-14 18:10:00,2014-10-17 00:00:00,6848
31/5-I-12 AY1H,MDT ,          ,0.0,0.0,WATER,2014-09-12 11:10:00,2014-10-17 00:00:00,6784
31/5-I-12 AY1H,MDT ,          ,0.0,0.0,WATER,2014-09-11 10:55:00,2014-10-17 00:00:00,6784
31/5-I-12 AY2H,MDT ,          ,0.0,0.0,WATER,2014-09-12 11:10:00,2014-10-17 00:00:00,6785
31/5-I-12 AY2H,MDT ,          ,0.0,0.0,WATER,2014-09-11 10:55:00,2014-10-17 00:00:00,6785
31/5-I-22 BY1H,MDT ,          ,0.0,0.0,WATER,2014-11-15 18:00:00,2014-11-25 00:00:00,7237
31/5-I-22 BY2H,MDT ,          ,0.0,0.0,WATER,2014-11-15 18:00:00,2014-11-25 00:00:00,7238
31/5-I-22 BY3H,MDT ,          ,0.0,0.0,WATER,2014-11-15 18:00:00,2014-11-25 00:00:00,7239
31/5-I-32 Y1H,MDT ,          ,0.0,0.0,WATER,2014-09-11 10:55:00,2014-10-17 00:00:00,4673
31/5-I-32 Y2H,MDT ,          ,0.0,0.0,WATER,2014-09-11 10:55:00,2014-10-17 00:00:00,4674
31/5-J-12 AY1H,MDT ,          ,0.0,0.0,WATER,2014-10-18 10:15:00,2014-11-25 00:00:00,7389
31/5-J-12 AY2H,MDT ,          ,0.0,0.0,WATER,2014-10-18 10:15:00,2014-11-25 00:00:00,7390
31/5-J-12 AY3H,MDT ,          ,0.0,0.0,WATER,2014-10-18 10:15:00,2014-11-25 00:00:00,7392
31/5-J-22 AY1H,MDT ,          ,0.0,0.0,WATER,2014-12-27 13:00:00,2015-01-22 00:00:00,6675
31/5-J-22 AY2H,MDT ,          ,0.0,0.0,WATER,2014-12-27 13:00:00,2015-01-22 00:00:00,6676
31/5-J-22 AY3H,MDT ,          ,0.0,0.0,WATER,2014-12-27 13:00:00,2015-01-22 00:00:00,6677
31/6-1,DST ,DST1      ,1562.5,1567.5,WATER,1983-09-29 00:00:00,1991-02-28 00:00:00,22
31/6-1,DST ,DST2      ,1435.0,1441.0,CONDENSATE,1983-10-18 00:00:00,1991-02-28 00:00:00,22
31/6-1,DST ,DST 2     ,1441.0,1435.0,CONDENSATE,1983-10-18 00:00:00,1991-02-28 00:00:00,22
31/6-2 R,DST ,TEST1     ,1510.0,1506.0, ,1984-08-06 21:50:00,1991-11-05 00:00:00,498
31/6-2 R,PROD,TEST1     ,1510.0,1506.0, ,1984-08-06 21:50:00,,498
31/6-5,DST ,TEST1A    ,1568.0,1558.0, ,1984-05-15 11:30:00,1991-11-05 00:00:00,105
31/6-6,DST ,DST1A     ,0.0,0.0, ,1984-07-15 00:00:00,1991-11-05 00:00:00,127
31/6-6,PROD,TEST1A    ,0.0,0.0,CONDENSATE,1984-07-15 03:00:00,,127
33/12-8 A,DST ,          ,0.0,0.0,CONDENSATE,,2011-03-10 00:00:00,4532
33/12-8 S,DST ,          ,2914.0,0.0,OIL,2002-04-21 00:00:00,2011-03-10 00:00:00,4493
33/9-12,DST ,TEST2     ,2505.0,2508.0, ,1987-07-25 16:45:00,1991-11-05 00:00:00,1069
33/9-12,DST ,TEST3     ,2463.0,2489.0, ,1987-07-29 01:50:00,1991-11-05 00:00:00,1069
33/9-13 S,DST ,"TEST1,1   ",2758.0,2787.0, ,1987-11-26 02:30:00,1991-11-05 00:00:00,1028
33/9-13 S,DST ,"TEST1,2   ",2758.0,2787.0,OIL,1987-11-28 04:30:00,1991-11-05 00:00:00,1028
33/9-13 S,DST ,TEST2     ,2727.0,2740.7, ,1987-12-13 00:00:00,1991-11-05 00:00:00,1028
33/9-14,DST ,TEST1     ,2746.8,2759.8,OIL,1988-03-23 00:00:00,1991-11-05 00:00:00,1226
33/9-14,DST ,"TEST2,1   ",2718.0,2732.0,OIL,1988-03-28 00:00:00,1991-11-05 00:00:00,1226
33/9-14,DST ,"TEST2,2   ",2675.0,2705.0,OIL,1988-03-31 14:30:00,1991-11-05 00:00:00,1226
33/9-C-32,DST ,          ,0.0,0.0, ,1991-04-24 00:00:00,1991-11-05 00:00:00,909
33/9-C-36,DST ,          ,0.0,0.0, ,1989-08-13 00:00:00,1991-11-05 00:00:00,1388
33/9-M-2 H,DST ,          ,0.0,0.0, ,,,2155
33/9-M-2 H,PROD,TEST1     ,0.0,0.0,OIL,1994-07-27 00:00:00,1994-09-22 00:00:00,2155
34/10-1,DST ,DST1      ,1930.0,1935.0, ,1978-08-21 00:00:00,1980-01-01 00:00:00,424
34/10-1,DST ,DST3      ,1788.0,1792.0, ,1978-08-29 00:00:00,1980-01-01 00:00:00,424
34/10-11,DST ,TEST2     ,1891.0,1896.0, ,1981-02-23 00:00:00,1991-12-05 00:00:00,211
34/10-13,DST ,TEST2     ,2003.0,2009.0, ,1981-12-23 21:15:00,1991-12-05 00:00:00,431
34/10-16,DST ,TEST1     ,3397.0,3407.0,OIL,1983-09-10 00:00:00,1991-12-05 00:00:00,59
34/10-16,DST ,TEST2     ,3177.0,3187.0, ,1983-09-17 00:00:00,1991-12-05 00:00:00,59
34/10-17,DST ,TEST2     ,2880.0,2895.0, ,1983-08-07 00:00:00,1991-12-05 00:00:00,5
34/10-17,DST ,TEST3     ,2835.0,2845.0, ,1983-06-22 00:00:00,1991-12-05 00:00:00,5
34/10-17,DST ,TEST4     ,2754.0,2790.0,CONDENSATE,1983-06-28 06:20:00,1991-12-05 00:00:00,5
34/10-2,DST ,TEST2     ,3353.0,3365.0, ,1979-07-22 00:00:00,1991-11-05 00:00:00,425
34/10-2,DST ,TEST3     ,3335.0,3345.0, ,1979-07-26 08:00:00,1980-01-01 00:00:00,425
34/10-2,DST ,TEST3A    ,3335.0,0.0, ,1979-07-28 00:00:00,1991-11-05 00:00:00,425
34/10-2,DST ,TEST4     ,3110.0,3115.0, ,1979-08-02 13:00:00,1980-01-01 00:00:00,425
34/10-2,DST ,DST5      ,3018.0,3028.0, ,1979-08-05 07:02:00,1980-01-01 00:00:00,425
34/10-21,DST ,TEST2     ,3290.0,3312.0,CONDENSATE,1984-10-13 00:00:00,1991-12-05 00:00:00,221
34/10-23,DST ,TEST1     ,4085.0,4095.0,CONDENSATE,1985-09-28 16:35:00,1991-12-05 00:00:00,476
34/10-3,DST ,DST 2     ,1940.0,1935.0, ,1979-06-01 00:00:00,1980-01-01 00:00:00,426
34/10-30,DST ,TEST1     ,3460.0,3473.0, ,1986-04-15 03:42:00,1991-12-05 00:00:00,877
34/10-30,DST ,TEST2     ,3297.0,3318.0, ,1986-04-21 20:50:00,1991-12-05 00:00:00,877
34/10-30,DST ,TEST3     ,3125.0,3155.0, ,1986-04-30 00:00:00,1991-12-05 00:00:00,877
34/10-32 R,DST ,TEST2     ,3368.0,3374.0,OIL,1987-08-02 15:00:00,1991-12-05 00:00:00,1128
34/10-33,DST ,"TEST1,1   ",3378.0,3394.0, ,1988-11-29 00:00:00,1991-12-05 00:00:00,1302
34/10-33,DST ,TEST2     ,0.0,0.0, ,1988-12-08 09:00:00,1991-12-05 00:00:00,1302
34/10-33,DST ,"TEST2,1   ",3279.0,3307.0,OIL,1988-12-08 07:31:00,1991-12-05 00:00:00,1302
34/10-33 C,DST ,DST 1B    ,0.0,0.0, ,1990-04-11 00:00:00,1991-12-05 00:00:00,1384
34/10-34,DST ,TEST1     ,2001.0,1994.0, ,1991-05-23 12:15:00,1991-12-05 00:00:00,1747
34/10-35,DST ,TEST1     ,4015.0,4025.0, ,1992-06-01 20:00:00,1992-07-02 00:00:00,1874
34/10-35,DST ,TEST2     ,3995.0,3984.0, ,1992-06-09 11:00:00,1992-07-02 00:00:00,1874
34/10-35,DST ,TEST3     ,3929.0,3920.0, ,1992-06-15 09:30:00,1992-07-02 00:00:00,1874
34/10-36,DST ,TEST1     ,3371.2,3373.2, ,1992-06-28 15:00:00,1992-07-23 00:00:00,1940
34/10-38 S,DST ,TEST1B    ,0.0,0.0, ,1995-05-23 02:35:00,1995-07-17 00:00:00,2517
34/10-4,DST ,DST1A     ,1880.0,1885.0, ,1979-10-05 22:00:00,1980-01-01 00:00:00,427
34/10-4,DST ,DST 2     ,1824.0,1826.0, ,1979-10-12 00:00:00,1980-01-01 00:00:00,427
34/10-47 S,DST ,          ,0.0,0.0,OIL,,2011-03-10 00:00:00,4609
34/10-52 B,MDT ,          ,3666.9,0.0,OIL,2011-08-13 00:00:00,2012-01-13 00:00:00,6658
34/10-52 B,MDT ,          ,0.0,3575.1,OIL,2011-08-13 00:00:00,2012-01-13 00:00:00,6658
34/10-52 B,MDT ,          ,0.0,3615.7,OIL,2011-08-13 00:00:00,2012-01-13 00:00:00,6658
34/10-53 A,DST ,          ,4630.5,0.0,OIL,,2011-08-25 00:00:00,6495
34/10-53 A,DST ,          ,0.0,4546.0,OIL,,,6495
34/10-54 A,MDT ,          ,4147.5,0.0,CONDENSATE,2014-08-07 00:00:00,2014-09-26 00:00:00,7254
34/10-54 A,MDT ,          ,4565.3,0.0,CONDENSATE,2014-08-08 00:00:00,2014-09-26 00:00:00,7254
34/10-54 S,MDT ,          ,3988.0,0.0,CONDENSATE,2014-06-27 00:00:00,2014-07-23 00:00:00,7253
34/10-54 S,MDT ,          ,4024.0,0.0,OIL,2014-06-27 00:00:00,2014-07-23 00:00:00,7253
34/10-54 S,MDT ,          ,4041.98,0.0,OIL,2014-07-01 00:00:00,2014-07-23 00:00:00,7253
34/10-54 S,MDT ,          ,4059.0,0.0,OIL,2014-07-01 00:00:00,2014-06-17 00:00:00,7253
34/10-54 S,MDT ,          ,4085.5,0.0,OIL,2014-07-17 00:00:00,2014-06-17 00:00:00,7253
34/10-54 S,MDT ,          ,4181.2,0.0,OIL,2014-07-18 00:00:00,2014-07-23 00:00:00,7253
34/10-6,DST ,          ,3037.5,0.0, ,1991-04-06 00:00:00,1991-12-05 00:00:00,429
34/10-7,DST ,          ,1833.0,1840.0, ,,1980-01-01 00:00:00,222
34/10-7,DST ,DST 1     ,1558.0,1865.0, ,1980-03-17 15:00:00,1991-12-05 00:00:00,222
34/10-7,DST ,TEST2     ,1835.0,1865.0,OIL,1983-07-01 00:00:00,1991-12-05 00:00:00,222
34/10-8,DST ,DST 1     ,1845.0,1848.0, ,1980-05-17 00:00:00,1980-01-01 00:00:00,230
34/10-9,DST ,          ,2078.0,2084.0, ,,,140
34/10-9,DST ,DST 2A    ,2084.0,2090.0, ,1980-06-21 13:00:00,1980-01-01 00:00:00,140
34/10-9,DST ,DST 3     ,1906.0,1910.0, ,1980-06-24 00:00:00,1980-01-01 00:00:00,140
34/10-A-16,DST ,          ,0.0,0.0, ,1990-07-31 00:00:00,1991-12-05 00:00:00,1285
34/10-A-22,DST ,TEST4C    ,2195.0,0.0,CONDENSATE,1989-03-23 00:00:00,1991-12-05 00:00:00,1379
34/10-A-30,DST ,          ,0.0,0.0, ,1993-01-28 00:00:00,1993-02-09 00:00:00,1682
34/10-A-37,DST ,          ,0.0,0.0, ,1995-03-22 00:00:00,1995-04-24 00:00:00,1947
34/10-A-37,DST ,          ,0.0,0.0, ,1993-01-28 00:00:00,1993-02-09 00:00:00,1947
34/10-A-5 H,PROD,PROD 1    ,1933.0,1886.0, ,1987-03-24 00:00:00,1991-12-05 00:00:00,942
34/10-B-23,DST ,          ,0.0,0.0, ,1993-01-26 00:00:00,1993-02-09 00:00:00,1982
34/10-B-5,DST ,          ,0.0,0.0, ,,1991-12-05 00:00:00,1124
34/10-C-1,DST ,          ,0.0,0.0, ,1993-01-24 18:40:00,1993-02-09 00:00:00,1472
34/10-C-14,DST ,          ,0.0,0.0, ,1993-01-25 11:30:00,1993-02-09 00:00:00,2017
34/10-C-2,DST ,          ,0.0,0.0, ,1990-07-28 00:00:00,1991-12-05 00:00:00,1491
34/10-C-6,DST ,RFT       ,3037.5,0.0, ,1991-04-06 00:00:00,1992-04-01 00:00:00,1716
34/10-C-7,DST ,TEST2     ,3341.0,3099.0, ,1991-10-15 00:00:00,1992-04-01 00:00:00,1045
34/11-1,DST ,DST1      ,4114.0,4093.5,CONDENSATE,1994-10-11 03:30:00,1994-10-20 00:00:00,2377
34/11-2 S,DST ,TEST1B    ,4260.0,4185.0,CONDENSATE,1996-05-01 00:00:00,1996-08-19 00:00:00,2733
34/11-A-16,DST ,          ,2143.74,0.0,OIL,,2015-05-21 00:00:00,5850
34/3-1 S,DST ,          ,0.0,0.0,OIL,,2011-06-17 00:00:00,5811
34/3-1 S,MDT ,          ,3950.48,3866.0,OIL,,2015-09-08 00:00:00,5811
34/3-2 S,DST ,          ,0.0,0.0,WATER,,2011-06-17 00:00:00,6249
34/3-3 S,MDT ,          ,3928.5,3912.5,OIL,,2015-09-08 00:00:00,6588
34/4-10 R,MDT ,          ,0.0,0.0, ,,,4051
34/4-10 R,MDT ,          ,3966.5,0.0,OIL,2000-04-09 20:09:00,,4051
34/4-13 S,DST ,          ,4813.71,4803.0,OIL,2010-12-12 23:05:00,2010-11-19 00:00:00,6442
34/4-4,DST ,DST2      ,2572.0,2578.0, ,1982-12-31 08:30:00,1991-02-20 00:00:00,41
34/4-4,DST ,DST4      ,2429.0,2437.0,OIL,1983-01-22 22:00:00,1991-02-20 00:00:00,41
34/4-5,DST ,DST2      ,3462.7,3480.7, ,1984-03-30 16:15:00,1991-02-20 00:00:00,37
34/4-6,DST ,DST1      ,0.0,0.0,OIL,1986-03-18 00:00:00,1991-02-20 00:00:00,875
34/4-7,DST ,DST1      ,2579.0,2596.0, ,1987-04-02 04:00:00,1991-02-20 00:00:00,943
34/4-7,DST ,DST2      ,2506.0,2566.0, ,1987-04-19 16:00:00,1991-02-20 00:00:00,943
34/5-1 S,MDT ,          ,3690.2,0.0,OIL,,2015-08-26 00:00:00,6307
34/5-1 S,MDT ,          ,3694.1,0.0,OIL,,2015-08-26 00:00:00,6307
34/5-1 S,MDT ,          ,3688.0,0.0,OIL,,2015-08-26 00:00:00,6307
34/6-2 S,MDT ,          ,0.0,0.0,WATER,,,6971
34/7-1,DST ,DST1      ,2574.0,2581.0,OIL,1984-07-01 11:20:00,1991-02-20 00:00:00,111
34/7-1,DST ,DST2      ,2467.0,2455.0,OIL,1984-07-09 13:00:00,1991-02-20 00:00:00,111
34/7-1,DST ,DST3      ,2416.0,2409.0, ,1984-07-15 19:50:00,1990-02-20 00:00:00,111
34/7-10,DST ,TEST1     ,2606.7,2610.7, ,1986-10-07 00:00:00,1991-02-20 00:00:00,947
34/7-10,DST ,TEST2     ,2583.4,2588.9,OIL,1986-10-11 00:00:00,1991-02-20 00:00:00,947
34/7-10,DST ,TEST3     ,2535.0,2544.5, ,1986-10-17 00:00:00,1991-02-20 00:00:00,947
34/7-10,DST ,DST4      ,2549.0,2551.5, ,1986-10-22 13:14:00,1991-02-20 00:00:00,947
34/7-12,DST ,DST2      ,2229.0,2235.0, ,1987-12-03 11:30:00,1991-02-20 00:00:00,1187
34/7-12,DST ,DST3      ,2205.5,2209.5, ,1987-12-10 23:00:00,1991-02-20 00:00:00,1187
34/7-13,DST ,"DST1,1    ",2504.0,2500.0, ,1988-04-05 14:50:00,1991-02-20 00:00:00,1233
34/7-14,DST ,DST1      ,2207.3,2216.3,OIL,1989-11-19 10:00:00,1991-02-20 00:00:00,1278
34/7-14,DST ,DST2      ,2179.7,2185.7,OIL,1989-11-25 05:30:00,1991-02-20 00:00:00,1278
34/7-16,DST ,DST3      ,2401.0,2414.0,OIL,1990-10-06 21:30:00,1991-02-20 00:00:00,1550
34/7-16 R,DST ,DST2      ,2454.0,2458.0,OIL,1990-09-30 09:25:00,1991-02-20 00:00:00,1677
34/7-17 A,DST ,DST1      ,2495.0,2499.0, ,,1991-09-09 00:00:00,1536
34/7-19,DST ,TEST2     ,2455.3,2468.3, ,1991-12-10 00:15:00,1992-03-25 00:00:00,1838
34/7-21,DST ,TEST1     ,0.0,0.0,OIL,1992-12-03 09:10:00,1993-02-09 00:00:00,2026
34/7-21,DST ,TEST2     ,0.0,0.0,OIL,1992-12-05 15:40:00,1993-02-09 00:00:00,2026
34/7-3,DST ,DST1      ,2601.0,2607.5, ,1984-12-05 06:07:00,1991-02-20 00:00:00,442
34/7-3,DST ,DST3B     ,2440.9,2449.4,OIL,1984-12-25 22:10:00,1991-02-20 00:00:00,442
34/7-4,DST ,          ,2563.0,2547.0, ,,1991-02-20 00:00:00,455
34/7-4,DST ,DST1      ,0.0,0.0, ,,1995-08-09 00:00:00,455
34/7-5,DST ,DST1A     ,2502.5,2512.5, ,1985-03-08 01:00:00,1991-02-20 00:00:00,458
34/7-6,DST ,DST2      ,2572.0,2549.0,OIL,1985-05-16 00:00:00,1991-02-20 00:00:00,465
34/7-6,DST ,"TEST3,2   ",2518.5,2522.5,OIL,1985-05-26 00:00:00,1991-02-20 00:00:00,465
34/7-7,DST ,DST1      ,2561.5,2569.5,OIL,1985-11-13 15:00:00,1991-02-20 00:00:00,525
34/7-7,DST ,"DST1,1    ",0.0,0.0,OIL,1985-11-23 00:00:00,1991-02-20 00:00:00,525
34/7-7,DST ,TEST2     ,2611.0,2614.0,OIL,1985-12-08 00:00:00,1991-02-20 00:00:00,525
34/7-8,DST ,TEST1     ,2359.0,2374.0,OIL,1986-03-22 00:00:00,1991-02-20 00:00:00,878
34/7-8,DST ,"TEST1,1   ",2333.0,2348.0,OIL,1986-03-22 00:00:00,1991-02-20 00:00:00,878
34/7-8,DST ,"TEST1,2   ",2333.0,2348.0,OIL,1986-03-26 00:00:00,1991-02-20 00:00:00,878
34/7-8,DST ,"TEST2,0   ",2303.0,2308.0, ,1986-03-31 00:00:00,1991-02-20 00:00:00,878
34/7-8,DST ,TEST3     ,2250.0,2258.0,OIL,1986-04-04 21:30:00,1991-02-20 00:00:00,878
34/7-9,DST ,DST1B     ,2524.0,2527.0,OIL,1986-05-24 20:30:00,1991-02-20 00:00:00,889
34/8-1,DST ,DST1      ,2880.0,2900.0, ,1986-02-18 00:00:00,1995-08-09 00:00:00,854
34/8-1,DST ,DST2      ,2811.4,2814.4,OIL,1986-02-24 00:00:00,1991-02-28 00:00:00,854
34/8-1,DST ,DST3      ,2726.8,2765.2,CONDENSATE,1986-03-01 00:00:00,1991-02-28 00:00:00,854
34/8-10 S,DST ,DST1      ,0.0,0.0, ,1993-11-24 05:20:00,1993-12-29 00:00:00,2179
34/8-11,DST ,DST1      ,2950.1,2936.1, ,1994-01-13 08:35:00,1994-01-20 00:00:00,2180
34/8-3,DST ,          ,0.0,0.0, ,,1991-10-28 00:00:00,940
34/8-3,DST ,TEST1     ,2935.0,2947.0, ,1988-08-18 00:00:00,1991-02-28 00:00:00,940
34/8-3,DST ,DST2      ,2905.0,2921.0, ,1988-08-30 00:00:00,1991-02-28 00:00:00,940
34/8-3,DST ,DST3      ,2868.0,2880.0,CONDENSATE,1988-09-08 00:00:00,1991-02-28 00:00:00,940
34/8-3 A,DST ,          ,3071.0,3093.0, ,1988-10-20 00:00:00,1991-02-28 00:00:00,1338
34/8-3 A,DST ,DST1B     ,3071.5,3078.5, ,1988-10-23 00:00:00,1991-02-28 00:00:00,1338
34/8-4 A,DST ,DST1      ,3322.9,3340.9,OIL,1992-04-09 17:30:00,1992-04-27 00:00:00,1909
34/8-4 A,DST ,DST2      ,0.0,0.0,OIL,1992-04-22 00:00:00,1995-08-09 00:00:00,1909
34/8-4 A,DST ,DST4      ,0.0,0.0,OIL,1992-05-12 22:15:00,,1909
34/8-4 S,DST ,TEST1     ,3062.1,3079.7, ,1991-04-13 10:50:00,1991-11-05 00:00:00,1683
34/8-4 S,DST ,TEST2A    ,2994.4,3002.2, ,1991-04-27 00:00:00,1991-05-28 00:00:00,1683
34/8-4 S,DST ,TEST2B    ,2943.2,3002.2, ,1991-05-13 00:00:00,1991-05-08 00:00:00,1683
34/8-4 S,DST ,DST4      ,0.0,0.0, ,1991-06-01 00:00:00,1995-08-09 00:00:00,1683
34/8-5,DST ,          ,0.0,0.0, ,1991-04-13 00:00:00,1991-05-28 00:00:00,1719
34/8-8 R,DST ,TEST1     ,2973.2,2960.2, ,1993-02-21 12:45:00,1993-03-15 00:00:00,2080
34/8-8 R,DST ,TEST2     ,2950.0,2921.0, ,1993-02-26 13:25:00,1993-03-15 00:00:00,2080
35/11-13,DST ,TEST 1    ,0.0,0.0,OIL,2005-05-12 17:15:00,,5063
35/11-15 S,MDT ,          ,2941.0,0.0,OIL,2007-05-10 05:38:00,2011-03-10 00:00:00,5517
35/11-17,MDT ,          ,2775.9,0.0,OIL,,2014-10-15 00:00:00,7408
35/11-17,MDT ,          ,2718.9,0.0,OIL,,2014-10-15 00:00:00,7408
35/11-17,MDT ,          ,2376.0,0.0,OIL,,2014-10-15 00:00:00,7408
35/11-18 A,DST ,          ,0.0,0.0,OIL,2015-11-07 20:25:00,2016-05-27 00:00:00,7813
35/11-18 A,DST ,DST 1     ,0.0,0.0,OIL,2015-11-07 20:20:00,2016-05-27 00:00:00,7813
35/11-18 A,DST ,DST 2B    ,0.0,0.0,OIL,2015-11-22 12:10:00,2016-05-27 00:00:00,7813
35/11-18 A,DST ,DST 2B    ,0.0,0.0,OIL,2015-11-26 12:00:00,2016-05-27 00:00:00,7813
35/11-2,DST ,DST2      ,3524.0,3542.0, ,1987-11-03 00:00:00,1991-07-09 00:00:00,893
35/11-2,DST ,          ,3524.0,3542.0, ,1987-11-09 00:00:00,1991-02-28 00:00:00,893
35/11-2,DST ,DST2B     ,0.0,0.0, ,1987-11-09 00:00:00,1991-12-05 00:00:00,893
35/11-2,DST ,DST3      ,3477.0,3486.5, ,1987-11-12 00:00:00,1991-02-28 00:00:00,893
35/11-2,DST ,DST4      ,3370.0,3378.0, ,1987-11-14 00:00:00,1991-02-28 00:00:00,893
35/11-2,DST ,DST4      ,0.0,0.0, ,1987-11-14 02:00:00,1991-12-05 00:00:00,893
35/11-2,DST ,DST4      ,3427.0,3432.0, ,1987-11-14 00:00:00,1991-07-09 00:00:00,893
35/11-2,DST ,          ,3374.0,3378.0, ,1987-11-19 00:00:00,1991-02-28 00:00:00,893
35/11-2,DST ,DST 5     ,3378.0,3374.0, ,1987-11-19 00:00:00,1991-12-05 00:00:00,893
35/11-2,DST ,DST5A     ,3374.0,3378.0, ,,1991-07-09 00:00:00,893
35/11-20 S,MDT ,          ,4135.7,0.0,OIL,,2016-10-07 00:00:00,7978
35/11-4 R,DST ,DST 1     ,2674.0,2682.0,OIL,1991-12-07 14:00:00,1992-03-16 00:00:00,1883
35/11-4 R,DST ,DST 2     ,2284.0,2291.0,OIL,1991-12-16 18:00:00,1992-01-10 00:00:00,1883
35/11-4 R,DST ,DST 2B    ,0.0,0.0,OIL,1991-12-16 18:00:00,1992-03-16 00:00:00,1883
35/11-4 R,DST ,DST 3     ,2034.0,2046.0,OIL,1991-12-31 04:30:00,1992-03-16 00:00:00,1883
35/11-4 R,DST ,DST 4B    ,2000.0,2003.0,OIL,1992-01-16 12:15:00,1992-01-25 00:00:00,1883
35/11-7,DST ,DST1      ,2476.0,2499.0, ,1992-09-12 16:00:00,1992-10-01 00:00:00,1979
35/11-7,DST ,DST2      ,2476.0,2491.0,OIL,1992-09-21 16:00:00,1992-10-01 00:00:00,1979
35/11-8 S,DST ,TEST 1B   ,2931.0,2885.0, ,1996-04-21 00:00:00,1996-05-06 00:00:00,2772
35/11-8 S,DST ,TEST2     ,2892.0,2885.0, ,1996-04-27 13:47:00,1996-07-05 00:00:00,2772
35/12-4 S,DST ,          ,3127.0,3082.0,OIL,2009-02-11 07:25:00,2011-06-15 00:00:00,6589
35/3-4,DST ,DST2A     ,3445.0,3471.5, ,1981-05-25 15:40:00,1991-02-20 00:00:00,219
35/9-1,DST ,TEST1     ,2285.0,2291.8, ,1989-07-12 00:00:00,1991-02-28 00:00:00,1375
35/9-1,DST ,DST1      ,0.0,0.0, ,1989-07-12 00:00:00,1991-12-05 00:00:00,1375
35/9-1,DST ,          ,2225.4,2249.4, ,,1991-02-28 00:00:00,1375
35/9-1,DST ,DST2      ,0.0,0.0,CONDENSATE,1989-07-15 00:00:00,1991-12-05 00:00:00,1375
35/9-1,DST ,          ,2100.3,2138.3, ,,1991-02-28 00:00:00,1375
35/9-1,DST ,TEST3     ,0.0,0.0,CONDENSATE,1989-07-20 00:00:00,1991-12-05 00:00:00,1375
35/9-11 A,MDT ,          ,3495.0,0.0,WATER,2014-05-02 00:00:00,2016-05-02 00:00:00,7469
35/9-11 A,MDT ,          ,3637.8,0.0,OIL,2014-05-02 00:00:00,2016-05-02 00:00:00,7469
35/9-11 A,MDT ,          ,3272.5,0.0,OIL,2014-05-02 00:00:00,2016-05-02 00:00:00,7469
35/9-11 A,MDT ,          ,3637.8,0.0,OIL,2014-05-02 00:00:00,2016-05-02 00:00:00,7469
35/9-2,DST ,TEST-1    ,2342.0,2330.0, ,1991-02-23 02:45:00,1991-05-28 00:00:00,1600
35/9-2,DST ,TEST-2    ,2295.5,2310.5, ,1991-03-11 03:55:00,1991-05-28 00:00:00,1600
35/9-2,DST ,TEST-3    ,2187.2,2211.2,CONDENSATE,1991-03-19 02:25:00,1991-05-28 00:00:00,1600
35/9-2,DST ,TEST- 4   ,2130.0,2100.0,CONDENSATE,1991-03-27 16:00:00,1991-05-28 00:00:00,1600
35/9-7,MDT ,          ,2776.7,0.0,OIL,2012-03-30 00:00:00,2012-08-03 00:00:00,6776
35/9-7,MDT ,          ,0.0,2635.2,OIL,2012-03-30 00:00:00,2012-08-03 00:00:00,6776
35/9-8,MDT ,          ,2793.4,0.0,OIL,2013-03-17 00:00:00,2013-06-12 00:00:00,7120
