Well,NPDID wellbore,Top depth,Base depth,Legend
6407/9-8,1974,1633.5,1642.0,3
6407/9-8,1974,1650.0,1666.0,4
6407/9-8,1974,1666.0,1684.98,5
6407/9-8,1974,1723.0,1741.85,6
6407/9-8,1974,1742.0,1758.66,7
6407/9-A-2,2357,1885.8,1885.8,1
6407/9-A-2,2357,1895.0,1895.0,2
6407/9-A-2,2357,1913.0,1913.0,3
6407/9-A-2,2357,1931.34,1931.34,4
6407/9-A-2,2357,1940.93,1940.93,5
6407/9-B-1 H,2142,1965.5,1965.5,1
6407/9-B-1 H,2142,1974.5,1974.5,2
6407/9-C-2 H,2203,1928.0,1928.0,2
6407/9-C-2 H,2203,1940.0,1940.0,3
6407/9-C-2 H,2203,1968.0,1968.0,4
6408/4-1,1246,1745.0,1746.4,1
6505/10-1,3259,3485.0,3493.9,1
6505/10-1,3259,3693.0,3720.8,2
6505/10-1,3259,3857.0,3883.7,3
6506/11-1,1216,4140.0,4167.5,1
6506/11-1,1216,4167.5,4195.5,2
6506/11-1,1216,4262.0,4273.5,3
6506/11-1,1216,4483.0,4505.25,4
6506/11-2,1754,4241.0,4242.7,1
6506/11-2,1754,4575.5,4602.9,10
6506/11-2,1754,4603.0,4630.0,11
6506/11-2,1754,4631.0,4659.0,12
6506/11-2,1754,4659.0,4682.8,13
6506/11-2,1754,4686.5,4690.2,14
6506/11-2,1754,4693.5,4717.0,15
6506/11-2,1754,4242.9,4276.3,2
6506/11-2,1754,4310.0,4337.0,3
6506/11-2,1754,4361.0,4380.9,4
6506/11-2,1754,4386.0,4411.0,5
6506/11-2,1754,4416.0,4443.0,6
6506/11-2,1754,4488.0,4495.7,7
6506/11-2,1754,4498.0,4507.45,8
6506/11-2,1754,4548.0,4575.12,9
6506/11-3,1973,3143.5,3170.0,1
6506/11-3,1973,4202.0,4223.8,10
6506/11-3,1973,3919.0,3929.7,2
6506/11-3,1973,3930.0,3943.6,3
6506/11-3,1973,3943.6,3945.0,4
6506/11-3,1973,3976.0,3984.4,5
6506/11-3,1973,3986.0,3993.0,6
6506/11-3,1973,3993.0,4000.9,7
6506/11-3,1973,4172.0,4173.67,8
6506/11-3,1973,4174.0,4202.0,9
6506/11-4 S,2736,4260.0,4270.5,1
6506/11-4 S,2736,4272.0,4299.86,2
6506/11-4 S,2736,4790.0,4826.0,3
6506/11-4 S,2736,4826.0,4881.65,4
6506/11-4 S,2736,4881.9,4937.5,5
6506/11-4 S,2736,4937.5,5011.9,6
6506/11-4 S,2736,5011.9,5030.75,7
6506/11-4 S,2736,5030.75,5085.2,8
6506/11-5 S,2794,4540.0,4609.51,1
6506/11-5 S,2794,4609.0,4656.8,2
6506/11-5 S,2794,4657.0,4718.82,3
6506/11-6,3306,4652.0,4661.33,1
6506/11-6,3306,5098.0,5125.2,10
6506/11-6,3306,4661.33,4688.52,2
6506/11-6,3306,4688.52,4710.94,3
6506/11-6,3306,4711.0,4738.0,4
6506/11-6,3306,4738.0,4792.82,5
6506/11-6,3306,4813.0,4836.8,6
6506/11-6,3306,4837.0,4857.97,7
6506/11-6,3306,4858.0,4913.6,8
6506/11-6,3306,4952.0,4980.8,9
6506/11-7,3322,4475.0,4482.62,1
6506/11-7,3322,4591.0,4609.0,2
6506/11-7,3322,4664.0,4675.25,3
6506/11-7,3322,4685.0,4728.56,4
6506/11-7,3322,4755.0,4763.97,5
6506/11-7,3322,4779.0,4790.9,6
6506/11-7,3322,4859.0,4878.35,7
6506/11-8,5295,4624.0,4658.39,2
6506/11-8,5295,4658.4,4671.4,3
6506/11-8,5295,4671.4,4674.22,4
6506/11-8,5295,4674.4,4699.84,5
6506/11-8,5295,4743.0,4753.04,6
6506/11-8,5295,4753.04,4769.38,7
6506/11-8,5295,4769.38,4775.4,8
6506/11-9 S,6852,4731.0,4754.62,1
6506/11-9 S,6852,4755.5,4800.55,2
6506/11-9 S,6852,4815.0,4841.32,3
6506/11-9 S,6852,4852.5,4878.86,4
6506/11-9 S,6852,4880.5,4903.73,5
6506/11-9 S,6852,5110.0,5138.3,6
6506/11-A-2 H,6285,5725.0,5735.78,1
6506/11-A-2 H,6285,6078.0,6099.9,2
6506/11-A-4 H,6296,5019.0,5022.7,1
6506/11-N-3 H,4882,5087.0,5113.0,1
6506/11-N-3 H,4882,5114.0,5141.14,2
6506/11-N-3 H,4882,5141.0,5160.85,3
6506/11-N-3 H,4882,5163.0,5171.44,4
6506/11-N-3 H,4882,5171.0,5184.7,5
6506/11-N-3 H,4882,5193.2,5221.1,6
6506/12-1,1004,3975.0,3993.0,1
6506/12-1,1004,4219.0,4229.5,10
6506/12-1,1004,4231.0,4250.0,11
6506/12-1,1004,4252.0,4274.45,12
6506/12-1,1004,4276.0,4277.45,13
6506/12-1,1004,4279.0,4290.4,14
6506/12-1,1004,3993.0,4018.4,2
6506/12-1,1004,4018.5,4044.0,3
6506/12-1,1004,4044.0,4070.8,4
6506/12-1,1004,4071.0,4097.4,5
6506/12-1,1004,4098.0,4124.8,6
6506/12-1,1004,4125.0,4151.73,7
6506/12-1,1004,4173.0,4190.9,8
6506/12-1,1004,4191.0,4205.4,9
6506/12-10,2445,4564.0,4592.16,1
6506/12-10,2445,4928.08,4964.0,10
6506/12-10,2445,4964.58,4986.0,11
6506/12-10,2445,4986.57,5023.0,12
6506/12-10,2445,5023.75,5059.0,13
6506/12-10,2445,5059.52,5096.0,14
6506/12-10,2445,4592.16,4616.0,2
6506/12-10,2445,4660.0,4671.1,3
6506/12-10,2445,4672.0,4694.77,4
6506/12-10,2445,4696.0,4717.9,5
6506/12-10,2445,4848.0,4873.3,6
6506/12-10,2445,4873.3,4886.0,7
6506/12-10,2445,4887.0,4908.35,8
6506/12-10,2445,4908.35,4928.0,9
6506/12-10 A,2610,5674.0,5711.45,1
6506/12-10 A,2610,6160.0,6177.95,10
6506/12-10 A,2610,6223.0,6230.5,11
6506/12-10 A,2610,5711.47,5748.35,2
6506/12-10 A,2610,5948.0,5948.5,3
6506/12-10 A,2610,5959.0,5971.2,4
6506/12-10 A,2610,5972.0,5984.7,5
6506/12-10 A,2610,5986.0,6004.95,6
6506/12-10 A,2610,6038.0,6057.0,7
6506/12-10 A,2610,6057.0,6060.7,8
6506/12-10 A,2610,6119.0,6128.55,9
6506/12-11 S,2795,5041.0,5054.73,1
6506/12-11 S,2795,5063.0,5116.83,2
6506/12-11 S,2795,5117.0,5146.0,3
6506/12-11 S,2795,5146.0,5166.75,4
6506/12-11 S,2795,5167.0,5212.72,5
6506/12-11 S,2795,5212.72,5237.0,6
6506/12-12 A,6208,5150.0,5200.0,1
6506/12-12 S,6144,4132.0,4167.0,1
6506/12-3,468,3836.0,3845.5,1
6506/12-3,468,4116.0,4144.0,10
6506/12-3,468,4144.0,4170.0,11
6506/12-3,468,4170.0,4197.5,12
6506/12-3,468,4197.5,4221.5,13
6506/12-3,468,4221.5,4249.5,14
6506/12-3,468,4249.5,4268.0,15
6506/12-3,468,3845.5,3855.0,2
6506/12-3,468,3855.0,3864.2,3
6506/12-3,468,3864.2,3882.6,4
6506/12-3,468,3884.0,3911.2,5
6506/12-3,468,3911.2,3925.95,6
6506/12-3,468,3949.0,3977.0,7
6506/12-3,468,3977.0,4003.0,8
6506/12-3,468,4004.0,4017.9,9
6506/12-4,475,3129.0,3150.9,1
6506/12-4,475,3972.0,3980.1,2
6506/12-4,475,3980.17,4008.65,3
6506/12-5,852,3148.0,3175.19,1
6506/12-5,852,4004.0,4030.85,10
6506/12-5,852,4031.0,4046.15,11
6506/12-5,852,4046.5,4064.5,12
6506/12-5,852,4064.5,4066.6,13
6506/12-5,852,4067.0,4080.5,14
6506/12-5,852,4085.0,4106.56,15
6506/12-5,852,4112.0,4123.75,16
6506/12-5,852,4124.0,4135.8,17
6506/12-5,852,4136.0,4154.1,18
6506/12-5,852,4154.0,4179.8,19
6506/12-5,852,3175.19,3188.0,2
6506/12-5,852,4180.0,4203.5,20
6506/12-5,852,4205.0,4216.0,21
6506/12-5,852,4245.0,4269.0,22
6506/12-5,852,4271.0,4285.6,23
6506/12-5,852,4286.0,4299.75,24
6506/12-5,852,4305.0,4324.5,25
6506/12-5,852,4327.0,4335.0,26
6506/12-5,852,4335.0,4361.88,27
6506/12-5,852,3910.0,3917.7,3
6506/12-5,852,3918.0,3928.3,4
6506/12-5,852,3929.0,3943.7,5
6506/12-5,852,3944.0,3949.0,6
6506/12-5,852,3949.0,3967.5,7
6506/12-5,852,3967.5,3993.7,8
6506/12-6,1342,4184.0,4210.0,1
6506/12-6,1342,4517.0,4543.53,10
6506/12-6,1342,4552.0,4578.66,11
6506/12-6,1342,4587.0,4606.98,12
6506/12-6,1342,4607.0,4634.54,13
6506/12-6,1342,4210.0,4230.0,2
6506/12-6,1342,4230.0,4242.9,3
6506/12-6,1342,4243.0,4266.47,4
6506/12-6,1342,4312.0,4336.25,5
6506/12-6,1342,4339.0,4367.0,6
6506/12-6,1342,4435.5,4463.0,7
6506/12-6,1342,4463.0,4488.2,8
6506/12-6,1342,4490.0,4517.3,9
6506/12-7,300,4053.0,4053.5,1
6506/12-7,300,4427.5,4435.5,2
6506/12-7,300,4436.0,4439.12,3
6506/12-7,300,4467.0,4468.13,4
6506/12-7,300,4468.5,4475.82,5
6506/12-7,300,4477.5,4483.03,6
6506/12-7,300,4483.5,4502.5,7
6506/12-7,300,4672.0,4700.0,8
6506/12-8,1068,3878.0,3904.81,2
6506/12-8,1068,3905.0,3941.16,3
6506/12-8,1068,3941.0,3972.16,4
6506/12-8,1068,3973.0,3995.8,5
6506/12-8,1068,4003.0,4036.78,6
6506/12-8,1068,4235.0,4258.6,7
6506/12-8,1068,4258.6,4293.0,8
6506/12-9 S,2128,4415.0,4434.2,1
6506/12-9 S,2128,4815.25,4825.0,10
6506/12-9 S,2128,4830.0,4846.9,11
6506/12-9 S,2128,4462.0,4489.73,2
6506/12-9 S,2128,4489.73,4515.0,3
6506/12-9 S,2128,4598.0,4634.9,4
6506/12-9 S,2128,4635.0,4654.5,5
6506/12-9 S,2128,4671.5,4703.0,6
6506/12-9 S,2128,4703.27,4741.0,7
6506/12-9 S,2128,4741.06,4778.0,8
6506/12-9 S,2128,4779.0,4815.25,9
6506/12-H-1 H,4197,5040.7,5076.8,1
6506/12-H-1 H,4197,5222.0,5269.1,2
6506/12-I-1 AH,5622,6077.7,6104.65,1
6506/12-I-1 AH,5622,6105.0,6114.5,2
6506/12-I-1 AH,5622,6115.5,6130.37,3
6506/12-J-1 H,3758,3734.0,3769.16,1
6506/12-J-1 H,3758,3770.2,3803.12,2
6506/12-J-1 H,3758,4097.5,4125.0,3
6506/12-J-1 H,3758,4124.5,4152.9,4
6506/12-J-1 H,3758,4152.9,4181.27,5
6506/12-J-1 H,3758,4245.0,4317.3,6
6506/12-J-3 H,3864,4532.0,4582.25,1
6506/12-J-3 H,3864,4998.0,5125.05,2
6506/12-K-1 H,3155,4910.0,4995.5,1
6506/12-K-1 H,3155,5100.05,5190.0,2
6506/12-K-3 H,3124,4109.0,4189.9,1
6506/12-K-3 H,3124,4189.0,4240.6,2
6506/12-K-3 H,3124,4295.0,4377.49,3
6506/12-K-3 H,3124,4378.0,4459.73,4
6506/12-K-3 H,3124,4460.0,4542.71,5
6506/12-K-3 H,3124,4542.0,4634.9,6
6506/12-L-2 H,3156,4527.0,4583.07,1
6506/12-L-2 H,3156,4583.85,4606.92,2
6506/12-L-2 H,3156,4769.0,4846.12,3
6506/12-L-2 H,3156,4846.5,4927.22,4
6506/12-L-2 H,3156,4928.5,5005.94,5
6506/12-L-3 H,3107,4642.0,4731.9,1
6506/12-N-1 H,4860,5166.0,5170.06,1
6506/12-N-1 H,4860,5173.0,5190.7,2
6506/12-N-1 H,4860,5311.0,5336.0,3
6506/12-N-1 H,4860,5338.0,5347.6,4
6506/12-N-1 H,4860,5348.0,5363.6,5
6506/12-N-3 H,4308,3847.0,3868.87,1
6506/12-N-3 H,4308,4910.9,4997.2,2
6506/12-N-4 H,4091,5610.0,5650.4,1
6506/12-N-4 H,4091,5655.0,5679.3,2
6506/12-N-4 H,4091,5697.0,5723.5,3
6506/12-N-4 H,4091,5851.0,5929.9,4
6506/12-N-4 H,4091,5931.0,5969.85,5
6506/12-N-4 H,4091,5972.5,6021.45,6
6506/12-N-4 H,4091,6024.0,6063.84,7
6506/12-N-4 H,4091,6064.0,6122.5,8
6506/12-Q-2 H,4933,4365.9,4412.1,1
6506/12-Q-2 H,4933,4676.0,4700.39,2
6506/12-Q-2 H,4933,4701.0,4718.48,3
6506/12-Q-2 H,4933,4718.48,4736.38,4
6506/12-Q-2 H,4933,4736.38,4750.65,5
6506/12-Q-2 H,4933,5268.0,5279.6,6
6506/12-Q-2 H,4933,5280.0,5315.4,7
6506/12-R-1 H,3021,4465.0,4546.55,1
6506/12-R-1 H,3021,4547.0,4630.6,2
6506/12-R-4 H,3271,3192.0,3205.0,1
6506/12-R-4 H,3271,4450.0,4524.22,2
6506/12-R-4 H,3271,4524.0,4598.0,3
6506/12-S-4 H,4269,4652.0,4682.5,1
6506/12-S-4 H,4269,4683.0,4698.45,2
6506/12-S-4 H,4269,4698.45,4710.79,3
6506/12-S-4 H,4269,4711.0,4747.6,4
6506/12-S-4 H,4269,5408.0,5421.6,5
6506/3-1,4344,3101.5,3169.0,1
6506/6-1,4122,5001.0,5004.35,1
6506/6-1,4122,5212.0,5220.36,2
6506/6-1,4122,5221.5,5275.86,3
6506/9-1,5980,5289.0,5316.63,1
6506/9-1,5980,5316.63,5353.23,2
6506/9-1,5980,5446.8,5501.65,3
6506/9-1,5980,5502.0,5530.81,4
6506/9-1,5980,5531.0,5613.78,5
6506/9-2 S,6332,4342.0,4368.74,1
6506/9-2 S,6332,4416.0,4471.0,2
6506/9-3,7207,4241.0,4292.84,1
6506/9-3,7207,4304.0,4384.77,2
6507/10-1,81,2880.5,2887.35,1
6507/10-1,81,3073.6,3081.9,2
6507/10-2 S,7300,2657.0,2678.6,1
6507/11-1,68,2502.7,2508.81,1
6507/11-1,68,2509.8,2511.43,2
6507/11-1,68,2514.3,2517.0,3
6507/11-1,68,2520.0,2524.0,4
6507/11-1,68,2527.7,2543.0,5
6507/11-2,51,1965.5,1975.0,1
6507/11-2,51,1976.0,1977.2,2
6507/11-2,51,1991.37,2001.0,3
6507/11-2,51,2002.88,2014.88,4
6507/11-2,51,2119.0,2124.45,5
6507/11-2,51,2126.0,2127.85,6
6507/11-3,470,2428.0,2437.45,1
6507/11-3,470,2437.5,2456.0,2
6507/11-3,470,2456.0,2465.3,3
6507/11-3,470,2467.0,2494.5,4
6507/11-3,470,2494.5,2522.0,5
6507/11-3,470,2522.0,2536.8,6
6507/11-3,470,2636.0,2643.9,7
6507/11-3,470,2650.0,2660.2,8
6507/11-3,470,2668.5,2677.5,9
6507/11-4,1055,2564.0,2591.8,1
6507/11-4,1055,2685.0,2713.2,2
6507/11-5 S,3193,2488.0,2508.0,1
6507/11-5 S,3193,2508.0,2534.7,2
6507/11-5 S,3193,2535.0,2539.55,3
6507/11-5 S,3193,2541.0,2554.0,4
6507/11-5 S,3193,2554.0,2582.0,5
6507/11-5 S,3193,2582.0,2608.5,6
6507/11-5 S,3193,2609.0,2645.25,7
6507/11-6,4321,3036.0,3063.65,1
6507/11-8,5562,2427.7,2451.05,1
6507/11-8,5562,2462.0,2506.1,2
6507/11-9,5766,2621.0,2641.34,1
6507/11-X-2 H,3944,2622.0,2629.2,1
6507/11-X-2 H,3944,2640.0,2642.2,2
6507/11-X-2 H,3944,2674.6,2710.0,3
6507/11-X-2 H,3944,2710.0,2737.47,4
6507/11-X-4 AH,4127,3620.0,3644.5,2
6507/11-X-4 AH,4127,3647.0,3672.3,3
6507/11-X-4 AH,4127,3674.0,3711.0,4
6507/11-X-4 AH,4127,3820.0,3872.55,5
6507/12-1,202,2404.0,2405.65,1
6507/12-1,202,2520.0,2537.25,2
6507/12-1,202,2707.0,2715.8,3
6507/12-1,202,3708.0,3719.0,4
6507/12-2,437,4975.0,4984.2,2
6507/12-3,485,1981.0,1988.5,1
6507/12-3,485,2503.5,2519.0,3
6507/2-2,1840,2822.0,2849.5,1
6507/2-2,1840,3273.0,3295.8,2
6507/2-2,1840,3330.0,3339.3,3
6507/2-2,1840,3685.4,3700.4,4
6507/2-2,1840,3770.0,3778.5,5
6507/2-2,1840,3921.0,3929.3,6
6507/2-3,2299,2850.0,2878.0,1
6507/2-3,2299,2878.0,2890.88,2
6507/2-3,2299,3254.0,3263.84,3
6507/2-4,5685,2835.0,2852.0,1
6507/2-4,5685,3334.0,3342.3,2
6507/2-4,5685,3342.3,3344.8,3
6507/2-N-2 H,6702,2853.0,2880.0,1
6507/3-1,1533,3612.0,3635.0,1
6507/3-1,1533,3635.0,3660.75,2
6507/3-1,1533,3769.0,3796.86,3
6507/3-1,1533,3797.0,3825.0,4
6507/3-1,1533,3825.0,3857.9,5
6507/3-1,1533,3994.0,4022.0,6
6507/3-1,1533,3671.0,3698.25,7
6507/3-10,7212,3274.0,3301.77,1
6507/3-10,7212,3301.8,3355.93,2
6507/3-12,8097,3299.0,3381.59,1
6507/3-2,2954,1230.0,1233.4,1
6507/3-2,2954,1402.0,1409.83,2
6507/3-3,3668,2721.0,2747.73,1
6507/3-3,3668,3375.0,3401.4,2
6507/3-3,3668,3403.0,3435.46,3
6507/3-3,3668,3461.0,3487.35,4
6507/3-3,3668,3545.0,3599.9,5
6507/3-3,3668,3600.0,3654.46,6
6507/3-4,4905,3728.0,3762.21,1
6507/3-4,4905,3764.0,3818.33,2
6507/3-5 S,5307,3959.0,4012.36,1
6507/3-5 S,5307,4144.0,4180.84,2
6507/3-7,6123,3546.0,3601.39,1
6507/3-7,6123,3601.4,3653.02,2
6507/3-8,6258,2695.0,2715.1,1
6507/3-8,6258,2743.0,2783.19,2
6507/3-8,6258,2784.0,2794.6,3
6507/3-8,6258,2795.0,2822.2,4
6507/3-8,6258,2822.0,2844.3,5
6507/3-9 S,6951,2850.0,2866.1,1
6507/3-9 S,6951,2868.0,2895.64,2
6507/3-L-2 H,6002,4042.0,4070.32,1
6507/5-1,3683,3392.5,3392.7,1
6507/5-1,3683,3395.0,3422.1,2
6507/5-1,3683,3422.1,3449.76,3
6507/5-1,3683,3449.76,3470.86,4
6507/5-1,3683,3470.86,3498.4,5
6507/5-1,3683,3498.4,3542.7,6
6507/5-1,3683,3562.0,3613.53,7
6507/5-1,3683,3616.0,3645.6,8
6507/5-1,3683,3645.0,3698.6,9
6507/5-2,3756,3626.0,3684.81,1
6507/5-2,3756,3684.81,3743.81,2
6507/5-2,3756,3743.81,3812.31,3
6507/5-3,4059,2836.5,2839.98,1
6507/5-3,4059,2843.0,2843.65,2
6507/5-3,4059,2844.0,2851.57,3
6507/5-3,4059,2852.0,2855.0,4
6507/5-4,4209,3512.5,3534.45,1
6507/5-4,4209,3535.0,3594.5,2
6507/5-4,4209,3594.0,3679.0,3
6507/5-4,4209,3678.0,3722.5,4
6507/5-5,4428,3654.7,3736.0,1
6507/5-6 S,6321,4436.0,4454.5,1
6507/5-A-4 H,6324,2965.5,3000.5,1
6507/5-A-4 H,6324,3675.0,3706.2,2
6507/5-A-4 H,6324,3708.0,3762.56,3
6507/5-A-6 H,6325,4438.0,4517.82,1
6507/5-J-1 H,6405,1569.0,1612.0,1
6507/6-1,910,1023.0,1040.8,1
6507/6-1,910,1045.0,1056.0,2
6507/6-1,910,3041.0,3045.2,3
6507/6-1,910,3995.0,4013.2,4
6507/6-2,1520,3727.0,3732.2,1
6507/6-2,1520,3732.2,3739.2,2
6507/6-4 A,6753,4726.0,4754.0,1
6507/7-1,138,3504.0,3512.7,1
6507/7-1,138,4340.0,4346.2,2
6507/7-1,138,4346.2,4356.8,3
6507/7-1,138,4356.7,4375.2,5
6507/7-1,138,4475.0,4488.35,6
6507/7-1,138,4593.0,4600.36,7
6507/7-10,2182,2448.0,2453.1,1
6507/7-10,2182,2476.5,2480.1,2
6507/7-10,2182,2525.0,2551.0,3
6507/7-11 S,3131,3461.0,3487.75,1
6507/7-13 A,4275,2416.0,2440.4,1
6507/7-13 A,4275,2443.0,2466.85,2
6507/7-13 A,4275,2466.5,2487.25,3
6507/7-14 S,6367,4221.0,4275.58,1
6507/7-15 S,6730,4265.0,4285.34,1
6507/7-15 S,6730,4292.0,4329.57,2
6507/7-15 S,6730,4362.0,4415.27,3
6507/7-2,464,2283.5,2295.7,1
6507/7-2,464,2410.0,2420.1,10
6507/7-2,464,2422.0,2427.2,11
6507/7-2,464,2431.0,2435.0,12
6507/7-2,464,2436.0,2443.5,13
6507/7-2,464,2444.0,2448.2,14
6507/7-2,464,2300.5,2310.7,2
6507/7-2,464,2316.0,2318.5,3
6507/7-2,464,2320.0,2325.1,4
6507/7-2,464,2327.0,2342.0,5
6507/7-2,464,2345.0,2362.0,6
6507/7-2,464,2363.5,2378.1,7
6507/7-2,464,2379.0,2392.0,8
6507/7-2,464,2394.0,2408.6,9
6507/7-3,482,2360.0,2360.7,1
6507/7-3,482,2570.0,2586.5,10
6507/7-3,482,2587.0,2616.5,11
6507/7-3,482,2615.5,2643.0,12
6507/7-3,482,2643.0,2661.0,13
6507/7-3,482,2361.0,2376.6,2
6507/7-3,482,2381.0,2386.7,3
6507/7-3,482,2386.1,2414.5,4
6507/7-3,482,2415.0,2442.8,5
6507/7-3,482,2442.8,2471.0,6
6507/7-3,482,2500.0,2519.7,7
6507/7-3,482,2521.0,2541.7,8
6507/7-3,482,2543.0,2569.1,9
6507/7-4,853,2435.0,2461.0,1
6507/7-4,853,2684.0,2712.05,10
6507/7-4,853,2612.0,2639.6,11
6507/7-4,853,2739.5,2766.7,12
6507/7-4,853,2463.0,2490.7,2
6507/7-4,853,2491.0,2518.5,3
6507/7-4,853,2518.5,2546.0,4
6507/7-4,853,2546.0,2573.5,5
6507/7-4,853,2573.0,2601.14,6
6507/7-4,853,2601.5,2629.4,7
6507/7-4,853,2629.0,2656.8,8
6507/7-4,853,2657.0,2684.75,9
6507/7-5,879,2255.0,2282.85,1
6507/7-5,879,2482.0,2497.59,10
6507/7-5,879,2501.0,2508.98,11
6507/7-5,879,2512.0,2533.64,12
6507/7-5,879,2538.0,2553.1,13
6507/7-5,879,2556.0,2578.7,14
6507/7-5,879,2581.5,2591.1,15
6507/7-5,879,2596.5,2623.9,16
6507/7-5,879,2625.0,2644.54,17
6507/7-5,879,2282.5,2308.75,2
6507/7-5,879,2308.5,2336.35,3
6507/7-5,879,2336.0,2349.56,4
6507/7-5,879,2362.0,2385.5,5
6507/7-5,879,2390.0,2407.77,6
6507/7-5,879,2411.0,2438.85,7
6507/7-5,879,2439.0,2466.87,8
6507/7-5,879,2467.0,2480.68,9
6507/7-5 A,860,2557.0,2568.8,1
6507/7-5 A,860,2572.0,2572.85,2
6507/7-5 A,860,2573.0,2592.32,3
6507/7-5 A,860,2595.0,2610.14,4
6507/7-5 A,860,2611.7,2622.5,5
6507/7-5 A,860,2622.5,2629.6,6
6507/7-6,922,2129.0,2156.65,1
6507/7-6,922,2442.0,2460.33,10
6507/7-6,922,2157.9,2184.35,2
6507/7-6,922,2305.0,2306.64,3
6507/7-6,922,2315.0,2341.9,4
6507/7-6,922,2344.0,2363.28,5
6507/7-6,922,2364.5,2390.42,6
6507/7-6,922,2392.5,2404.65,7
6507/7-6,922,2405.0,2419.84,8
6507/7-6,922,2424.0,2441.0,9
6507/7-8,1071,2405.0,2423.5,1
6507/7-8,1071,2423.5,2441.73,2
6507/7-8,1071,2442.0,2458.93,3
6507/7-8,1071,2460.12,2479.0,4
6507/7-8,1071,2479.0,2497.25,5
6507/7-8,1071,2497.5,2516.8,6
6507/7-8,1071,2516.0,2525.0,7
6507/7-A-15 A,5260,3658.0,3672.6,1
6507/7-A-15 A,5260,3672.8,3679.59,2
6507/7-A-15 A,5260,3682.3,3689.2,3
6507/7-A-15 A,5260,3690.6,3717.26,4
6507/7-A-15 A,5260,3717.0,3735.38,5
6507/7-A-15 A,5260,3736.0,3748.8,6
6507/7-A-15 A,5260,3759.0,3765.14,7
6507/7-A-15 A,5260,3765.0,3771.98,8
6507/7-A-17,2278,3648.0,3676.5,1
6507/7-A-17,2278,3676.5,3704.7,2
6507/7-A-17,2278,3705.0,3724.8,3
6507/7-A-17,2278,3724.0,3752.5,4
6507/7-A-17,2278,3753.0,3781.4,5
6507/7-A-17,2278,3781.5,3809.55,6
6507/7-A-17,2278,3810.0,3838.3,7
6507/7-A-20,2004,2435.0,2471.36,1
6507/7-A-20,2004,2721.5,2731.0,10
6507/7-A-20,2004,2732.5,2747.0,11
6507/7-A-20,2004,2472.0,2478.15,2
6507/7-A-20,2004,2478.63,2514.0,3
6507/7-A-20,2004,2515.5,2539.0,4
6507/7-A-20,2004,2541.0,2568.2,5
6507/7-A-20,2004,2622.0,2644.55,6
6507/7-A-20,2004,2650.0,2677.25,7
6507/7-A-20,2004,2679.0,2688.25,8
6507/7-A-20,2004,2690.5,2720.0,9
6507/7-A-22,3285,3100.5,3137.5,10
6507/7-A-22,3285,2948.0,2962.5,3
6507/7-A-22,3285,2965.5,2978.8,4
6507/7-A-22,3285,2986.0,2996.5,5
6507/7-A-22,3285,2996.5,3025.0,6
6507/7-A-22,3285,3025.0,3043.88,7
6507/7-A-22,3285,3045.0,3082.5,8
6507/7-A-22,3285,3082.55,3100.46,9
6507/7-A-27,5113,3182.0,3208.25,1
6507/7-A-27,5113,3209.0,3236.34,2
6507/7-A-27,5113,3236.34,3252.76,3
6507/7-A-27,5113,3257.7,3269.66,4
6507/7-A-27,5113,3272.7,3289.0,5
6507/7-A-27,5113,3297.0,3305.1,6
6507/7-A-27,5113,3308.0,3310.05,7
6507/7-A-27,5113,3310.05,3336.95,8
6507/7-A-27,5113,3337.0,3345.0,9
6507/7-A-28 B,7124,2054.5,2077.1,1
6507/7-A-28 B,7124,2164.1,2182.5,2
6507/7-A-33,2079,3228.0,3264.9,1
6507/7-A-33,2079,3265.0,3276.0,2
6507/7-A-35,2252,3159.0,3169.55,1
6507/7-A-35,2252,3172.0,3173.5,2
6507/7-A-35,2252,3176.0,3176.8,3
6507/7-A-35,2252,3178.0,3179.98,4
6507/7-A-35,2252,3185.0,3189.58,5
6507/7-A-38,2305,2293.0,2318.86,1
6507/7-A-38,2305,2667.0,2670.95,10
6507/7-A-38,2305,2671.0,2696.1,11
6507/7-A-38,2305,2708.0,2714.25,12
6507/7-A-38,2305,2715.0,2727.1,13
6507/7-A-38,2305,2729.5,2743.5,14
6507/7-A-38,2305,2744.0,2750.55,15
6507/7-A-38,2305,2752.0,2769.46,16
6507/7-A-38,2305,2770.5,2785.14,17
6507/7-A-38,2305,2786.0,2801.65,18
6507/7-A-38,2305,2805.0,2816.93,19
6507/7-A-38,2305,2321.0,2357.8,2
6507/7-A-38,2305,2825.0,2852.91,20
6507/7-A-38,2305,2358.0,2391.67,3
6507/7-A-38,2305,2429.0,2444.71,4
6507/7-A-38,2305,2446.5,2482.5,5
6507/7-A-38,2305,2484.0,2498.43,6
6507/7-A-38,2305,2521.0,2532.66,7
6507/7-A-38,2305,2533.0,2544.2,8
6507/7-A-38,2305,2547.0,2562.87,9
6507/7-A-40,3390,2865.5,2871.51,1
6507/7-A-40,3390,2990.6,3007.85,10
6507/7-A-40,3390,2884.0,2901.43,2
6507/7-A-40,3390,2901.5,2914.48,3
6507/7-A-40,3390,2916.0,2918.63,4
6507/7-A-40,3390,2931.0,2937.0,5
6507/7-A-40,3390,2937.0,2951.67,6
6507/7-A-40,3390,2965.3,2977.61,8
6507/7-A-40,3390,2977.7,2990.12,9
6507/7-A-46,2965,2652.0,2669.85,1
6507/7-A-46,2965,2670.0,2687.94,2
