Wellbore,Title,Document URL
7122/7-5,7122/7-5 PRESSURE PLOT: 5439_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5439_Formation_pressure_(Formasjonstrykk).pdf
7122/7-5 A,7122/7-5 A COMPOSITE LOG: 5465 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5465.pdf
7122/7-5 A,7122/7-5 A PRESSURE PLOT: 5465_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5465_Formation_pressure_(Formasjonstrykk).pdf
7122/7-6,7122/7-6 PRESSURE PLOT: 7051_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/7051_Formation_pressure_(Formasjonstrykk).PDF
7123/4-1 A,7123/4-1 A COMPOSITE LOG: 5808 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5808.pdf
7123/4-1 A,7123/4-1 A GEOCHEMICAL INFORMATION: 5808_01_7123_4_1A_gch_transfer_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/5808_01_7123_4_1A_gch_transfer_1.txt
7123/4-1 A,7123/4-1 A GEOCHEMICAL INFORMATION: 5808_02_7123_4_1A_gch_results_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/5808_02_7123_4_1A_gch_results_1.txt
7123/4-1 A,7123/4-1 A PRESSURE PLOT: 5808_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5808_Formation_pressure_(Formasjonstrykk).pdf
7123/4-1 S,7123/4-1 S COMPOSITE LOG: 5786 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5786.pdf
7123/4-1 S,7123/4-1 S GEOCHEMICAL INFORMATION: 5786_01_7123_4_1S_gch_transfer_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/5786_01_7123_4_1S_gch_transfer_1.txt
7123/4-1 S,7123/4-1 S GEOCHEMICAL INFORMATION: 5786_02_7123_4_1S_gch_results_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/5786_02_7123_4_1S_gch_results_1.txt
7123/4-1 S,7123/4-1 S PRESSURE PLOT: 5786_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5786_Formation_pressure_(Formasjonstrykk).pdf
7124/3-1,7124/3-1 COMPOSITE LOG: 1066 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1066.pdf
7124/3-1,7124/3-1 GEOCHEMICAL INFORMATION: 1066_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1066_1.pdf
7124/3-1,7124/3-1 GEOCHEMICAL INFORMATION: 1066_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1066_2.pdf
7124/3-1,7124/3-1 OLD NPD WDSS: 1066_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1066_01_WDSS_General_Information.pdf
7124/3-1,7124/3-1 OLD NPD WDSS: 1066_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1066_02_WDSS_completion_log.pdf
7124/3-1,7124/3-1 PRESSURE PLOT: 1066_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1066_Formation_pressure_(Formasjonstrykk).pdf
7124/3-1,7124/3-1 REPORTED BY LICENSEE: 1066_7124_3_1_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1066_7124_3_1_COMPLETION_REPORT_AND_LOG.pdf
7124/4-1 S,7124/4-1 S GEOCHEMICAL INFORMATION: 6678_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/6678_1.pdf
7124/4-1 S,7124/4-1 S GEOCHEMICAL INFORMATION: 6678_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/6678_2.pdf
7125/1-1,7125/1-1 COMPOSITE LOG: 1350 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1350.pdf
7125/1-1,7125/1-1 GEOCHEMICAL INFORMATION: 1350_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1350_1.pdf
7125/1-1,7125/1-1 OLD NPD WDSS: 1350_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1350_01_WDSS_General_Information.pdf
7125/1-1,7125/1-1 OLD NPD WDSS: 1350_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1350_02_WDSS_completion_log.pdf
7125/1-1,7125/1-1 PRESSURE PLOT: 1350_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1350_Formation_pressure_(Formasjonstrykk).pdf
7125/1-1,7125/1-1 REPORTED BY LICENSEE: 1350_7125_1_1_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1350_7125_1_1_COMPLETION_REPORT_AND_LOG.pdf
7125/4-1,7125/4-1 COMPOSITE LOG: 5450 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5450.pdf
7125/4-1,7125/4-1 GEOCHEMICAL INFORMATION: 5450_01_7125_4_1_gch_transfer_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/5450_01_7125_4_1_gch_transfer_1.txt
7125/4-1,7125/4-1 GEOCHEMICAL INFORMATION: 5450_02_7125_4_1_gch_results_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/5450_02_7125_4_1_gch_results_1.txt
7125/4-1,7125/4-1 GEOCHEMICAL INFORMATION: 5450_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5450_1.pdf
7125/4-1,7125/4-1 GEOCHEMICAL INFORMATION: 5450_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5450_2.pdf
7125/4-1,7125/4-1 PRESSURE PLOT: 5450_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5450_Formation_pressure_(Formasjonstrykk).pdf
7125/4-2,7125/4-2 COMPOSITE LOG: 5944 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5944.pdf
7125/4-2,7125/4-2 PRESSURE PLOT: 5944_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5944_Formation_pressure_(Formasjonstrykk).pdf
7128/4-1,7128/4-1 COMPOSITE LOG: 2049 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/2049.pdf
7128/4-1,7128/4-1 GEOCHEMICAL INFORMATION: 2049_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/2049_1.pdf
7128/4-1,7128/4-1 GEOCHEMICAL INFORMATION: 2049_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/2049_2.pdf
7128/4-1,7128/4-1 GEOCHEMICAL INFORMATION: 2049_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/2049_3.pdf
7128/4-1,7128/4-1 GEOCHEMICAL INFORMATION: 2049_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/2049_4.pdf
7128/4-1,7128/4-1 PRESSURE PLOT: 2049_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/2049_Formation_pressure_(Formasjonstrykk).pdf
7128/4-1,7128/4-1 REPORTED BY LICENSEE: 2049_7128_4_1_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/2049_7128_4_1_COMPLETION_REPORT_AND_LOG.pdf
7128/6-1,7128/6-1 COMPOSITE LOG: 1836 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1836.pdf
7128/6-1,7128/6-1 GEOCHEMICAL INFORMATION: 1836_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1836_1.pdf
7128/6-1,7128/6-1 OLD NPD WDSS: 1836_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1836_01_WDSS_General_Information.pdf
7128/6-1,7128/6-1 OLD NPD WDSS: 1836_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1836_02_WDSS_completion_log.pdf
7128/6-1,7128/6-1 PRESSURE PLOT: 1836_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1836_Formation_pressure_(Formasjonstrykk).pdf
7128/6-1,7128/6-1 REPORTED BY LICENSEE: 1836_7128_6_1_COMPLETION_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1836_7128_6_1_COMPLETION_LOG.pdf
7128/6-1,7128/6-1 REPORTED BY LICENSEE: 1836_7128_6_1_COMPLETION_REPORT (pdf),https://factpages.npd.no/pbl/wellbore_documents/1836_7128_6_1_COMPLETION_REPORT.pdf
7131/4-1,7131/4-1 GEOCHEMICAL INFORMATION: 5093_01_7131_4_1_gch_transfer_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/5093_01_7131_4_1_gch_transfer_1.txt
7131/4-1,7131/4-1 GEOCHEMICAL INFORMATION: 5093_02_7131_4_1_gch_results_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/5093_02_7131_4_1_gch_results_1.txt
7131/4-1,7131/4-1 GEOCHEMICAL INFORMATION: 5093_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5093_1.pdf
7131/4-1,7131/4-1 GEOCHEMICAL INFORMATION: 5093_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5093_2.pdf
7131/4-1,7131/4-1 GEOCHEMICAL INFORMATION: 5093_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5093_3.pdf
7131/4-1,7131/4-1 PRESSURE PLOT: 5093_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5093_Formation_pressure_(Formasjonstrykk).pdf
7216/11-1 S,7216/11-1 S COMPOSITE LOG: 4129 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/4129.pdf
7216/11-1 S,7216/11-1 S GEOCHEMICAL INFORMATION: 4129_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4129_1.pdf
7216/11-1 S,7216/11-1 S GEOCHEMICAL INFORMATION: 4129_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4129_2.pdf
7216/11-1 S,7216/11-1 S GEOCHEMICAL INFORMATION: 4129_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4129_3.pdf
7216/11-1 S,7216/11-1 S GEOCHEMICAL INFORMATION: 4129_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4129_4.pdf
7216/11-1 S,7216/11-1 S GEOCHEMICAL INFORMATION: 4129_5 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4129_5.pdf
7216/11-1 S,7216/11-1 S GEOCHEMICAL INFORMATION: 4129_6 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4129_6.pdf
7216/11-1 S,7216/11-1 S GEOCHEMICAL INFORMATION: 4129_7 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4129_7.pdf
7216/11-1 S,7216/11-1 S PRESSURE PLOT: 4129_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/4129_Formation_pressure_(Formasjonstrykk).pdf
7219/8-1 S,7219/8-1 S COMPOSITE LOG: 2031 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/2031.pdf
7219/8-1 S,7219/8-1 S GEOCHEMICAL INFORMATION: 2031_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/2031_1.pdf
7219/8-1 S,7219/8-1 S OLD NPD WDSS: 2031_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/2031_01_WDSS_General_Information.pdf
7219/8-1 S,7219/8-1 S OLD NPD WDSS: 2031_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/2031_02_WDSS_completion_log.pdf
7219/8-1 S,7219/8-1 S PRESSURE PLOT: 2031_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/2031_Formation_pressure_(Formasjonstrykk).PDF
7219/8-1 S,7219/8-1 S REPORTED BY LICENSEE: 2031_7219_8_1_S_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/2031_7219_8_1_S_COMPLETION_REPORT_AND_LOG.pdf
7219/9-1,7219/9-1 COMPOSITE LOG: 1138 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1138.pdf
7219/9-1,7219/9-1 GEOCHEMICAL INFORMATION: 1138_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1138_1.pdf
7219/9-1,7219/9-1 GEOCHEMICAL INFORMATION: 1138_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1138_2.pdf
7219/9-1,7219/9-1 GEOCHEMICAL INFORMATION: 1138_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1138_3.pdf
7219/9-1,7219/9-1 GEOCHEMICAL INFORMATION: 1138_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1138_4.pdf
7219/9-1,7219/9-1 OLD NPD WDSS: 1138_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1138_01_WDSS_General_Information.pdf
7219/9-1,7219/9-1 OLD NPD WDSS: 1138_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1138_02_WDSS_completion_log.pdf
7219/9-1,7219/9-1 PRESSURE PLOT: 1138_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1138_Formation_pressure_(Formasjonstrykk).pdf
7220/10-1,7220/10-1 PRESSURE PLOT: 7015_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/7015_Formation_pressure_(Formasjonstrykk).PDF
7220/5-1,7220/5-1 PRESSURE PLOT: 6775_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/6775_Formation_pressure_(Formasjonstrykk).pdf
7220/6-1,7220/6-1 COMPOSITE LOG: 5039 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5039.pdf
7220/6-1,7220/6-1 GEOCHEMICAL INFORMATION: 5039_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5039_1.pdf
7220/6-1,7220/6-1 GEOCHEMICAL INFORMATION: 5039_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5039_2.pdf
7220/6-1,7220/6-1 PRESSURE PLOT: 5039_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5039_Formation_pressure_(Formasjonstrykk).pdf
7220/7-1,7220/7-1 PRESSURE PLOT: 6756_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/6756_Formation_pressure_(Formasjonstrykk).PDF
7220/8-1,7220/8-1 GEOCHEMICAL INFORMATION: 6484_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/6484_1.pdf
7220/8-1,7220/8-1 GEOCHEMICAL INFORMATION: 6484_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/6484_2.pdf
7220/8-1,7220/8-1 PRESSURE PLOT: 6484_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/6484_Formation_pressure_(Formasjonstrykk).PDF
7222/11-1,7222/11-1 COMPOSITE LOG: 5916 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5916.pdf
7222/11-1,7222/11-1 PRESSURE PLOT: 5916_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5916_Formation_pressure_(Formasjonstrykk).pdf
7222/6-1 S,7222/6-1 S COMPOSITE LOG: 5755 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5755.pdf
7222/6-1 S,7222/6-1 S GEOCHEMICAL INFORMATION: 5755_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5755_1.pdf
7222/6-1 S,7222/6-1 S GEOCHEMICAL INFORMATION: 5755_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5755_2.pdf
7222/6-1 S,7222/6-1 S PRESSURE PLOT: 5755_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5755_Formation_pressure_(Formasjonstrykk).pdf
7223/5-1,7223/5-1 COMPOSITE LOG: 5960 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5960.pdf
7223/5-1,7223/5-1 PRESSURE PLOT: 5960_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5960_Formation_pressure_(Formasjonstrykk).pdf
7224/6-1,7224/6-1 COMPOSITE LOG: 5835 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5835.pdf
7224/7-1,7224/7-1 COMPOSITE LOG: 1245 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1245.pdf
7224/7-1,7224/7-1 GEOCHEMICAL INFORMATION: 1245_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1245_1.pdf
7224/7-1,7224/7-1 OLD NPD WDSS: 1245_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1245_01_WDSS_General_Information.pdf
7224/7-1,7224/7-1 OLD NPD WDSS: 1245_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1245_02_WDSS_completion_log.pdf
7224/7-1,7224/7-1 PRESSURE PLOT: 1245_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1245_Formation_pressure_(Formasjonstrykk).pdf
7224/7-1,7224/7-1 REPORTED BY LICENSEE: 1245_7224_7_1_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1245_7224_7_1_COMPLETION_REPORT_AND_LOG.pdf
7225/3-1,7225/3-1 PRESSURE PLOT: 6587_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/6587_Formation_pressure_(Formasjonstrykk).pdf
7225/3-2,7225/3-2 PRESSURE PLOT: 7149_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/7149_Formation_pressure_(Formasjonstrykk).PDF
7226/11-1,7226/11-1 COMPOSITE LOG: 1177 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1177.pdf
7226/11-1,7226/11-1 GEOCHEMICAL INFORMATION: 1177_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1177_1.pdf
7226/11-1,7226/11-1 GEOCHEMICAL INFORMATION: 1177_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1177_2.pdf
7226/11-1,7226/11-1 OLD NPD WDSS: 1177_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1177_01_WDSS_General_Information.pdf
7226/11-1,7226/11-1 OLD NPD WDSS: 1177_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1177_02_WDSS_completion_log.pdf
7226/11-1,7226/11-1 PRESSURE PLOT: 1177_Formation_pressure_(Formasjonstrykk) (PDF),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1177_Formation_pressure_(Formasjonstrykk).PDF
7226/11-1,7226/11-1 REPORTED BY LICENSEE: 1177_7226_11_1_COMPLETION_REPORT (pdf),https://factpages.npd.no/pbl/wellbore_documents/1177_7226_11_1_COMPLETION_REPORT.pdf
7226/11-1,7226/11-1 REPORTED BY LICENSEE: 1177_7226_11_1_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1177_7226_11_1_COMPLETION_REPORT_AND_LOG.pdf
7226/2-1,7226/2-1 COMPOSITE LOG: 5807 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/5807.pdf
7226/2-1,7226/2-1 GEOCHEMICAL INFORMATION: 5807_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5807_1.pdf
7226/2-1,7226/2-1 GEOCHEMICAL INFORMATION: 5807_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/5807_2.pdf
7226/2-1,7226/2-1 PRESSURE PLOT: 5807_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/5807_Formation_pressure_(Formasjonstrykk).pdf
7228/1-1,7228/1-1 GEOCHEMICAL INFORMATION: 6820_01_7228_1_1_gch_transfer_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/6820_01_7228_1_1_gch_transfer_1.txt
7228/1-1,7228/1-1 GEOCHEMICAL INFORMATION: 6820_02_7228_1_1_gch_results_1 (txt),https://factpages.npd.no/pbl/geochemical_pdfs/6820_02_7228_1_1_gch_results_1.txt
7228/1-1,7228/1-1 PRESSURE PLOT: 6820_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/6820_Formation_pressure_(Formasjonstrykk).pdf
7228/2-1 S,7228/2-1 S COMPOSITE LOG: 1460 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1460.pdf
7228/2-1 S,7228/2-1 S GEOCHEMICAL INFORMATION: 1460_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1460_1.pdf
7228/2-1 S,7228/2-1 S OLD NPD WDSS: 1460_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1460_01_WDSS_General_Information.pdf
7228/2-1 S,7228/2-1 S OLD NPD WDSS: 1460_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1460_02_WDSS_completion_log.pdf
7228/2-1 S,7228/2-1 S PRESSURE PLOT: 1460_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1460_Formation_pressure_(Formasjonstrykk).pdf
7228/2-1 S,7228/2-1 S REPORTED BY LICENSEE: 1460_7228_2_1_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1460_7228_2_1_COMPLETION_REPORT_AND_LOG.pdf
7228/7-1 A,7228/7-1 A COMPOSITE LOG: 4257 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/4257.pdf
7228/7-1 A,7228/7-1 A GEOCHEMICAL INFORMATION: 4257_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4257_1.pdf
7228/7-1 A,7228/7-1 A GEOCHEMICAL INFORMATION: 4257_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4257_2.pdf
7228/7-1 A,7228/7-1 A GEOCHEMICAL INFORMATION: 4257_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4257_3.pdf
7228/7-1 A,7228/7-1 A GEOCHEMICAL INFORMATION: 4257_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4257_4.pdf
7228/7-1 A,7228/7-1 A GEOCHEMICAL INFORMATION: 4257_5 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4257_5.pdf
7228/7-1 A,7228/7-1 A GEOCHEMICAL INFORMATION: 4257_6 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4257_6.pdf
7228/7-1 A,7228/7-1 A PRESSURE PLOT: 4257_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/4257_Formation_pressure_(Formasjonstrykk).pdf
7228/7-1 B,7228/7-1 B COMPOSITE LOG: 4261 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/4261.pdf
7228/7-1 B,7228/7-1 B GEOCHEMICAL INFORMATION: 4261_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4261_1.pdf
7228/7-1 B,7228/7-1 B GEOCHEMICAL INFORMATION: 4261_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4261_2.pdf
7228/7-1 B,7228/7-1 B GEOCHEMICAL INFORMATION: 4261_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4261_4.pdf
7228/7-1 B,7228/7-1 B GEOCHEMICAL INFORMATION: 4261_5 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/4261_5.pdf
7228/7-1 B,7228/7-1 B PRESSURE PLOT: 4261_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/4261_Formation_pressure_(Formasjonstrykk).pdf
7228/7-1 S,7228/7-1 S COMPOSITE LOG: 3015 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/3015.pdf
7228/7-1 S,7228/7-1 S GEOCHEMICAL INFORMATION: 3015_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/3015_1.pdf
7228/7-1 S,7228/7-1 S GEOCHEMICAL INFORMATION: 3015_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/3015_2.pdf
7228/7-1 S,7228/7-1 S GEOCHEMICAL INFORMATION: 3015_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/3015_3.pdf
7228/7-1 S,7228/7-1 S GEOCHEMICAL INFORMATION: 3015_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/3015_4.pdf
7228/9-1 S,7228/9-1 S COMPOSITE LOG: 1486 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1486.pdf
7228/9-1 S,7228/9-1 S GEOCHEMICAL INFORMATION: 1486_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1486_1.pdf
7228/9-1 S,7228/9-1 S GEOCHEMICAL INFORMATION: 1486_2 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1486_2.pdf
7228/9-1 S,7228/9-1 S GEOCHEMICAL INFORMATION: 1486_3 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1486_3.pdf
7228/9-1 S,7228/9-1 S GEOCHEMICAL INFORMATION: 1486_4 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1486_4.pdf
7228/9-1 S,7228/9-1 S GEOCHEMICAL INFORMATION: 1486_5 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1486_5.pdf
7228/9-1 S,7228/9-1 S OLD NPD WDSS: 1486_01_WDSS_General_Information (pdf),https://factpages.npd.no/pbl/wdss_old/1486_01_WDSS_General_Information.pdf
7228/9-1 S,7228/9-1 S OLD NPD WDSS: 1486_02_WDSS_completion_log (pdf),https://factpages.npd.no/pbl/wdss_old/1486_02_WDSS_completion_log.pdf
7228/9-1 S,7228/9-1 S PRESSURE PLOT: 1486_Formation_pressure_(Formasjonstrykk) (pdf),https://factpages.npd.no/pbl/wellbore_pressure_plot_pdfs/1486_Formation_pressure_(Formasjonstrykk).pdf
7228/9-1 S,7228/9-1 S REPORTED BY LICENSEE: 1486_7228_9_1_COMPLETION_REPORT_AND_LOG (pdf),https://factpages.npd.no/pbl/wellbore_documents/1486_7228_9_1_COMPLETION_REPORT_AND_LOG.pdf
7229/11-1,7229/11-1 COMPOSITE LOG: 1643 (pdf),https://factpages.npd.no/pbl/wellbore_composite_logs/1643.pdf
7229/11-1,7229/11-1 GEOCHEMICAL INFORMATION: 1643_1 (pdf),https://factpages.npd.no/pbl/geochemical_pdfs/1643_1.pdf
